Mol. wt.,JR Tb /K,CRC Tb /K
113.54699999999995,431.81,424.15
163.60700000000003,547.29,535.15
163.60700000000006,547.29,561.65
185.479,712.2,429.15
143.23000000000013,542.48,499.15
51.048,360.44,334.15
61.471,361.99,286.15
71.12299999999996,374.66,356.15
142.24600000000012,542.5799999999999,493.15
159.2320000000001,550.3699999999999,499.15
175.27500000000015,570.56,552.15
127.2309999999999,414.63,434.15
125.17099999999994,445.98,445.15
127.23099999999992,483.25999999999993,463.15
85.14999999999995,401.81,381.65
57.09600000000002,347.51,322.35
153.26900000000015,530.48,514.15
137.22600000000006,408.0,423.15
198.2690000000001,705.4200000000001,652.15
236.89400000000003,531.6800000000001,495.15
129.24699999999993,431.93,408.15
172.31600000000023,522.28,462.15
109.943,421.86,385.65
162.01900000000003,520.9100000000001,518.15
162.01900000000003,520.9100000000001,546.15
172.014,573.3399999999999,543.15
163.00700000000006,532.9,492.15
192.00100000000003,600.22,528.65
192.001,600.22,531.65
157.9840000000001,491.71,418.15
148.98000000000002,505.04,471.15
297.5709999999992,707.3699999999999,632.15
147.21800000000016,416.6,402.15
115.17599999999992,403.19,472.15
117.19199999999992,441.5,435.28
165.2360000000001,548.1399999999999,549.15
111.18799999999992,362.32,393.15
149.2370000000001,467.52,489.15
143.23000000000013,448.95,479.15
98.14899999999994,428.52,460.15
116.20799999999991,421.85,417.15
88.15399999999994,391.46,358.65
163.26400000000012,495.38,482.15
157.25700000000015,471.39,484.15
158.2890000000002,490.05,474.15
130.23499999999993,444.73,438.15
129.109,444.59,443.15
213.40900000000028,570.0899999999999,539.15
133.19400000000002,526.0999999999999,521.15
133.15000000000003,542.0799999999999,611.15
101.17399999999996,416.74,418.15
69.10699999999997,358.78,363.15
129.24699999999993,431.93,412.75
133.191,570.53,523.15
177.29100000000017,582.45,545.15
145.24600000000015,486.38,468.15
119.16399999999992,370.84,377.15
87.12199999999996,357.42999999999995,439.05
84.12199999999996,405.64,409.15
98.14899999999994,428.52,450.15
103.16499999999992,418.62,436.65
83.13399999999994,316.55999999999995,354.15
121.18299999999994,491.81,488.15
121.18299999999994,491.81,484.15
121.18299999999994,491.81,490.15
121.18299999999994,464.47,479.65
121.18299999999992,421.76,466.15
136.19800000000004,499.27,537.15
149.2370000000001,524.3799999999999,478.15
147.17700000000008,538.3599999999999,491.65
115.17599999999992,403.19,459.15
107.53999999999996,371.98,427.15
155.2850000000002,497.68,478.15
185.35500000000025,486.6,507.15
240.3060000000001,674.9100000000001,623.15
88.15399999999994,391.46,393.15
141.2580000000001,459.29,450.15
60.100000000000016,330.33,335.54999999999995
96.13299999999995,444.48,540.15
97.11699999999996,422.88,415.15
171.24300000000008,537.24,523.15
166.18000000000006,578.5799999999999,555.65
151.16500000000008,571.1199999999999,524.15
151.16500000000008,571.1199999999999,547.15
151.16500000000008,571.1199999999999,516.15
113.20399999999992,423.19,401.15
101.14899999999994,380.31,449.15
102.18099999999993,398.97,402.15
87.16599999999994,383.3,355.15
108.14399999999996,475.94,425.15
96.13299999999995,444.48,491.15
122.17099999999994,452.5799999999999,469.15
107.15599999999996,445.12,431.55
107.15599999999992,445.12,417.15
107.15599999999996,445.12,445.05
95.14499999999995,413.66,438.15
157.2160000000001,560.5999999999999,540.15
157.2160000000001,560.5999999999999,533.15
113.18499999999996,443.76,418.75
88.10999999999996,422.45,542.15
168.108,672.22,569.15
244.20600000000005,841.1599999999999,578.15
106.037,526.16,442.15
134.0910000000001,571.48,467.15
134.0910000000001,568.69,459.15
241.4630000000003,615.8499999999999,580.8499999999999
157.30100000000022,478.57,477.15
169.2270000000001,577.69,578.25
194.23700000000008,702.8699999999999,604.15
240.26200000000009,781.3599999999999,633.15
196.2530000000001,677.25,523.15
221.25900000000007,705.04,633.15
210.3650000000002,633.24,602.15
143.23000000000013,448.95,500.15
101.19299999999993,387.05,380.65
200.37000000000023,619.22,572.15
181.3230000000002,576.24,549.25
185.35500000000025,546.69,528.15
165.2360000000001,596.55,498.15
165.2360000000001,596.55,498.15
60.100000000000016,390.42,390.05
61.08400000000002,410.07,443.45
137.18200000000007,509.25,506.15
137.18200000000007,509.25,521.15
137.18200000000007,509.25,527.15
152.1970000000001,586.76,568.15
193.29000000000013,540.6800000000001,559.15
89.13799999999995,386.07,381.15
167.16400000000007,588.56,540.15
167.16400000000007,588.56,556.15
179.2190000000001,586.52,572.15
99.13299999999995,438.5,444.15
87.12199999999994,395.16,478.15
45.085000000000015,317.89,289.75
103.12099999999997,421.87,422.15
165.1920000000001,567.93,544.15
165.1920000000001,567.93,567.15
165.1920000000001,567.93,583.15
89.13799999999993,433.47,451.15
121.18299999999994,486.83,486.15
121.18299999999994,486.83,487.15
121.18299999999994,486.83,490.35
121.18299999999992,459.49,477.15
145.2050000000001,556.72,514.15
145.20200000000014,468.15,494.15
89.09399999999997,398.99,458.15
113.11599999999996,474.3,489.15
169.1800000000001,569.4000000000001,463.65
99.08899999999996,451.42,388.65
73.13899999999995,303.55999999999995,309.65
116.20799999999991,399.49,407.65
136.19800000000006,526.68,453.65
123.19899999999993,464.4,470.15
167.2080000000001,545.5,564.15
167.2080000000001,545.5,564.15
43.06900000000001,305.32,327.15
88.15399999999994,413.82,402.15
117.14799999999993,422.39,449.15
129.24699999999993,454.73,445.15
60.100000000000016,368.06,374.15
89.13799999999993,395.74,404.15
71.07899999999997,334.91,329.15
87.16599999999993,363.73,341.15
129.2469999999999,394.19999999999993,387.15
99.17699999999992,383.61,377.85
59.112000000000016,318.41,307.35
135.21000000000004,514.69,504.15
135.21,487.35,489.15
135.21,487.35,494.15
135.21,487.35,490.15
135.21,444.64,477.15
103.12099999999997,399.51,442.15
121.18299999999994,468.0,471.15
121.18299999999994,468.0,453.15
171.24300000000008,574.97,578.15
75.06699999999998,331.17999999999995,290.65
151.16500000000008,566.1399999999999,505.65
151.16500000000008,566.1399999999999,518.65
195.1740000000001,647.24,570.15
195.1740000000001,647.24,459.45
147.13000000000008,523.6199999999999,463.65
163.22000000000008,521.3899999999999,533.15
149.1930000000001,531.3,487.15
179.2190000000001,563.4699999999999,546.65
121.18299999999994,468.0,451.15
87.16599999999994,364.17,358.15
149.2370000000001,508.34,468.55
149.23700000000014,508.34,490.15
107.15599999999996,440.14,422.15
107.15599999999996,440.14,439.15
107.15599999999996,440.14,441.15
151.16500000000008,521.24,516.15
151.16500000000008,521.24,494.15
151.16500000000008,521.24,494.15
87.14699999999998,439.1,417.15
137.22600000000006,492.26,487.15
111.11899999999996,440.34,448.15
111.11899999999996,440.34,461.15
111.11899999999996,440.34,455.15
135.14100000000005,515.65,505.15
135.14100000000005,515.65,501.15
125.14599999999996,463.22,456.15
121.11399999999998,492.77,461.95
186.098,676.47,569.15
141.10100000000003,519.65,470.15
141.10100000000003,519.65,478.15
97.09199999999998,393.65,398.15
97.09199999999998,393.65,380.15
130.07800000000003,551.49,642.15
93.08499999999998,466.28,420.15
97.11699999999996,436.73,418.65
255.49000000000032,661.0899999999999,609.15
251.45800000000028,690.64,622.15
129.20299999999995,528.6199999999999,468.15
115.21999999999991,431.85,414.15
115.21999999999991,431.85,413.15
130.23499999999996,504.82,497.15
111.18799999999992,461.84,456.15
115.21999999999991,432.29,426.15
237.43100000000027,667.76,606.15
241.4630000000003,638.21,594.15
269.51699999999994,623.8799999999999,603.15
99.17699999999994,413.92,409.15
100.16499999999994,439.59,442.15
115.17599999999992,463.28,531.15
116.20799999999991,481.94,470.15
108.14399999999996,541.04,568.15
97.16099999999994,438.96,436.65
101.19299999999993,409.41,405.15
76.09899999999996,460.24,492.15
71.07899999999998,462.06,457.15
71.07899999999998,462.5,491.15
157.25700000000018,556.94,486.65
297.5709999999992,729.73,662.15
68.07899999999998,388.76,530.15
133.19400000000002,516.45,494.15
118.13899999999995,504.24,542.15
117.15099999999995,473.42,527.15
166.949,440.58,458.15
249.007,613.52,563.15
249.007,613.52,553.15
249.007,613.52,561.15
73.13899999999995,363.21,341.95
117.14799999999994,444.31,480.15
101.19299999999993,348.88,353.15
99.13299999999995,380.23,379.15
103.12099999999997,376.5,341.15
115.20099999999996,484.42,448.15
133.15000000000003,480.97,458.15
133.15000000000003,480.97,469.65
133.15000000000003,480.97,460.15
169.18300000000002,568.5899999999999,542.15
85.10599999999997,357.35,347.65
117.14799999999994,399.38,372.15
59.11200000000002,340.33,304.95
103.16499999999994,455.91,442.15
135.21000000000004,509.27,494.15
135.21000000000004,509.27,501.15
135.21000000000004,481.93,476.15
103.12099999999997,421.43,456.15
74.12699999999995,390.5,380.15
73.13899999999997,340.85,326.45
149.2370000000001,537.13,514.15
89.09399999999997,353.62,307.15
130.19099999999997,411.8399999999999,467.65
101.19299999999993,386.61,369.35
121.18299999999994,462.58,455.15
129.16199999999998,504.88,516.3499999999999
69.06299999999999,367.16,368.55
66.06299999999999,472.4,492.15
149.23700000000014,504.81,485.15
71.07899999999998,392.74,394.15
123.15499999999994,486.37,494.15
123.15499999999994,486.37,524.15
123.15499999999994,486.37,516.15
151.16500000000008,563.1199999999999,568.15
147.17700000000005,561.68,559.65
137.18200000000007,509.25,501.15
137.18200000000007,509.25,509.65
133.15000000000003,538.8,528.65
133.15000000000003,538.8,529.65
75.11099999999996,363.19,368.15
137.18200000000007,485.44,476.15
89.13799999999996,385.63,370.15
61.08400000000002,317.95,315.54999999999995
137.18200000000007,514.23,508.15
137.18200000000007,514.23,521.65
386.3639999999998,1183.09,604.15
165.1920000000001,563.6399999999999,577.15
212.25200000000007,727.0,613.15
89.13799999999995,386.07,386.15
85.10599999999997,415.62,438.55
109.12799999999996,439.68,415.15
109.12799999999996,439.68,451.65
109.12799999999996,439.68,466.15
159.18800000000007,555.16,579.15
73.09499999999997,372.28,481.15
149.1930000000001,541.22,580.15
67.09099999999998,389.76,363.15
151.16500000000008,545.05,529.15
116.11999999999996,499.2,584.15
107.15599999999996,463.95,473.15
107.15599999999996,463.95,476.45
107.15599999999996,463.95,474.15
107.15599999999992,436.61,470.15
132.11900000000003,425.18,464.15
135.16600000000005,513.3599999999999,567.15
131.178,539.26,515.65
131.178,533.8399999999999,504.15
122.17099999999996,541.46,565.15
122.17099999999996,541.46,557.15
122.17099999999996,541.46,528.15
122.17099999999996,541.46,538.15
122.17099999999996,541.46,546.65
135.21000000000004,504.29,483.15
135.21,482.37,479.15
121.18299999999994,486.83,479.15
121.18299999999994,486.83,476.65
121.18299999999994,486.83,468.15
121.18299999999992,459.49,453.65
149.2370000000001,527.17,496.15
117.15099999999995,516.3799999999999,478.15
117.15099999999995,516.3799999999999,488.15
117.15099999999995,516.3799999999999,491.15
149.21800000000005,531.38,511.15
133.15,510.5,473.65
121.18299999999994,481.41,466.15
101.14899999999994,439.96,499.15
87.16599999999994,386.09,369.15
87.16599999999994,383.3,350.15
87.16599999999994,385.65,354.15
83.13399999999996,415.64,396.15
83.13399999999996,415.64,402.15
81.11799999999997,420.12,414.15
83.13399999999996,373.42,352.65
75.06699999999998,376.11,464.15
181.23800000000008,616.76,638.15
99.08899999999998,451.42,476.15
135.21000000000004,449.62,458.15
135.21000000000004,449.62,467.15
135.21000000000004,449.62,484.15
182.13500000000005,700.0799999999999,598.15
182.13500000000005,700.0799999999999,558.15
183.25400000000008,562.8399999999999,567.15
74.12699999999995,390.94,388.65
75.11099999999995,410.59,432.39
111.14399999999992,437.25,422.15
129.24699999999993,432.37,428.15
115.21999999999991,431.85,422.15
115.21999999999991,431.41,405.65
129.20299999999995,528.06,468.65
46.073000000000015,345.18,356.15
47.05700000000001,317.43,322.15
82.10599999999997,416.62,540.15
82.10599999999998,416.62,536.15
131.178,501.28,546.15
131.178,501.28,539.15
131.178,501.28,540.15
131.178,501.28,539.15
57.05200000000001,312.03,311.45
143.18900000000005,532.74,525.15
143.18900000000005,532.74,526.15
83.08999999999997,395.02,400.15
83.08999999999997,395.02,396.15
195.21800000000007,595.8499999999999,544.15
165.19200000000006,545.5699999999999,528.15
163.2200000000001,526.37,533.15
197.2810000000001,633.4100000000001,603.65
157.2160000000001,552.09,567.65
152.15300000000008,620.77,578.15
181.14700000000005,624.3599999999999,548.15
90.08199999999997,409.64,460.15
103.12099999999997,439.73,406.55
83.08999999999996,395.02,360.65
83.08999999999999,395.02,361.15
83.08999999999997,395.02,361.15
85.10599999999995,395.86,384.15
108.14399999999996,540.5999999999999,543.15
97.16099999999994,438.52,428.15
149.1930000000001,541.22,569.15
149.1930000000001,541.22,576.15
149.1930000000001,498.50999999999993,529.15
151.20900000000012,579.53,558.65
183.2540000000001,605.55,589.15
169.61100000000005,513.06,553.15
122.17099999999994,471.41,502.15
195.2650000000001,654.9399999999998,591.15
100.16499999999996,430.65,426.15
99.17699999999994,404.98,399.15
87.12199999999996,417.08,490.15
87.12199999999996,395.16,480.15
88.15399999999994,432.95,404.15
69.10699999999997,392.76,375.15
71.12299999999996,337.97,337.15
73.13899999999997,341.29,336.15
69.10699999999997,331.41,356.15
94.11699999999996,448.08,402.15
82.10599999999997,416.62,477.15
82.10599999999997,416.62,479.15
94.11699999999996,448.08,487.15
108.14399999999996,494.77,495.95
108.14399999999996,494.77,500.15
108.14399999999996,494.77,481.65
108.14399999999996,467.43,475.15
93.12899999999996,417.26,402.55
93.12899999999996,417.26,417.25
93.12899999999996,417.26,418.45
137.13800000000006,498.36,477.15
94.11699999999996,448.08,411.15
94.11699999999996,448.08,415.15
94.11699999999998,448.08,426.15
81.11799999999997,385.8,421.15
81.11799999999997,385.8,416.15
99.13299999999995,445.65,521.15
143.18900000000005,532.74,520.55
143.18900000000008,532.74,524.15
143.18900000000008,532.74,539.15
143.18900000000008,532.74,530.15
143.18900000000008,532.74,538.15
143.18900000000008,532.74,531.15
143.18900000000005,532.74,520.55
159.18800000000005,613.3599999999999,540.15
144.17700000000005,563.56,517.15
99.15799999999996,415.9,401.92
99.15799999999996,415.9,406.35
139.22300000000007,532.73,507.15
139.22300000000007,532.73,545.65
73.11999999999999,416.22,406.05
87.12199999999996,390.84,401.35
153.18400000000003,604.0,572.15
153.18400000000003,604.0,580.15
157.2160000000001,574.45,565.15
143.18900000000005,551.5699999999999,573.8499999999999
143.18900000000005,551.5699999999999,579.3499999999999
233.2740000000001,788.9200000000001,573.15
138.12600000000006,592.91,558.15
138.12600000000003,592.91,585.15
138.12600000000006,592.91,601.15
153.13700000000006,565.68,545.15
153.13700000000006,565.68,531.15
153.13700000000006,565.68,532.15
166.13600000000005,669.66,585.65
123.11099999999996,515.4,483.85
167.16400000000007,658.3199999999999,540.15
153.13700000000006,635.4399999999999,543.15
167.12,688.77,593.15
185.56600000000003,634.56,549.65
199.2090000000001,684.3399999999999,593.15
199.2090000000001,684.3399999999999,613.15
103.12099999999997,442.96,425.95
129.15899999999996,508.2699999999999,478.15
118.13599999999994,455.4,479.65
75.06699999999998,397.2,387.25
91.06599999999996,489.38,468.15
73.05099999999999,393.88,371.65
151.16500000000008,561.16,523.15
131.17499999999998,488.72,466.15
61.04000000000001,374.32,374.34
137.13800000000006,538.28,509.15
173.17100000000002,630.8799999999999,587.15
159.22900000000016,534.48,481.65
117.14799999999994,465.84,445.65
117.14799999999994,465.4,427.15
139.11000000000004,596.02,489.15
215.20800000000008,706.76,593.15
165.14800000000005,620.01,475.15
89.09399999999997,420.08,404.35
89.09399999999997,419.64,393.35
102.13699999999994,366.96,445.15
74.08299999999997,321.2,419.15
130.19099999999997,412.72,479.15
86.09399999999997,340.76,320.15
129.14,514.04,497.65
137.13800000000006,543.26,494.05
137.13800000000006,543.26,505.25
137.13800000000006,543.26,511.81
191.10800000000003,537.8399999999999,490.15
191.108,537.8399999999999,475.95
149.14900000000006,565.3199999999999,528.15
139.24200000000008,507.6,498.15
143.27400000000011,478.05,471.15
265.485,713.52,635.15
269.51699999999994,683.97,623.15
143.23000000000013,509.04,512.15
144.26200000000014,527.7,498.75
125.21499999999992,484.72,475.15
129.24699999999993,455.17,451.75
205.3450000000002,624.1099999999999,583.15
157.30100000000022,440.84,465.15
159.22900000000016,468.46,447.65
70.05099999999999,397.98,423.15
69.06299999999999,367.16,342.65
131.134,565.27,479.15
251.32700000000003,601.45,553.15
227.4360000000003,615.3299999999999,585.15
183.079,457.34,426.65
193.074,509.77,435.15
101.14899999999994,440.4,498.15
87.16599999999994,386.09,362.15
102.18099999999994,459.06,451.15
94.11699999999998,518.16,559.15
83.13399999999996,416.08,413.15
101.14899999999994,482.74,442.15
81.11799999999997,420.24,417.15
81.11799999999997,412.76,413.15
147.2210000000001,512.9399999999999,489.15
87.16599999999994,386.53,377.85
163.26400000000015,552.24,533.65
117.14799999999994,399.82,377.65
169.052,410.65,356.15
390.3539999999999,1269.68,547.15
179.2220000000001,620.36,623.45
180.2100000000001,651.1800000000001,633.15
180.2100000000001,651.1800000000001,682.3499999999999
199.27800000000008,641.0,644.15
185.22600000000008,627.45,581.15
255.32000000000008,789.3,677.15
185.22600000000008,658.31,613.15
185.22600000000008,658.31,603.15
184.2420000000001,655.2,586.15
184.2420000000001,655.2,627.15
197.2810000000001,645.37,584.15
183.2540000000001,622.49,577.15
181.23800000000008,634.74,555.15
211.28900000000007,672.46,644.15
137.18200000000007,551.6700000000001,553.15
135.16600000000005,578.06,518.15
183.2540000000001,604.0999999999999,562.15
108.14399999999996,486.26,517.15
144.17700000000005,557.7,613.15
174.03000000000003,537.8599999999999,483.15
119.12299999999996,453.11,439.45
181.23800000000008,627.0799999999999,583.15
133.194,508.88,468.15
119.16699999999992,486.0,458.15
219.2870000000001,693.1700000000001,668.65
161.2480000000001,546.06,530.15
149.1930000000001,536.24,495.35
129.16199999999998,538.44,522.15
129.16199999999998,538.44,536.95
135.21000000000004,504.29,471.15
135.21000000000004,504.29,476.65
197.2810000000001,626.98,595.15
155.20000000000007,558.3399999999999,544.15
155.20000000000007,558.3399999999999,547.15
155.20000000000007,558.3399999999999,554.15
183.2100000000001,635.0899999999999,590.15
183.2100000000001,635.0899999999999,588.15
143.18900000000005,526.88,543.15
205.26000000000008,673.82,636.15
135.19100000000003,557.3,505.65
136.15400000000005,563.01,511.15
130.15,535.7,589.15
86.13799999999995,412.44,421.78
85.14999999999995,386.77,379.34
129.20299999999995,520.04,477.15
129.20299999999992,520.04,500.65
114.19199999999992,477.51,473.15
99.13299999999995,454.59,533.15
162.23600000000013,576.8799999999999,549.15
73.09499999999997,437.1,405.15
73.09499999999997,394.64,486.15
74.12699999999995,412.86,391.15
74.12699999999995,413.3,412.35
55.08000000000001,370.32,370.45
89.14199999999995,485.39,463.15
73.09499999999997,436.98,406.15
125.21499999999992,454.9,441.15
59.11200000000002,340.77,320.36
103.16499999999994,456.35,456.15
135.21000000000004,509.71,502.15
135.21000000000004,482.37,493.15
103.12099999999997,421.87,469.15
57.09600000000002,323.53,340.15
85.10599999999997,357.79,358.54999999999995
89.09399999999997,354.05999999999995,317.15
127.23099999999992,450.74,439.65
143.23000000000013,538.25,509.15
115.17599999999992,440.92,488.15
121.18299999999994,463.02,443.15
121.18299999999994,463.02,462.15
55.08000000000001,330.89,357.15
80.08999999999997,420.22,389.45
68.07899999999998,388.76,460.15
80.08999999999997,420.22,481.15
94.11699999999998,466.91,525.15
94.11699999999996,466.91,546.15
79.10199999999998,389.4,388.35
104.11199999999998,519.3399999999999,497.65
104.11199999999998,519.3399999999999,476.15
104.11199999999997,519.3399999999999,459.15
109.13199999999998,544.42,558.15
122.17099999999996,512.67,486.15
108.14399999999996,489.79,476.15
108.14399999999996,489.79,499.15
108.14399999999996,489.79,503.15
109.12799999999996,509.44,539.15
137.18200000000007,555.2,533.3499999999999
137.18200000000007,555.2,557.15
95.10099999999996,452.91,623.15
95.10099999999996,452.91,553.15
121.13899999999995,494.01,482.15
121.13899999999995,494.01,498.15
121.13899999999995,494.01,497.15
171.2030000000001,639.3299999999999,580.65
95.10499999999998,497.73,468.15
80.08999999999997,420.22,396.95
67.09099999999998,357.94,402.89
71.12299999999998,359.62,359.75
148.20900000000012,549.73,543.15
85.10599999999997,427.44,524.3499999999999
109.12799999999996,462.55,493.15
69.06299999999999,424.19,365.45
130.15,535.7,510.15
144.17700000000005,582.3899999999999,583.15
129.16199999999998,504.88,510.25
145.16100000000006,585.5,633.15
145.16100000000006,585.5,540.15
130.15,535.7,500.15
146.14900000000003,599.21,634.15
99.08899999999996,495.26,569.15
80.08999999999999,495.28,539.15
139.17900000000003,495.74,473.15
233.2740000000001,788.9200000000001,643.15
260.891,685.04,577.15
216.88200000000003,559.04,523.65
128.094,749.1199999999999,496.15
213.40900000000028,592.45,562.15
189.30700000000024,678.21,614.65
172.3160000000002,453.28,465.15
158.2890000000002,430.4,425.15
172.27200000000016,484.27,481.15
192.024,539.66,331.65
171.2430000000001,590.5799999999999,600.65
101.14899999999996,428.76,426.15
133.194,501.41,505.65
163.2200000000001,551.6899999999999,557.15
147.2210000000001,553.25,551.15
125.21499999999992,464.7,447.15
83.13399999999994,385.93,390.15
133.19400000000002,501.41,523.65
133.19400000000002,506.56,496.65
134.18200000000002,527.0799999999999,562.15
149.23700000000014,477.48,469.15
164.25200000000012,484.94,488.65
164.25200000000012,484.94,533.15
144.2620000000001,407.52,441.15
116.20799999999991,361.76,394.15
172.3160000000002,453.28,482.65
102.18099999999993,338.88,356.65
156.2730000000002,537.29,461.65
141.2580000000001,469.43,426.15
155.24100000000016,537.25,478.15
130.23499999999993,384.64,417.15
136.19800000000006,531.66,466.15
116.16399999999992,392.75,450.25
196.031,826.6099999999999,398.75
82.066,481.86,391.15
86.11899999999999,418.86,367.15
86.119,418.86,477.15
85.13099999999999,388.04,391.35
89.16299999999997,384.57,437.65
120.22099999999996,504.96,505.15
103.18999999999996,411.72,448.15
109.15299999999998,487.16,466.15
109.15299999999998,487.16,477.15
174.15900000000002,575.5,524.15
81.07799999999999,451.04,430.15
81.07799999999999,451.04,386.15
69.06699999999998,419.58,477.15
69.06699999999998,419.58,477.15
287.40599999999955,772.56,658.15
329.8169999999999,649.51,573.15
185.35500000000025,486.6,480.15
162.40300000000002,480.82,513.15
144.388,456.5,358.85
196.46400000000003,563.3199999999999,565.15
196.46400000000003,563.3199999999999,543.15
196.46400000000003,563.3199999999999,535.15
226.446,642.6300000000001,561.15
164.37500000000003,483.38,385.15
183.425,547.45,485.65
184.413,578.27,465.15
195.35000000000025,599.1199999999999,575.15
437.841,898.44,679.15
199.38200000000023,569.5699999999999,546.15
149.19000000000014,625.8599999999999,623.15
101.19299999999993,349.32,361.95
113.038,366.34,435.65
99.055,312.47,309.15
161.12600000000003,458.53,460.15
171.12100000000004,510.96,462.15
269.51699999999994,623.8799999999999,534.8499999999999
185.35500000000025,485.28,467.15
227.4360000000003,553.9200000000001,508.15
59.112000000000016,280.67999999999995,275.95
135.21000000000004,519.6700000000001,507.65
135.21000000000004,519.6700000000001,505.65
165.1920000000001,598.98,528.15
127.23099999999992,446.31,421.15
121.18299999999994,472.98,443.15
121.18299999999994,472.98,443.15
186.2580000000001,595.9200000000001,592.15
102.13699999999994,407.6,505.65
213.105,829.04,588.15
169.024,674.04,359.45
227.13200000000003,856.9000000000001,623.15
353.67899999999906,761.1599999999999,652.15
227.4360000000003,555.24,515.65
245.3250000000001,703.9200000000001,635.15
143.27400000000011,417.96,426.15
671.0850000000004,428.13,451.15
521.0639999999999,373.56,402.85
171.32800000000023,523.81,502.15
105.13999999999996,436.82,432.65
105.13999999999996,436.82,435.15
