Metric,Training,Test,Improvement
MAE,26.712738031993286,27.372116813845036,0.07637488487939781
RMSE,36.91813682255062,41.839512995702485,0.6593787818517498
R2,0.7685135066927978,0.6921386218134,4.921376173151863
MAPE,5.676212123164575,6.123549526508719,0.44733740334414396
MPE,-0.6310136140815112,-2.434843575081246,-1.8038299609997348
