Mol. wt.,CRC Tb /K Discrepancy
59.06800000000001,-25.83000000000004
135.16600000000005,51.79000000000008
112.17599999999992,-83.85000000000002
101.10499999999996,47.620000000000005
179.2220000000001,-0.3100000000000591
53.06400000000001,-16.649999999999977
133.19400000000002,13.099999999999966
85.14999999999993,12.029999999999973
97.16099999999994,4.739999999999952
122.17099999999996,5.669999999999959
125.19599999999996,3.2199999999999704
118.13899999999995,-3.8799999999999955
169.2270000000001,-29.879999999999995
89.13799999999996,20.319999999999993
104.15299999999992,9.149999999999977
171.2840000000002,-65.64999999999998
109.12799999999996,23.43999999999994
135.16600000000005,-11.57000000000005
135.16600000000005,26.449999999999932
75.11099999999996,15.139999999999986
75.11099999999996,-18.360000000000014
93.12899999999996,21.160000000000025
182.22600000000008,-103.57000000000005
102.13699999999994,-47.81
121.13899999999995,66.31000000000006
108.14399999999996,16.550000000000068
108.14399999999996,26.550000000000068
121.18299999999994,-4.7000000000000455
184.2420000000001,-8.389999999999986
103.12399999999997,-24.370000000000005
179.2220000000001,4.789999999999964
136.17900000000003,-55.18999999999994
151.19000000000003,66.12
135.12200000000004,107.08999999999997
107.15599999999996,-0.82000000000005
183.2540000000001,-54.760000000000105
135.21,-15.220000000000027
149.23700000000014,-31.660000000000025
169.2270000000001,-31.07000000000005
149.21800000000005,-75.03000000000009
156.18800000000007,-43.00999999999999
156.18800000000007,-33.00999999999999
156.18800000000005,-11.009999999999991
103.16899999999994,-6.7000000000000455
146.23400000000015,-21.730000000000018
133.19099999999997,-12.529999999999973
225.3350000000001,-98.67999999999995
172.02500000000003,15.919999999999959
196.04700000000005,-48.97000000000003
182.02,-61.50999999999999
200.0790000000001,44.25
186.05200000000008,-21.940000000000055
202.007,-60.389999999999986
202.007,-61.389999999999986
157.99800000000005,5.609999999999957
208.05800000000005,-27.870000000000005
164.02700000000002,-15.03000000000003
87.12199999999996,87.43
101.10499999999996,-55.08000000000004
140.23000000000008,-92.61000000000001
78.074,-40.29000000000002
67.09099999999998,-4.210000000000036
115.17599999999992,61.22999999999996
73.13899999999995,-27.349999999999966
117.19199999999992,-7.080000000000041
149.2370000000001,1.5600000000000591
149.2370000000001,-15.210000000000036
149.23700000000014,-13.870000000000005
101.19299999999993,16.03000000000003
99.13299999999995,17.47999999999996
