Metric,Training,Test,Improvement
MAE,2.616322939050614,2.7221121513099034,0.13599245118662995
RMSE,3.9864893083207082,4.394943077790954,0.10578921225928939
R2,0.8544350877932518,0.7184426366066219,0.4084537694702455
MAPE,6.3696539238934715,6.13212307234278,-0.23753085155069176
MPE,-0.342697237411624,-1.0073863974959658,-0.6646891600843419
