Metric,Training,Test,Improvement
MAE,18.086641948175885,30.091760805892672,0.11055178542114397
RMSE,26.26662733291011,35.48337927334493,12.005118857716788
R2,0.9277314120170705,0.8171796265959266,9.216751940434818
MAPE,3.007182285312294,5.000857242723216,1.9936749574109216
MPE,-0.3050689905864828,0.3652801575474438,0.6703491481339265
