Mol. wt.,CRC Vc /(cm3 mol-1)
128.2589999999999,517.0
128.2589999999999,532.0
128.2589999999999,517.0
102.20199999999994,284.0
84.14299999999997,230.0
150.22100000000012,528.0
92.14099999999996,314.0
422.826,2055.0
252.731,261.0
181.833,331.0
137.368,248.0
119.378,237.0
235.419,443.0
187.375,325.0
324.6369999999991,1527.0
184.36700000000025,824.0
200.36600000000024,828.0
198.35000000000025,820.0
198.35000000000025,830.0
182.35100000000023,770.0
260.46500000000015,1079.0
101.19299999999993,392.0
162.27600000000015,624.0
150.17400000000012,454.0
95.023,202.0
132.08400000000003,297.0
132.08400000000003,300.0
84.03999999999999,195.0
100.039,211.0
114.066,277.0
195.909,231.0
70.013,133.0
136.01900000000003,226.0
186.026,341.0
96.051,229.0
59.112000000000016,254.0
120.19499999999992,423.0
120.19499999999992,436.0
120.19499999999992,435.0
100.20499999999991,401.0
126.2429999999999,494.0
142.2860000000001,583.0
128.2589999999999,547.0
114.2319999999999,442.0
114.2319999999999,475.0
114.2319999999999,454.0
114.2319999999999,462.0
671.0850000000004,1196.0
156.31300000000022,683.0
186.2950000000002,741.0
172.3120000000002,707.0
170.2960000000002,692.0
170.2960000000002,692.0
232.41100000000023,946.0
86.08999999999997,269.0
106.16799999999994,372.0
106.16799999999994,377.0
106.16799999999994,372.0
122.16699999999992,397.0
122.16699999999992,389.0
122.16699999999992,397.0
122.16699999999992,396.0
122.16699999999992,388.0
122.16699999999992,396.0
