Metric,Training,Test,Improvement
MAE,2.9305178462408352,2.9757741864183638,0.1335821790613585
RMSE,4.249996617204836,4.529235158344359,0.04525634017752855
R2,0.8345553742648528,0.7009731952034943,0.27923854113952284
MAPE,7.075980788719479,6.846836679474942,-0.22914410924453765
MPE,-0.917535517167063,-2.7529038290274728,-1.8353683118604098
