Metric,Training,Test,Improvement
MAE,0.38259612883336497,0.3758924000217419,-0.00013189871072816217
RMSE,0.5344101338984494,0.5063665937332308,-0.0067037288116230664
R2,0.8798698812388,0.8800017799495281,-0.028043540165218594
MAPE,46.76780324823637,48.89722048337744,2.1294172351410694
MPE,6.24991469510152,1.329448727296979,-4.920465967804541
