Mol. wt.,logP (CRC) Discrepancy
53.06400000000001,-0.4959799999999999
93.12899999999996,-0.3687999999999997
69.10699999999997,-0.8100799999999999
73.13899999999995,-0.14360000000000006
101.19299999999993,0.20400000000000018
52.036,0.06644
67.09099999999998,-0.61998
105.13699999999994,0.0394000000000001
101.19299999999993,0.007200000000000095
60.100000000000016,0.07830000000000004
107.15599999999996,-0.09843999999999986
107.15599999999996,-0.09843999999999986
107.15599999999996,-0.09843999999999986
101.19299999999993,0.30400000000000005
61.08400000000002,-0.23740000000000006
87.16599999999993,-0.10429999999999995
73.13899999999995,0.09889999999999988
73.13899999999997,-0.01419999999999988
129.16199999999998,-0.1347999999999998
31.058,-0.2749
107.15599999999996,-0.17721999999999993
83.13399999999996,-0.4560799999999998
46.073000000000015,0.020499999999999963
93.12899999999996,-0.29001999999999994
93.12899999999996,-0.19002000000000008
87.12199999999996,-0.5062
61.04000000000001,0.2071
89.09399999999997,0.12850000000000006
81.11799999999997,-0.47618000000000005
74.12699999999995,-0.6939000000000006
59.11200000000002,0.14489999999999992
80.08999999999997,-0.8765999999999999
71.12299999999998,0.1302000000000001
80.08999999999999,-1.8137599999999998
185.35500000000025,0.31129999999999747
59.112000000000016,0.12220000000000009
121.18299999999994,-0.10686000000000018
169.2270000000001,-0.1358000000000006
104.15299999999992,-0.22700000000000076
119.16399999999992,-0.0027999999999999137
172.31600000000023,-0.12460000000000004
121.18299999999992,0.5473999999999999
200.37000000000023,0.19519999999999982
115.21999999999991,0.4861
97.16099999999994,-0.39027999999999996
135.21000000000004,0.8389799999999998
143.18900000000005,0.056780000000000275
125.21499999999992,-0.07048000000000121
69.06299999999999,-0.5745999999999999
85.14999999999995,0.040100000000000025
95.023,0.02772000000000019
135.16600000000005,-0.44499999999999984
101.10499999999996,-1.069
179.2220000000001,0.011999999999998234
133.19400000000002,0.21549999999999958
85.14999999999993,0.16600000000000004
122.17099999999996,-0.02750000000000008
125.19599999999996,-0.1575000000000002
118.13899999999995,-0.04047999999999985
89.13799999999995,-0.1160000000000001
171.2840000000002,-0.12240000000000006
109.12799999999996,-0.3743999999999996
135.16600000000005,-0.028000000000000025
135.16600000000005,-0.6713999999999998
75.11099999999996,-0.32589999999999986
75.11099999999996,-0.32589999999999997
57.09600000000001,-0.07970000000000001
117.15099999999995,-0.15267999999999993
108.14399999999996,-1.151
136.19800000000006,-0.9040000000000001
131.178,-0.4427800000000002
118.13899999999995,-0.26289999999999947
179.2220000000001,0.11199999999999832
136.17900000000003,0.3087000000000002
151.19000000000003,0.21040000000000036
135.12200000000004,0.07890000000000019
107.15599999999996,-0.045299999999999896
183.2540000000001,0.3403999999999998
135.21,0.0039000000000000146
149.23700000000014,0.11539999999999973
169.2270000000001,0.12759999999999883
149.21800000000005,-0.4008800000000008
156.18800000000007,-0.4436000000000002
156.18800000000007,-0.5436000000000001
156.18800000000005,-0.7436000000000003
146.23800000000017,-0.583000000000002
161.24500000000018,0.026900000000000007
225.3350000000001,-0.4984000000000024
172.02500000000003,0.06869999999999976
196.04700000000005,-0.1461800000000011
182.02,-0.52078
200.0790000000001,0.6848999999999998
186.05200000000008,-0.3397199999999998
202.007,0.1426999999999996
202.007,0.1426999999999996
157.99800000000005,-0.44410000000000016
208.05800000000005,0.20269999999999921
164.02700000000002,-0.10559999999999992
78.074,-0.7897599999999998
67.09099999999998,-0.2860799999999999
115.17599999999992,0.07740000000000002
117.19199999999992,0.03320000000000023
149.2370000000001,0.017699999999999605
149.23700000000014,-0.09860000000000113
141.17000000000007,0.056620000000000115
87.16599999999994,0.29410000000000003
191.2740000000001,-0.3396000000000008
115.20099999999996,-0.0007799999999997809
113.15999999999994,-0.7766000000000001
80.046,0.39734
75.49799999999999,-0.24878
127.57399999999996,-0.022199999999999998
151.59600000000006,0.09391999999999978
137.56900000000002,-0.2116800000000003
169.63600000000002,0.2502999999999993
188.61700000000005,-0.4705600000000012
155.62800000000007,0.2939999999999996
155.62800000000007,0.6939999999999995
202.55300000000005,-0.35640000000000005
175.54600000000002,0.21269999999999945
141.60100000000006,0.41829999999999945
141.60100000000006,-0.03061999999999987
141.60100000000006,0.6693799999999999
141.60100000000006,-0.8306200000000001
171.58300000000006,0.7433799999999988
171.58300000000006,0.8433799999999989
157.55600000000004,-0.048200000000000465
157.55600000000004,0.15179999999999927
123.53899999999996,0.3620000000000001
225.55300000000005,-0.4670000000000005
169.61100000000005,-0.1983999999999999
89.52499999999999,-0.9388799999999999
113.54699999999998,-0.5350000000000001
113.54699999999995,-0.43500000000000005
163.60700000000003,-1.2882000000000011
163.60700000000006,-0.4882000000000004
185.479,1.0333999999999999
143.23000000000013,0.10060000000000002
51.048,0.35682
61.471,0.29372
135.048,1.0111
109.17199999999994,0.009720000000000173
159.2320000000001,-0.30530000000000124
155.28500000000017,0.1390999999999991
127.2309999999999,0.07139999999999991
127.23099999999992,-0.7580000000000002
57.09600000000002,-0.007499999999999993
157.3010000000002,1.1141999999999994
200.2410000000001,-1.2432999999999992
198.845,0.07411999999999996
129.24699999999993,0.22699999999999987
