Metric,Training,Test,Improvement
MAE,0.39770100024747024,0.37938463376836246,-0.01615792248257575
RMSE,0.5681428995795557,0.5055603917286666,-0.018316366479107782
R2,0.864225659083134,0.8803835815657097,-0.06258250785088904
MAPE,47.47381214091386,49.32512214906402,1.8513100081501648
MPE,5.521142052411092,1.46185864848472,-4.059283403926372
