Metric,Training,Test,Improvement
MAE,26.51917464964347,27.29728393805035,0.06673902860171643
RMSE,36.58603254127705,40.89228557258837,0.7781092884068777
R2,0.7726595377831496,0.7059205091814331,4.306253031311321
MAPE,5.634616301340403,6.095940779757461,0.46132447841705826
MPE,-0.6225245143804923,-2.2477124004484814,-1.6251878860679891
