Metric,Training,Test,Improvement
MAE,0.3829330032758919,0.3748954435750498,-0.0020428454600480705
RMSE,0.534592466790457,0.5024928694571806,-0.008037559700842134
R2,0.8797878939889819,0.88183073944903,-0.032099597333276386
MAPE,46.806541729504424,48.9099703253938,2.103428595889376
MPE,6.226315271113431,1.2465452991535182,-4.979769971959913
