Metric,Training,Test,Improvement
MAE,10.679498297880432,16.74730699028202,0.017077769246558794
RMSE,13.036276753018335,23.216322339743172,6.067808692401588
R2,0.9823030918391839,0.9652253225926251,10.180045586724837
MAPE,3.5480005579998997,6.026270066926862,2.478269508926962
MPE,-0.06700861811246413,-2.43010970472152,-2.363101086609056
