Metric,Training,Test,Improvement
MAE,68.8537107513017,66.69607524915523,-0.17425097353857022
RMSE,117.27818320437095,113.13168616832718,-2.1576355021464764
R2,-0.8220419397993628,-0.6477909662607926,-4.146497036043769
MAPE,17.864706634270814,16.90481826101215,-0.9598883732586643
MPE,-4.247736159999657,-3.9149487567507433,0.33278740324891354
