Mol. wt.,CRC Tm /K Discrepancy
353.3299999999998,-282.18999999999994
135.16600000000005,78.57
177.2030000000001,-22.25
75.06699999999998,87.43999999999994
41.053,51.860000000000014
131.131,3.849999999999966
179.17500000000007,36.329999999999984
223.2750000000001,-14.870000000000005
173.21200000000013,-65.46000000000004
103.12099999999997,38.39999999999998
117.10399999999996,81.12
191.2520000000001,-72.59000000000003
309.2709999999997,-336.9999999999999
235.28300000000013,-26.460000000000036
246.2660000000001,-201.2399999999999
251.28200000000007,-150.68
361.659,-273.5599999999999
179.2220000000001,-28.939999999999998
195.2210000000001,60.049999999999955
53.06400000000001,2.839999999999975
221.3440000000002,-23.74000000000001
158.11700000000008,-165.93999999999994
131.131,29.989999999999952
100.12099999999997,39.21999999999997
285.4749999999994,-189.63
104.10899999999998,-52.54000000000002
223.23100000000005,-5.690000000000055
151.16500000000008,5.42999999999995
122.17099999999996,-39.960000000000036
125.19599999999996,-16.890000000000043
118.13899999999995,-31.690000000000055
118.13899999999995,3.509999999999991
266.2529999999998,-309.8399999999999
169.2270000000001,-51.34000000000003
169.2270000000001,-49.47000000000003
103.12099999999997,103.75
208.2610000000001,-24.5
237.0970000000001,-75.5
195.1740000000001,-52.0
171.58300000000006,-9.740000000000009
231.68200000000007,-103.61000000000013
181.18800000000013,-84.59000000000003
206.028,-61.180000000000064
178.01800000000003,-95.01000000000005
177.16300000000004,-76.14999999999998
61.08400000000002,128.76999999999998
102.13699999999996,3.4599999999999795
137.18200000000007,36.32999999999987
131.17499999999998,76.90999999999997
239.23000000000005,-205.40999999999997
153.13700000000006,-36.51999999999998
119.11999999999996,64.63
126.11899999999996,-126.40999999999997
237.25800000000007,-128.48000000000002
157.21300000000014,95.22999999999996
123.15499999999994,47.079999999999984
105.13699999999996,41.91999999999996
103.12099999999997,94.44999999999999
171.2840000000002,-74.59000000000003
173.17100000000005,-12.890000000000043
159.18800000000007,10.069999999999993
182.13500000000005,-56.42999999999995
154.12500000000003,-115.75999999999999
154.12500000000006,-130.76
115.08799999999998,22.099999999999966
103.16499999999994,21.45999999999998
109.12799999999996,16.870000000000005
150.18100000000007,-43.56
199.2570000000001,-90.91000000000008
135.16600000000005,19.59999999999991
177.24700000000013,-38.210000000000036
75.11099999999995,17.600000000000023
165.23600000000013,9.68999999999994
131.22299999999996,-108.51000000000005
138.12600000000003,73.42999999999995
201.3100000000002,4.560000000000002
309.40899999999954,-187.65000000000003
209.2450000000001,-96.93000000000006
221.25600000000009,-159.35000000000002
93.12899999999996,0.08999999999997499
137.13800000000006,1.400000000000034
265.35999999999984,-176.5000000000001
203.24400000000009,9.989999999999952
132.11900000000003,11.259999999999991
133.10300000000004,26.350000000000023
266.3409999999999,-105.23000000000002
197.3220000000002,40.41999999999996
57.09600000000001,-44.109999999999985
335.2819999999997,-285.3799999999999
184.1950000000001,-163.7700000000001
327.4239999999995,-181.89000000000004
223.2280000000001,-52.410000000000025
121.13899999999995,72.88999999999999
150.18100000000007,-3.5400000000000205
108.14399999999996,13.310000000000002
108.14399999999996,50.610000000000014
164.16400000000007,110.21000000000004
131.178,-10.450000000000045
184.2420000000001,-69.25
118.13899999999995,38.25
197.19300000000004,0.33999999999991815
136.15400000000005,7.229999999999961
212.25200000000007,-3.2100000000000364
179.22200000000004,-88.06
150.20600000000005,-76.15000000000009
135.19100000000003,-109.87
165.22100000000006,-58.01000000000005
119.12699999999997,-94.22000000000003
135.12200000000004,28.97999999999996
