Metric,Training,Test,Improvement
MAE,0.17328933924654055,2.293555854044004,0.24324703644482693
RMSE,0.2764055920597035,3.431378477985423,2.1202665147974633
R2,0.998058295465039,0.7548112590202121,3.1549728859257193
MAPE,0.4798457310853124,5.735061030082219,5.255215298996907
MPE,-0.032475934434030504,1.142366552819214,1.1748424872532444
