Mol. Wt.,CRC Hvap /(kJ mol-1) Discrepancy
53.06400000000001,0.5200000000000031
93.12899999999996,0.5730000000000004
69.10699999999997,-1.2959999999999994
73.13899999999995,-4.831000000000003
101.19299999999993,-1.416000000000004
52.036,-17.672000000000004
67.09099999999998,0.6609999999999943
73.13899999999995,-1.8740000000000023
45.085000000000015,-0.08200000000000074
83.13399999999996,-3.5060000000000073
107.15599999999996,-1.793999999999997
107.15599999999992,-2.863999999999997
107.15599999999996,-0.8639999999999972
60.100000000000016,-3.348000000000006
129.24699999999993,-3.655000000000001
87.16599999999993,-2.831999999999997
101.19299999999993,-3.051000000000002
73.13899999999995,-4.141000000000005
59.11200000000002,-4.695000000000007
73.13899999999997,-1.8359999999999985
101.19299999999993,-2.857999999999997
129.16199999999998,3.245999999999995
67.09099999999998,-2.586000000000002
31.058,-2.860999999999997
107.15599999999996,-0.15500000000000114
107.15599999999996,0.14499999999999602
107.15599999999996,-0.4550000000000054
83.13399999999996,-1.7139999999999986
99.08899999999998,5.817
46.073000000000015,1.2229999999999919
69.10699999999997,-2.1980000000000004
93.12899999999996,-1.2660000000000053
93.12899999999996,-0.08600000000000563
93.12899999999996,0.07399999999999096
99.15799999999996,-0.7520000000000095
87.12199999999996,0.5959999999999965
75.06699999999998,1.3629999999999995
61.04000000000001,-0.4209999999999994
89.09399999999997,-0.36299999999999955
89.09399999999997,-1.6750000000000043
83.13399999999996,-1.1119999999999948
81.11799999999997,-0.06999999999999318
87.16599999999994,-3.355000000000004
74.12699999999995,-2.7040000000000006
55.08000000000001,-0.9400000000000013
59.11200000000002,-3.362999999999996
79.10199999999998,0.5420000000000016
80.08999999999997,4.558000000000007
67.09099999999998,6.343999999999994
71.12299999999998,1.1879999999999988
129.16199999999998,3.945999999999998
80.08999999999999,3.0459999999999923
196.031,-42.14799999999999
185.35500000000025,2.551000000000002
101.19299999999993,0.017000000000003013
59.112000000000016,-1.375
121.18299999999994,-3.2620000000000005
121.18299999999994,-3.342000000000006
671.0850000000004,39.662
