Mol. wt.,CRC Tm /K
118.17899999999992,242.15
84.11799999999995,204.95
434.2939999999997,333.15
416.3039999999996,343.15
166.1880000000001,493.15
479.6169999999996,492.15
507.6269999999996,543.15
160.1730000000001,425.85
527.5260000000006,481.15
498.662,579.15
334.1119999999999,340.45
156.26900000000018,269.25
172.31600000000023,332.85
202.2500000000001,404.15
239.1420000000001,271.85
153.26900000000015,258.75
158.2850000000002,280.15
158.2850000000002,262.15
158.2850000000002,281.85
156.26900000000018,275.15
190.71400000000017,238.65
140.27000000000007,161.14999999999998
170.25200000000015,299.65
157.3010000000002,288.15
210.40500000000023,251.04
312.5379999999992,283.15
268.44399999999985,288.15
138.25400000000005,199.15
505.2059999999997,373.55
392.57999999999936,450.15
164.1570000000001,419.65
134.13100000000003,363.15
187.6340000000001,409.15
213.3100000000001,358.15
392.46699999999953,535.15
116.15999999999993,226.15
162.18800000000007,386.15
118.08799999999997,303.15
137.22600000000006,367.15
114.21299999999994,188.15
188.31400000000016,517.88
238.24600000000007,541.15
152.15300000000008,501.15
108.10399999999998,451.65
200.2410000000001,465.35
216.30900000000008,381.65
90.12599999999996,315.95
328.4079999999996,559.15
279.3419999999997,499.75
278.3539999999997,542.15
278.3539999999997,471.35
267.33099999999973,494.45
168.19500000000005,355.30999999999995
302.3759999999997,591.15
302.3759999999997,556.75
274.36599999999976,407.65
246.4000000000001,341.75
240.3500000000001,299.15
274.3629999999996,390.65
217.844,322.15
250.921,352.65
235.906,279.15
235.906,360.45
312.0039999999998,437.15
449.9239999999999,499.55
215.91600000000005,252.05
310.02899999999977,334.15
276.277,323.15
256.752,247.15
256.752,247.15
209.815,131.61
187.862,210.15
187.862,282.95
185.846,266.65
257.99700000000007,314.85
295.9139999999999,501.15
276.9149999999999,463.65
249.93300000000005,263.15
249.93300000000005,274.15
265.93199999999985,331.15
295.91799999999995,480.15
272.0239999999997,288.65
229.9430000000001,238.75
251.905,313.15
201.88900000000004,238.15
215.872,299.15
302.9529999999999,469.15
259.822,163.01
241.935,255.65
327.912,423.15
343.4709999999995,337.15
222.32800000000017,318.65
160.25700000000018,214.15
205.3450000000002,240.95
220.31200000000013,425.65
220.31200000000013,342.15
178.36600000000016,270.65
234.3830000000002,317.15
228.28800000000007,255.15
142.2420000000001,247.95
216.27700000000016,178.14999999999998
220.3560000000002,335.25
220.3560000000002,343.25
146.23000000000016,233.15
206.3290000000001,231.15
206.3290000000001,361.15
314.4659999999994,263.95
230.30400000000017,243.95
146.29900000000015,198.18
262.302,295.15
126.96999999999998,318.15
94.928,207.15
162.01900000000003,336.15
162.01900000000003,345.15
247.12400000000005,486.65
277.1059999999999,475.65
147.00400000000002,256.15
147.00400000000002,248.35
177.03400000000005,443.15
179.00200000000004,356.65
179.00200000000004,445.65
177.03000000000003,332.65
253.1320000000001,405.65
191.01300000000003,427.15
191.013,477.65
251.11200000000005,419.95
209.459,289.65
223.1020000000001,302.15
320.0459999999998,382.15
127.01399999999995,234.45
127.01399999999995,193.15
159.01200000000006,399.65
124.99799999999998,276.15
195.47600000000008,310.65
153.05200000000008,236.55
153.05200000000008,268.15
227.006,487.65
134.94000000000003,171.95
132.924,153.54999999999998
120.913,116.09999999999997
164.96600000000004,238.15
183.12200000000016,336.15
98.95999999999998,176.21999999999997
96.944,150.64999999999998
96.944,223.3
116.95,169.67999999999998
114.934,164.34999999999997
179.02100000000004,246.35
220.927,148.24999999999997
207.01200000000003,493.65
177.03000000000006,304.15
221.03900000000004,388.05
177.03000000000006,331.15
177.03000000000006,328.15
163.00700000000006,319.65
197.06400000000005,335.45
197.06400000000005,380.15
197.06400000000005,362.15
197.06400000000005,393.15
227.046,469.55
213.06300000000005,380.65
192.001,333.85
192.001,338.15
192.001,306.15
269.1269999999998,450.65
163.003,329.95
163.00300000000004,330.95
163.003,340.95
221.039,413.15
189.04100000000005,293.65
189.04100000000005,285.15
189.04100000000005,349.15
112.98699999999998,173.64999999999998
110.971,283.15
147.99200000000005,360.15
148.98000000000002,332.15
214.05100000000004,452.65
173.04200000000006,281.15
170.92000000000002,180.63
161.03100000000006,279.15
161.03100000000006,259.65
161.03100000000006,298.95
152.93000000000004,195.15
152.93000000000004,165.99999999999997
336.2989999999998,563.15
128.134,435.15
181.3230000000002,273.04999999999995
310.43399999999946,308.15
194.31800000000013,330.15
224.34800000000016,506.95
298.55499999999915,289.15
162.18500000000012,374.15
398.6279999999993,322.15
380.9129999999998,451.95
266.3399999999998,500.65
105.13699999999994,301.04999999999995
166.2200000000001,317.15
133.191,195.15
118.17599999999992,199.15
217.2210000000001,369.45
234.34300000000016,341.15
165.2360000000001,351.15
149.2370000000001,251.85
134.222,189.25
134.222,229.85
170.16400000000007,273.95
268.3599999999998,344.15
171.1960000000001,370.65
239.27100000000013,410.95
122.25799999999995,171.64999999999998
190.1950000000001,291.15
218.33700000000024,212.95
162.22900000000016,205.15
288.4279999999994,290.65
190.2830000000002,245.15
148.20200000000014,219.85
172.1800000000001,273.95
202.2500000000001,253.15
223.2720000000001,368.15
174.15200000000007,243.15
87.16599999999993,77.14999999999998
163.26400000000012,213.15
186.2070000000001,331.65
244.3310000000002,254.65
146.14200000000008,232.55
155.24100000000013,348.65
239.3620000000001,331.65
169.22400000000013,377.15
132.20299999999995,334.45
167.2080000000001,363.85
268.35599999999977,445.15
282.3829999999995,390.65
90.19099999999996,169.24999999999997
222.2400000000001,316.35
116.16399999999992,383.45
96.032,272.15
114.09399999999998,226.05
114.09399999999998,204.04
190.19200000000004,363.15
66.05,179.59999999999997
52.02300000000001,136.33999999999995
159.09100000000004,282.95
190.154,439.45
1229.3230000000035,510.65
374.52099999999945,526.15
134.08700000000005,421.15
213.40900000000028,304.65
185.35500000000025,260.15
314.4659999999994,264.15
180.25000000000009,382.15
120.15099999999994,251.65
134.17800000000005,277.5
148.16100000000006,312.25
164.22900000000004,302.15
207.22900000000007,448.15
252.225,564.15
134.17800000000005,331.15
132.162,331.15
133.15000000000003,401.15
176.2150000000001,351.25
84.12199999999996,380.15
160.2160000000001,288.15
130.18999999999997,264.38
146.18900000000008,291.15
180.25000000000009,306.51
112.08799999999998,580.15
147.17700000000008,436.65
398.6749999999993,404.15
102.16199999999998,358.45
240.21400000000003,562.65
240.21400000000003,472.85
240.21400000000003,466.15
153.13700000000006,441.15
154.12100000000004,478.15
154.12100000000004,477.15
154.12100000000004,475.15
214.22000000000008,332.65
178.14300000000003,549.15
392.57999999999936,471.65
416.6459999999993,388.15
114.09999999999997,485.15
270.2399999999998,496.65
208.16900000000004,504.15
258.229,539.65
192.17000000000004,556.15
192.17000000000004,548.15
291.26199999999983,542.15
254.24100000000004,558.15
152.14900000000006,419.15
360.44999999999953,495.15
90.07799999999996,418.15
218.2930000000001,313.15
182.08400000000003,387.65
334.32699999999977,399.15
329.9059999999999,296.65
329.9059999999999,307.35
281.8619999999999,356.15
337.96999999999974,282.54999999999995
267.8349999999999,279.15
295.8889999999999,253.15
396.9529999999999,483.15
146.29900000000015,167.64999999999998
157.30100000000022,229.15
133.191,317.65
177.29100000000017,228.15
162.27600000000015,210.15
194.2740000000001,303.25
150.31200000000013,204.15
230.30400000000017,272.54999999999995
212.33600000000013,343.15
234.24800000000013,307.15
323.39199999999965,382.65
154.25600000000009,315.65
209.2930000000001,375.15
180.2030000000001,294.15
153.1810000000001,360.65
138.16600000000008,237.85
196.20200000000008,371.15
182.17500000000007,380.35
182.17500000000007,458.65
206.1970000000001,422.15
168.14800000000005,529.15
105.13699999999994,195.15
286.49999999999943,283.15
196.20200000000008,355.15
194.1860000000001,375.65
152.1930000000001,294.15
183.16300000000007,371.15
154.16500000000008,310.15
180.2030000000001,324.15
222.2400000000001,302.65
90.12199999999994,159.95
163.2200000000001,378.65
165.19200000000006,425.65
267.3759999999998,409.15
309.4529999999995,372.65
165.2360000000001,390.65
137.18200000000004,359.15
175.23100000000008,412.65
121.18299999999994,276.15
121.18299999999994,279.15
121.18299999999994,322.15
121.18299999999994,283.15
236.27000000000007,413.65
256.34800000000007,396.15
136.19800000000006,401.15
138.16600000000008,436.15
136.19400000000005,310.15
146.19300000000007,478.65
150.17700000000008,405.15
150.17700000000008,436.15
210.2760000000001,369.65
138.21000000000006,272.15
182.2660000000001,394.05
82.14599999999994,197.15
115.17599999999992,233.15
86.17799999999993,145.04999999999998
118.17599999999992,316.45
102.17699999999992,213.15
102.17699999999992,262.65
84.16199999999994,157.95
268.4039999999998,319.15
82.14599999999994,194.95
136.15000000000006,328.15
136.15000000000006,345.65
112.21599999999992,185.03
112.21599999999992,185.75
140.1820000000001,325.65
128.21499999999992,284.15
126.19899999999993,312.15
98.18899999999992,203.72
98.18899999999992,155.14999999999998
98.18899999999992,139.24999999999997
70.13499999999998,164.14999999999998
70.13499999999998,132.23
238.37400000000017,392.15
94.20399999999998,188.48
46.06900000000002,131.65999999999997
150.22100000000012,254.85
144.12600000000006,374.85
103.12099999999994,458.65
128.2589999999999,160.09999999999997
128.2589999999999,170.04999999999998
142.2420000000001,227.15
110.19999999999992,286.95
114.2319999999999,182.01
174.1960000000001,283.45
112.21599999999992,158.14999999999998
112.21599999999992,135.78999999999996
60.10000000000002,264.29
96.13299999999995,365.15
188.2740000000001,319.15
194.1860000000001,341.15
142.2860000000001,191.45
144.12600000000006,254.15
158.15300000000008,311.15
168.23600000000013,293.15
156.2280000000001,270.15
156.2280000000001,280.75
156.2280000000001,256.95
156.2280000000001,377.45
156.2280000000001,383.25
171.24300000000008,314.65
166.18000000000006,333.15
151.16500000000008,301.15
151.16500000000008,288.35
151.16500000000008,248.15
268.31599999999975,531.45
202.2500000000001,279.15
158.2850000000002,205.65
118.08799999999997,324.15
129.11499999999998,349.65
72.10699999999997,189.75
72.10699999999997,188.15
130.14299999999997,363.65
96.17299999999992,157.14999999999998
100.20499999999991,149.44
100.20499999999991,153.98999999999998
100.20499999999991,138.74999999999997
160.1690000000001,376.65
116.20399999999992,253.15
116.20399999999992,282.45
116.20399999999992,243.15
116.20399999999992,203.15
114.18799999999992,209.15
114.18799999999992,228.15
114.18799999999992,204.75
98.18899999999992,136.14999999999998
98.18899999999992,149.04999999999998
98.18899999999992,138.74999999999997
98.18899999999992,136.54999999999998
98.18899999999992,154.84999999999997
98.18899999999992,145.54999999999998
98.18899999999992,148.95
98.18899999999992,159.74999999999997
98.18899999999992,137.64999999999998
98.18899999999992,157.95
96.17299999999992,197.45
96.17299999999992,191.15
62.06800000000001,173.14999999999998
208.26400000000007,436.15
250.33800000000016,335.15
163.2200000000001,402.45
