Mol. wt.,JR Tb /K,CRC Tb /K
182.02000000000004,559.66,525.15
182.02000000000004,559.66,509.15
219.46500000000003,548.8800000000001,518.15
233.1080000000001,598.6600000000001,582.15
135.00400000000005,361.44,359.15
135.00400000000005,353.84,354.15
135.00400000000005,361.44,371.15
135.00400000000005,361.32,359.15
233.49200000000005,571.76,670.65
191.455,472.13,469.15
171.4650000000001,394.71,434.15
143.41100000000003,348.51,374.15
147.374,324.9,312.15
205.48200000000003,495.01,509.15
157.43800000000005,371.83,416.15
157.43800000000005,368.6,368.15
197.381,343.09,323.15
149.0310000000001,395.44,410.65
225.90000000000003,514.54,505.15
181.819,359.54,325.95
197.0720000000001,447.44,443.15
217.06200000000007,530.28,535.15
169.01800000000006,401.68,422.15
185.06400000000008,485.44,477.15
185.06400000000005,485.44,477.15
185.06400000000008,485.44,488.15
249.23600000000025,540.3199999999999,548.15
124.96499999999996,403.7,415.15
201.06300000000007,502.88,496.15
153.0190000000001,379.7,400.15
185.06400000000005,475.04,474.15
185.06400000000005,480.46,475.15
185.06400000000005,480.46,477.15
175.00000000000003,433.97,427.15
175.00000000000003,433.97,423.15
112.929,287.91,296.15
146.97100000000003,407.48,379.15
179.10100000000014,425.92,452.15
305.3439999999993,631.8399999999999,609.15
165.0740000000001,402.6,412.15
282.9059999999999,527.8399999999999,530.15
282.9059999999999,527.8399999999999,525.15
199.0910000000001,502.9,492.15
94.93899999999998,288.64,276.54999999999995
124.96499999999996,333.94,360.15
186.05200000000008,535.09,513.15
151.0470000000001,379.72,394.15
149.0310000000001,384.2,394.15
185.06400000000005,480.46,490.15
185.06400000000005,480.46,493.15
165.0740000000001,402.6,418.15
165.0740000000001,399.81,403.15
137.02000000000007,356.84,364.45
229.8990000000001,474.08,436.15
135.00400000000005,353.84,365.15
207.07,545.2,553.15
223.069,625.8199999999999,403.15
202.007,586.54,538.15
139.93600000000004,440.48,422.15
333.3979999999993,677.5999999999999,630.15
193.12800000000013,448.36,461.65
246.96,450.97,406.15
151.0470000000001,380.16,399.15
151.0470000000001,379.72,391.15
257.13,660.6800000000001,633.15
173.009,510.34,509.65
199.04700000000005,534.33,530.15
213.07400000000007,551.79,520.65
122.99299999999997,333.96,332.49
138.99200000000008,426.14,419.65
171.42100000000005,425.26,405.15
120.97699999999998,338.56,334.15
120.97699999999998,331.08,343.25
118.96099999999998,324.52,346.15
157.99800000000005,460.54,445.15
208.058,576.02,554.15
164.02700000000002,459.18,444.15
163.03900000000002,428.36,422.15
171.03700000000006,457.58,457.15
198.274,397.7,376.15
162.93600000000004,306.1,299.15
148.909,283.22,215.32
225.007,452.16,424.65
199.0910000000001,513.3,498.15
183.04800000000003,477.14,488.15
54.09200000000001,291.07,284.15
50.06,271.36,283.15
87.12199999999996,459.98,425.15
58.12400000000002,291.12,272.66
90.12199999999994,475.04,469.57
90.12199999999996,475.48,502.65
174.1960000000001,499.08,506.15
226.27200000000013,583.28,563.15
101.10499999999996,513.73,458.65
122.25799999999995,416.84,468.65
122.11999999999992,658.96,603.65
88.10599999999995,436.63,436.85
74.12299999999995,382.86,372.55
140.23000000000008,535.76,443.15
106.55199999999996,382.42,374.15
70.09099999999997,343.94,375.35
56.10800000000002,295.28,276.87
78.074,499.44,459.15
152.96400000000003,477.88,432.15
67.09099999999998,397.36,393.15
86.08999999999996,440.79,442.15
86.08999999999996,433.31,442.15
72.10699999999996,387.46,394.35
72.10699999999996,379.54,370.15
104.53599999999996,386.58,394.15
132.206,459.24,455.15
52.07600000000001,277.92,279.15
118.17599999999992,451.48,444.15
176.25600000000017,542.0999999999999,507.15
164.24800000000013,505.36,502.65
115.17599999999992,440.92,502.15
116.15999999999993,394.66,381.15
116.15999999999993,479.16,457.15
128.17099999999994,411.43,393.15
73.13899999999995,363.21,335.86
117.19199999999992,479.23,472.15
149.2370000000001,532.5899999999999,534.15
149.2370000000001,529.36,514.15
149.23700000000014,502.02,488.15
134.222,454.64,446.45
166.2200000000001,613.0899999999999,559.15
178.2310000000001,536.18,522.15
210.3200000000001,624.02,565.15
150.6050000000001,432.53,454.15
136.57800000000006,409.65,415.15
141.17000000000007,520.06,504.15
140.27000000000007,444.72,444.75
185.0500000000001,469.52,466.65
162.27600000000015,507.57,480.15
178.27500000000015,588.19,535.15
101.19299999999993,387.05,377.95
102.17699999999992,359.29999999999995,362.15
102.17699999999992,356.07,345.85
160.25700000000018,586.65,542.15
118.24499999999992,402.43,393.55
172.26800000000017,486.62,477.15
194.2300000000001,616.8,544.15
130.23099999999994,404.62,408.15
99.13299999999995,380.67,398.15
142.19800000000012,437.42,436.85
164.24800000000013,502.13,496.15
148.24900000000014,479.71,473.15
148.24900000000014,479.71,466.15
88.14999999999993,336.42,343.25
164.24800000000013,560.3299999999999,506.15
104.21799999999992,382.78,396.55
184.28200000000007,570.56,561.15
103.12099999999997,376.94,351.15
103.12099999999997,373.71,337.15
200.3220000000002,532.3799999999999,513.15
158.24100000000016,463.74,459.15
150.22100000000012,535.26,502.15
150.22100000000012,535.7,522.15
150.22100000000012,535.7,524.15
150.22100000000012,532.47,517.15
176.25900000000013,556.46,536.15
130.18699999999995,417.98,418.25
116.20399999999992,382.18,390.15
340.5919999999992,761.1800000000001,616.15
140.2510000000001,453.72,452.15
170.13000000000005,389.68,377.65
100.16099999999992,352.75,348.15
54.09200000000001,300.12,300.25
86.08999999999996,484.48,511.15
70.09099999999997,392.3,413.15
70.09099999999997,372.98,379.65
130.18999999999997,445.2,450.15
152.23700000000014,509.78,482.15
167.21100000000007,588.9000000000001,627.75
187.818,408.67,337.15
82.461,313.04999999999995,225.95
66.006,274.89,188.65
136.23800000000003,445.86,444.15
150.22100000000012,516.47,504.15
204.3570000000002,566.8399999999999,535.65
93.51299999999998,409.19,498.15
92.52499999999998,359.54,389.15
154.59600000000003,500.62,520.15
60.483,272.91,243.15
127.57399999999996,478.5,503.15
142.58500000000006,451.27,474.95
142.58500000000006,451.27,470.65
151.59600000000006,553.81,524.15
151.59600000000006,553.81,538.15
144.55700000000004,562.23,536.15
142.58500000000006,521.03,508.15
144.62600000000003,468.83,479.15
156.56800000000004,574.3599999999999,556.15
137.56900000000002,530.93,496.15
153.56800000000004,525.05,474.65
175.01400000000004,520.1500000000001,498.15
202.68400000000008,592.81,572.15
188.65700000000007,569.9300000000001,546.15
188.65700000000007,569.9300000000001,566.15
88.53699999999998,328.5,361.15
88.53699999999998,321.79,332.15
103.55199999999998,430.63,448.15
106.55199999999998,381.98,402.15
90.55299999999995,325.11,331.15
90.55299999999995,325.23,347.15
90.55299999999995,332.71,358.15
90.55299999999995,332.59,336.15
88.53699999999998,318.23,341.65
161.03100000000006,466.28,490.15
161.03100000000006,466.28,496.15
189.04100000000005,543.03,543.15
116.59099999999997,402.67,413.15
176.7310000000002,465.83,498.15
152.62100000000012,418.71,430.15
100.495,278.1,264.03
98.479,285.37,254.35
124.56699999999996,372.95,400.65
155.62800000000007,464.17,505.15
140.61300000000008,456.71,458.15
168.66700000000012,489.28,500.15
106.59599999999996,348.2,357.15
202.55300000000005,714.6299999999999,588.15
64.51500000000001,282.79,285.45
62.49900000000001,279.47,259.44
156.61200000000005,469.17,491.65
124.56699999999996,443.15,467.15
164.58800000000005,486.4,471.15
140.61300000000008,451.73,450.15
140.61300000000008,451.73,457.55
108.56799999999996,350.97,371.15
106.55199999999996,347.65,381.15
130.549,405.24,410.75
130.549,405.24,403.15
82.50499999999998,282.06,326.17
144.57600000000005,433.1,427.15
216.483,321.4,298.15
134.65,396.75,429.15
120.62299999999992,374.31,408.15
120.62299999999992,373.87,394.15
238.455,499.11,503.15
218.4650000000001,421.69,389.15
204.43800000000005,398.81,436.15
154.64000000000007,474.17,464.15
50.48800000000001,259.91,249.17
94.54099999999995,328.09,356.15
108.56799999999996,350.97,382.15
141.60100000000006,479.02,513.15
141.60100000000006,506.36,488.15
141.60100000000006,506.36,506.15
141.60100000000006,506.36,512.15
106.59599999999996,350.99,372.15
106.59599999999996,350.54999999999995,365.15
102.56399999999996,338.32,349.15
154.6400000000001,479.59,506.15
144.57600000000005,428.12,445.15
184.6660000000001,582.6500000000001,531.65
140.61300000000008,451.73,475.15
140.61300000000008,451.73,474.15
106.55199999999998,362.48,395.15
171.58300000000003,585.67,511.15
171.58300000000003,585.67,534.15
171.58300000000003,585.67,515.15
120.62299999999992,373.87,399.15
142.58500000000006,509.47,471.15
142.58500000000006,509.47,501.15
142.58500000000006,509.47,505.15
92.56899999999996,328.11,342.15
90.55299999999995,332.59,341.15
110.60899999999997,374.45,413.15
162.61900000000006,516.47,532.15
207.05600000000007,543.96,541.15
157.55600000000004,557.81,509.65
109.512,434.19,397.65
123.53899999999996,454.28,415.15
225.553,580.25,505.15
288.9469999999994,648.8699999999999,610.15
148.67700000000016,419.63,445.15
202.509,422.24,391.11
106.59599999999996,351.42999999999995,381.05
136.57800000000006,496.94,507.15
128.55799999999996,481.61,446.55
128.55799999999996,481.61,492.15
169.61100000000005,555.77,606.15
154.59600000000003,505.6,517.15
216.6670000000001,646.6800000000001,605.15
78.54199999999997,305.67,319.35
110.53999999999996,489.59,494.15
108.524,450.74,458.15
94.54099999999995,397.85,422.15
126.96999999999998,396.97,417.15
76.52599999999998,309.83,310.15
76.52599999999998,302.35,317.95
154.64000000000007,469.63,489.15
74.50999999999999,295.79,329.15
113.54699999999998,431.81,424.15
163.60700000000003,547.29,539.15
163.60700000000006,547.29,535.15
138.5970000000001,448.41,461.75
232.83900000000023,557.3499999999999,569.15
136.47500000000002,276.2,261.19
118.58799999999998,399.63,399.15
126.58599999999996,428.85,435.25
229.92100000000005,537.9100000000001,536.15
118.485,277.37,289.5
118.485,277.37,279.19
104.458,254.49,191.67
180.556,423.43,399.15
132.51200000000006,300.25,318.25
185.479,712.2,429.15
183.68200000000013,566.79,504.15
228.29400000000007,705.02,721.15
148.16100000000006,581.87,573.15
204.3570000000002,561.89,521.65
108.13999999999994,467.06,464.15
108.13999999999994,467.06,475.05
51.048,360.44,334.15
105.922,390.72,334.65
45.016000000000005,323.83,227.15
71.12299999999996,374.66,356.15
100.11699999999996,470.52,465.15
70.09099999999998,374.62,371.95
140.27000000000007,469.7,475.45
184.3230000000002,611.51,559.15
250.42600000000024,726.73,616.15
98.18899999999992,388.25,391.95
112.17199999999993,456.07,453.55
96.17299999999992,387.41,388.15
80.12999999999995,359.42,362.65
142.19800000000012,547.7,518.15
146.6170000000001,470.61,456.15
128.17099999999994,524.8199999999999,506.15
144.21400000000014,581.88,556.15
128.21499999999992,494.37,481.15
156.22500000000014,570.5799999999999,549.65
100.16099999999992,448.61,434.05
113.15999999999994,532.44,481.15
110.15599999999992,427.13,437.15
126.15499999999992,523.98,510.15
96.12899999999996,428.08,445.45
124.18299999999992,464.87,475.15
142.19800000000012,460.41,447.15
99.17699999999994,428.96,406.75
160.26000000000013,520.3899999999999,512.15
170.25200000000015,506.17,486.15
155.28500000000017,460.39,465.15
126.19899999999993,456.06,453.65
125.17099999999994,445.98,445.15
113.20399999999992,429.48,420.15
176.25900000000013,601.01,567.15
126.2429999999999,442.55,446.15
108.18399999999993,413.72,422.15
112.21599999999992,415.4,424.25
104.15199999999994,412.04,413.15
110.19999999999992,414.56,418.15
108.18399999999993,415.86,431.15
70.13499999999998,333.95,322.35
98.14499999999994,400.82,406.65
102.13299999999994,508.97,499.15
102.20199999999994,392.14,405.35
84.11799999999995,401.77,403.65
68.11899999999999,333.11,317.35
82.10199999999998,400.93,409.15
146.23300000000012,493.24,496.15
42.08100000000002,279.65,242.15
104.53599999999996,389.16,392.15
86.08999999999996,443.37,455.35
40.06500000000001,278.81,237.15
118.17899999999992,438.94,445.15
84.11799999999995,374.61,384.15
138.25400000000005,421.76,437.15
138.25400000000005,458.96,468.95
156.26900000000018,477.06,485.15
172.31600000000023,573.46,535.15
153.26900000000015,530.48,514.15
172.26800000000017,573.9100000000001,543.15
158.2850000000002,520.14,490.15
158.2850000000002,520.14,489.15
156.26900000000018,482.27,485.15
190.71400000000017,519.7,492.15
140.27000000000007,425.08,444.15
140.27000000000007,432.56,446.55
140.27000000000007,432.56,444.45
200.3220000000002,532.3799999999999,522.15
218.3840000000002,592.3599999999999,571.15
210.40500000000023,558.0799999999999,552.15
138.25400000000005,418.52,447.15
116.15999999999993,479.7,441.05
98.14499999999995,352.66,367.15
137.22600000000006,408.0,423.15
200.2410000000001,704.96,573.15
168.19500000000005,567.3,558.3499999999999
198.2650000000001,595.7,571.15
198.845,479.32,442.15
235.906,500.86,487.15
312.0039999999998,669.8,630.65
215.91600000000005,423.0,431.15
215.91600000000005,423.0,449.55
215.91600000000005,422.56,431.15
226.27,388.27,353.45
276.277,406.46,365.95
256.752,451.66,468.15
223.842,372.99,365.65
229.9430000000001,443.09,458.15
187.862,377.68,404.45
185.846,381.84,380.15
257.99700000000007,491.64,501.15
309.82899999999995,386.49,345.95
173.835,354.79999999999995,370.15
215.91600000000005,420.21,412.15
286.05099999999965,537.8399999999999,542.15
272.0239999999997,514.96,544.15
229.9430000000001,446.32,495.45
251.905,581.48,528.15
201.88900000000004,400.56,437.15
217.8880000000001,492.3,492.15
199.87300000000005,404.6,404.65
236.89400000000003,531.6800000000001,495.15
241.935,499.5,491.65
241.935,499.5,490.15
174.2840000000002,473.24,471.15
129.24699999999993,432.81,435.15
205.3450000000002,559.04,547.95
178.36600000000016,520.2,509.15
130.23099999999994,405.06,414.75
130.23099999999994,398.6,380.25
234.3830000000002,676.48,545.15
142.2420000000001,452.93,425.15
216.27700000000016,567.72,526.15
220.3560000000002,653.6,542.15
202.2500000000001,544.8399999999999,517.15
206.3290000000001,631.3199999999999,530.65
278.3479999999996,713.78,611.15
230.30400000000017,590.5999999999999,542.15
146.29900000000015,450.54,440.15
262.302,774.0799999999999,593.15
127.95799999999998,446.18,507.15
126.96999999999998,396.53,393.15
109.943,421.86,385.65
94.928,329.22,306.15
162.01900000000003,520.9100000000001,518.15
162.01900000000003,520.9100000000001,546.15
147.00400000000002,443.4,453.35
147.00400000000002,443.4,447.05
191.01300000000003,616.77,574.15
251.11200000000005,689.09,626.15
209.45900000000003,562.56,515.15
223.1020000000001,612.3399999999999,590.15
127.01399999999995,365.54,388.15
127.01399999999995,365.54,406.85
127.01399999999995,362.75,375.15
124.99799999999998,362.22,389.15
124.99799999999998,370.02,405.15
124.99799999999998,370.14,428.55
195.47600000000008,508.69,514.15
153.05200000000008,426.62,464.15
134.94000000000003,315.53,319.74
132.924,322.68,289.2
132.924,322.68,295.15
164.96600000000004,360.39,378.15
175.05800000000008,499.12,495.15
98.95999999999998,319.78,330.29999999999995
114.95899999999996,411.96,420.15
96.944,324.38,333.15
143.0130000000001,387.96,417.15
116.95,319.04999999999995,346.92
102.923,296.17,282.01
128.961,346.29,351.15
244.949,400.26,363.85
220.927,329.03,319.4
155.0680000000001,411.74,478.15
177.03000000000006,493.68,505.15
141.0410000000001,385.19,402.15
127.01399999999995,362.75,381.15
163.00700000000006,532.9,492.15
197.06400000000005,558.88,564.15
197.06400000000005,558.88,558.65
213.06300000000005,639.5,453.15
192.00100000000003,600.22,528.65
192.001,600.22,531.65
157.9840000000001,491.71,418.15
183.12200000000016,457.5,519.15
202.93700000000004,332.54999999999995,323.15
141.0410000000001,388.86,456.05
163.003,524.02,483.15
163.00300000000004,524.02,499.15
163.003,524.02,506.15
112.98699999999998,342.66,361.55
112.98699999999998,343.1,393.95
142.96900000000005,485.38,460.65
128.986,434.84,444.15
110.971,347.14,378.15
110.971,347.26,377.15
110.971,339.66,366.15
148.98000000000002,505.04,471.15
170.92,310.84000000000003,276.32
153.03300000000002,442.04,438.15
161.03100000000006,471.26,473.15
161.03100000000006,471.26,467.15
264.366,580.3199999999999,556.25
152.93000000000004,314.36,300.97
181.3230000000002,563.4300000000001,524.15
110.15599999999992,427.11,434.15
446.67199999999934,988.34,736.15
166.2200000000001,504.9,492.15
147.21800000000016,416.6,402.15
118.17599999999992,381.28,375.15
104.14899999999992,358.84,359.15
132.20299999999995,401.37,374.15
128.17099999999994,394.28,412.15
216.2330000000001,598.27,528.15
73.13899999999995,341.29,328.54999999999995
161.24500000000015,509.68,494.65
131.21899999999994,464.38,462.65
149.2370000000001,537.5699999999999,524.15
134.222,460.06,456.55
134.222,460.06,457.15
250.29400000000007,662.5999999999999,573.15
143.23000000000013,448.95,479.15
135.59400000000005,417.74,459.15
98.14899999999994,428.52,460.15
140.27000000000007,448.19,451.15
251.2820000000001,708.8,574.15
106.12099999999994,497.9,518.65
218.33700000000024,541.42,528.15
242.27100000000013,606.1399999999999,473.15
162.22900000000016,519.6600000000001,505.15
288.4279999999994,738.5,543.15
176.21200000000013,485.7,491.15
120.14799999999993,451.02,467.15
116.20799999999991,421.85,417.15
74.12299999999995,313.54,307.6
172.1800000000001,503.24,487.15
142.2860000000001,427.52,433.15
88.15399999999994,391.46,358.65
200.2340000000001,548.76,449.65
174.15200000000007,530.0699999999999,483.15
160.1690000000001,476.2,473.15
163.26400000000012,495.38,482.15
148.24900000000014,487.92,478.15
186.2070000000001,518.52,501.15
199.2970000000001,583.0,558.15
146.14200000000008,453.32,459.15
128.2589999999999,402.29,419.35
186.2070000000001,526.1199999999999,510.15
236.2670000000001,639.72,564.15
129.20299999999995,426.07,464.15
132.20299999999995,540.89,517.15
258.3580000000001,636.3599999999999,578.15
90.19099999999996,359.9,365.25
222.2400000000001,622.26,576.15
96.032,388.97,406.15
114.09399999999998,367.08,367.05
114.09399999999998,367.08,362.05
120.14199999999995,355.21,372.65
66.05,243.46,249.13
64.034,240.46,187.58
64.034,248.06,220.05
150.04600000000002,283.34,302.4
80.07699999999998,263.54999999999995,273.15
134.08700000000005,604.56,542.15
214.39300000000023,542.3399999999999,531.15
230.46100000000024,588.7,568.15
186.33900000000023,496.58,493.15
334.4559999999995,805.3,652.15
180.25000000000009,590.38,578.15
120.15099999999994,452.66,460.15
148.16100000000006,502.54,545.15
86.08999999999996,368.4,367.25
133.19400000000002,526.0999999999999,521.15
132.162,516.41,516.15
133.15000000000003,542.0799999999999,611.15
100.11699999999996,378.96,473.15
84.12199999999996,417.46,469.65
98.14499999999994,392.19,391.15
130.18999999999997,474.9,483.35
146.18900000000008,543.56,510.15
84.11799999999995,364.33,368.15
69.10699999999997,358.78,363.15
86.15899999999996,358.06,395.55
173.25900000000013,569.76,533.15
277.83,440.64,520.15
329.9059999999999,554.8199999999999,558.15
281.8619999999999,431.64,473.15
295.8889999999999,454.52,495.15
130.23099999999994,404.18,395.85
278.3479999999996,712.8999999999999,569.65
390.56399999999945,895.94,643.15
158.2850000000002,449.94,445.15
174.35300000000018,496.3,484.15
101.19299999999993,386.17,357.15
162.27600000000015,504.94,477.85
162.27600000000015,504.94,483.45
150.31200000000013,473.56,450.15
102.17699999999994,358.42,341.54999999999995
118.24499999999992,404.78,393.15
84.07399999999997,355.64,400.15
138.16600000000008,459.14,479.15
138.16600000000008,459.14,486.15
90.12199999999994,335.96,358.15
76.09499999999997,313.08,315.45
152.1930000000001,487.0,517.15
119.16399999999992,370.84,377.15
154.16500000000008,539.76,534.15
104.14899999999994,355.61,350.54999999999995
178.2310000000001,536.9200000000001,543.65
90.12199999999994,335.52,336.15
45.085000000000015,295.53,280.45
137.18200000000004,502.38,539.65
103.16499999999994,418.18,423.45
103.16499999999994,418.18,397.65
121.18299999999994,491.81,496.15
121.18299999999994,491.81,487.15
121.18299999999994,491.81,501.15
121.18299999999994,464.47,480.65
121.18299999999994,464.47,488.15
136.19400000000005,464.58,456.15
206.2880000000001,645.26,633.15
136.19800000000004,499.27,537.15
149.23700000000014,504.81,480.65
135.21000000000004,501.5,469.65
136.19400000000005,521.1500000000001,475.15
150.17700000000008,587.6700000000001,550.15
210.2760000000001,659.99,612.15
135.21,444.64,452.15
166.26400000000015,560.9200000000001,508.15
182.2660000000001,583.24,562.75
82.14599999999994,330.0,342.15
101.19299999999993,405.74,374.15
86.17799999999993,336.0,331.15
118.24499999999992,396.07,399.25
102.17699999999992,425.83,410.15
102.17699999999992,425.39,391.85
134.60600000000002,424.95,402.15
84.16199999999994,330.33,314.39
82.14599999999994,323.77,311.15
107.53999999999996,371.98,427.15
112.21599999999992,402.43,392.65
112.21599999999992,397.52,397.55
155.2850000000002,497.68,478.15
126.19899999999993,470.25,445.15
126.19899999999993,470.25,453.15
110.19999999999992,406.33,399.15
98.18899999999992,375.28,360.95
98.18899999999992,370.37,365.05
98.18899999999992,370.37,363.85
96.17299999999992,388.83,378.15
70.13499999999998,320.98,294.15
185.35500000000025,486.6,507.15
240.3060000000001,674.9100000000001,623.15
108.18399999999993,405.18,398.15
88.15399999999994,391.46,393.15
46.06900000000002,267.78,248.37
130.18699999999995,412.64,425.15
96.12899999999996,392.06,369.15
124.2269999999999,406.12,416.15
128.2589999999999,404.64,413.75
128.2589999999999,404.64,408.15
128.2589999999999,402.29,410.15
128.2589999999999,404.64,408.15
188.22300000000013,521.96,518.15
144.25800000000012,496.38,466.15
142.2420000000001,458.51,430.15
110.19999999999992,375.76,387.15
114.2319999999999,379.41,379.95
114.2319999999999,381.76,382.55
114.2319999999999,379.41,385.05
144.26200000000014,521.24,457.15
146.23000000000016,560.54,506.15
112.21599999999992,376.09,375.15
112.21599999999992,386.24,386.15
112.21599999999992,383.57,374.05
142.19800000000012,569.54,479.15
60.10000000000002,345.7,355.15
146.23300000000012,489.92,467.15
194.1860000000001,576.5,558.25
142.2860000000001,426.64,430.15
144.12600000000006,457.48,475.15
158.15300000000008,480.24,483.65
146.14200000000008,452.88,450.15
160.1690000000001,475.76,469.15
156.2280000000001,529.78,540.15
156.2280000000001,529.78,537.15
156.2280000000001,529.78,536.15
156.2280000000001,529.78,549.15
156.2280000000001,529.78,526.15
171.24300000000008,537.24,523.15
166.18000000000006,578.5799999999999,555.65
151.16500000000008,571.1199999999999,524.15
151.16500000000008,571.1199999999999,547.15
151.16500000000008,571.1199999999999,516.15
152.23700000000014,485.14,502.15
142.2860000000001,427.52,437.15
142.2860000000001,427.52,430.15
142.2860000000001,427.52,433.15
142.2860000000001,427.52,433.95
174.2840000000002,609.0899999999999,538.15
158.2850000000002,519.7,497.15
158.2850000000002,516.91,478.25
154.25300000000016,480.66,478.15
156.26900000000018,524.1800000000001,497.15
118.08799999999997,407.56,436.55
72.10699999999997,325.04999999999995,324.15
72.10699999999997,320.14,329.15
96.17299999999992,360.36,367.15
100.20499999999991,358.88,362.95
100.20499999999991,356.53,359.15
116.20399999999992,448.27,409.15
116.20399999999992,450.62,415.15
114.18799999999992,410.4,398.15
98.18899999999992,355.88,357.15
98.18899999999992,353.21,350.15
98.18899999999992,353.21,345.65
98.18899999999992,363.36,356.45
98.18899999999992,363.36,364.15
98.18899999999992,360.69,349.85
96.17299999999992,365.53,356.15
148.2050000000001,518.91,501.15
162.2320000000001,528.5999999999999,493.15
114.19199999999994,448.86,437.15
113.20399999999992,423.19,417.15
101.14899999999994,380.31,449.15
102.18099999999993,398.97,402.15
83.13399999999996,412.85,378.35
102.13299999999994,456.28,437.35
120.57899999999997,402.07,377.15
148.24900000000014,474.73,464.15
172.26800000000017,482.95,461.15
124.13899999999994,441.94,518.15
108.14399999999996,475.94,434.15
108.14399999999996,475.94,428.75
122.17099999999996,522.6299999999999,508.15
