Metric,Training,Test,Improvement
MAE,2.1098301265009307,2.364913060198959,-0.08445083158596689
RMSE,3.122149910084248,2.8002558045119255,0.2550829336980285
R2,0.7522595064921827,0.8367103380781495,-0.32189410557232234
MAPE,6.103087403921661,6.314084621916999,0.2109972179953381
MPE,-0.8697785556944958,-1.9139478690033986,-1.044169313308903
