Mol. wt.,Log P (JR),logP (CRC)
143.18900000000008,2.5432200000000007,2.6
143.18900000000008,2.54322,2.5
144.17700000000005,1.93822,1.6
139.22300000000007,1.9907,1.8
73.11999999999999,0.8304799999999999,0.9
153.18400000000003,2.711480000000001,3.2
143.18900000000005,2.422,2.2
233.2740000000001,3.2056000000000013,2.0
138.12600000000003,1.1769999999999998,1.4
153.13700000000006,1.6033999999999995,1.7
153.13700000000006,1.6033999999999995,2.0
123.11099999999996,1.5947999999999998,1.9
153.13700000000006,1.0870999999999995,1.2
185.56600000000003,1.9738,2.8
199.2090000000001,3.261800000000002,3.8
129.15899999999996,1.5958,1.8
91.06599999999996,-0.7445999999999997,-0.4
151.16500000000008,1.5057999999999998,2.1
137.13800000000006,1.4633,1.8
159.22900000000016,2.6236000000000006,3.8
117.14799999999994,1.4517,1.8
215.20800000000008,3.387100000000002,3.8
129.14,1.6563,1.6
137.13800000000006,1.90322,2.4
191.10800000000003,2.613600000000001,2.6
149.14900000000006,1.9340000000000004,2.1
143.27400000000011,2.6957000000000004,3.7
205.3450000000002,4.171800000000003,5.0
70.05099999999999,0.0696,-0.2
251.32700000000003,4.348599999999999,4.7
193.074,2.25378,2.1
87.16599999999994,1.1337,1.1
94.11699999999998,1.20386,-0.7
147.2210000000001,2.590300000000001,2.5
169.052,1.7771,2.0
179.2220000000001,3.388000000000001,3.5
180.2100000000001,2.7830000000000004,1.8
185.22600000000008,3.0611000000000006,2.5
185.22600000000008,3.135800000000002,3.1
184.2420000000001,3.0123999999999995,2.8
197.2810000000001,2.9291,2.8
211.28900000000007,3.963300000000001,4.3
183.2540000000001,2.8668000000000013,3.1
144.17700000000005,2.0767,1.9
161.2480000000001,2.1536,2.0
129.16199999999998,2.2233800000000006,2.0
135.21000000000004,1.5763,1.8
197.2810000000001,3.2569000000000017,3.5
155.20000000000007,2.7486000000000006,2.5
183.2100000000001,2.3126,1.9
143.18900000000005,2.6817,1.6
135.19100000000003,2.25978,2.5
130.15,1.6297999999999997,0.6
129.20299999999992,0.3683999999999999,0.2
99.13299999999995,0.2864999999999999,-0.5
73.09499999999997,-0.1182999999999999,-0.7
89.14199999999995,-1.7688999999999997,-2.5
103.16499999999994,-0.0217000000000001,0.0
135.21000000000004,2.5085000000000006,2.5
57.09600000000002,-0.0218999999999999,0.0
143.23000000000013,0.8994,1.0
121.18299999999994,2.0341,1.8
55.08000000000001,-0.4216999999999999,-0.4
80.08999999999997,0.4765999999999999,-0.7
94.11699999999996,0.6638000000000001,0.3
104.11199999999998,0.95328,0.2
109.13199999999998,0.246,0.2
108.14399999999996,0.5403,-0.2
108.14399999999996,0.5403000000000001,-0.4
137.18200000000007,1.0065,0.6
95.10099999999996,0.3748999999999999,-1.3
121.13899999999995,1.2842,0.9
121.13899999999995,1.2842,0.5
95.10499999999998,0.0587999999999999,-0.2
85.10599999999997,-0.1036,-0.8
69.06299999999999,0.0989799999999999,-0.1
144.17700000000005,1.8169999999999995,1.2
145.16100000000006,1.9403999999999992,2.0
146.14900000000003,0.9230999999999996,0.8
99.08899999999996,-0.5770000000000002,-1.0
260.891,4.2084,3.9
128.094,0.3773199999999998,-0.2
158.2890000000002,1.6275,1.9
192.024,0.7254,1.3
101.14899999999996,0.1241000000000002,-0.3
163.2200000000001,2.0533,2.3
125.21499999999992,2.4114000000000004,1.2
133.19400000000002,2.0447,2.3
134.18200000000002,1.5239999999999998,1.7
164.25200000000012,1.8186,2.2
144.2620000000001,0.8897999999999999,1.0
172.3160000000002,1.67,1.7
156.2730000000002,1.2543000000000002,0.6
155.24100000000016,1.4961,0.5
136.19800000000006,1.71028,1.3
82.066,-0.7334,-1.4
86.119,0.5381,0.4
89.16299999999997,0.2803,0.3
103.18999999999996,0.3228,0.2
109.15299999999998,1.61978,1.3
81.07799999999999,-0.1284,0.0
69.06699999999998,-0.1953,-0.6
329.8169999999999,3.5563,3.3
144.388,1.88018,2.1
196.46400000000003,3.229,3.7
226.446,3.5550000000000006,3.5
183.425,2.4368,3.1
195.35000000000025,4.820980000000004,5.3
113.038,0.0340000000000001,0.1
161.12600000000003,2.2876,2.3
185.35500000000025,3.256400000000002,4.3
135.21000000000004,2.1940600000000003,2.3
165.1920000000001,2.520060000000001,2.8
186.2580000000001,2.6092200000000005,2.7
213.105,1.4112000000000005,1.2
227.13200000000003,1.7196200000000006,1.6
143.27400000000011,2.5184000000000006,2.8
105.13999999999996,1.7246,1.5
336.4319999999995,2.3655,1.7
150.18100000000007,1.1496,0.7
74.08299999999997,-1.0037999999999998,-1.6
131.131,-0.4044000000000001,-0.9
179.17500000000007,1.3432,1.3
223.2750000000001,3.216200000000001,2.7
163.19800000000006,-0.4945,0.4
189.1670000000001,-0.5594999999999994,-1.8
191.2520000000001,0.3287999999999999,0.1
235.28300000000013,1.2969,1.3
246.2660000000001,1.2997,1.1
251.28200000000007,1.0025,0.7
361.659,4.757500000000002,3.0
209.2520000000001,2.5524000000000004,1.8
145.15800000000007,0.1167000000000001,-0.6
269.77199999999976,2.9871000000000016,3.5
136.11400000000003,-0.3538,-0.7
244.25000000000009,0.8664999999999999,1.7
227.33700000000016,1.8456,3.0
74.08299999999997,-1.5695999999999994,-1.8
223.23100000000005,2.0442,2.7
151.16500000000008,0.8959000000000001,0.9
137.18200000000007,0.8036000000000001,0.1
118.13899999999995,1.1404800000000002,1.3
266.2529999999998,0.3166,0.0
169.2270000000001,2.9358000000000004,3.3
208.2610000000001,1.77922,1.9
237.0970000000001,1.1350000000000002,1.5
195.1740000000001,0.2488999999999999,0.4
171.58300000000006,1.6204000000000005,1.6
231.68200000000007,3.153200000000001,3.8
381.0229999999998,3.5692000000000013,4.1
266.1269999999998,3.806600000000001,4.4
178.01800000000006,2.2812,2.4
199.12200000000004,0.7908,0.9
102.13699999999996,-0.9187999999999992,-1.4
137.18200000000007,0.8933999999999995,1.1
117.19199999999992,0.4978000000000002,0.0
167.1680000000001,-0.4221000000000001,0.3
153.13700000000006,0.6725999999999999,1.3
126.11899999999996,-0.9092000000000005,-0.5
237.25800000000007,2.3526199999999995,3.1
157.21300000000014,0.8361000000000001,-2.0
123.15499999999994,1.2828199999999996,0.7
105.13699999999996,-1.3116,-1.8
173.17100000000005,0.9082,1.8
159.18800000000007,2.1276,1.6
182.13500000000005,0.8752000000000004,1.9
154.12500000000003,0.8826,1.5
154.12500000000006,0.8825999999999996,1.0
115.08799999999998,-0.8875,-1.0
109.12799999999996,0.9743999999999996,0.0
199.2570000000001,2.5946,2.1
149.1930000000001,1.8615,1.7
151.2090000000001,1.2818999999999998,1.4
108.10399999999998,-0.1364199999999998,0.1
143.10200000000003,-2.3203,-2.1
201.3100000000002,2.5406000000000004,-1.0
309.40899999999954,3.6236000000000015,4.0
209.2450000000001,1.0550999999999997,0.9
221.25600000000009,1.6306,1.5
137.13800000000003,0.967,1.2
137.13800000000003,0.967,0.8
193.24900000000008,3.5752000000000024,3.5
210.2330000000001,0.5709000000000001,1.1
266.3409999999999,0.4521,0.2
197.3220000000002,3.0172000000000017,2.8
71.07899999999997,-0.4936999999999999,-0.8
258.104,3.130700000000001,3.2
128.087,-1.2575,-1.5
325.4079999999996,3.440640000000002,3.4
229.28200000000007,4.541200000000003,4.8
150.18100000000007,0.219,0.4
164.16400000000007,-0.1156,0.7
133.15400000000005,1.1450999999999996,0.9
197.19300000000004,1.7233999999999998,1.7
136.15400000000005,0.2901000000000001,0.2
150.20600000000005,1.8785,1.3
227.28800000000007,3.668900000000001,3.9
193.20200000000008,0.8894999999999997,1.2
240.26200000000009,1.7614,1.7
313.35299999999967,2.2964,2.4
208.2640000000001,3.1537000000000006,3.2
428.44099999999975,1.6565999999999992,2.4
209.20100000000008,0.9974,1.0
356.37799999999976,1.7249,2.0
119.16699999999994,1.72218,1.4
582.6570000000017,3.060240000000001,2.5
179.2220000000001,3.225280000000001,3.7
211.2640000000001,3.312000000000001,3.0
256.30800000000005,4.450000000000003,4.3
361.39699999999976,4.112400000000003,3.8
248.3760000000001,3.650400000000001,3.0
202.34600000000023,-0.3565999999999975,-1.1
253.1320000000001,4.432400000000001,5.0
254.37700000000007,3.4094000000000024,3.9
330.4749999999995,4.998800000000005,5.3
148.20600000000013,-1.8497999999999983,-1.9
308.33999999999986,4.302400000000002,3.4
308.33999999999986,4.302400000000002,3.7
354.8319999999999,1.6628000000000007,2.0
137.96400000000003,0.4324,0.1
289.12899999999973,1.2935,1.6
265.93599999999986,2.34236,1.4
247.004,2.2655000000000003,2.2
196.04700000000005,2.4531800000000006,2.3
216.03400000000005,2.489700000000001,2.7
232.03300000000004,2.195300000000001,1.8
199.98800000000003,-0.6610999999999999,-0.6
187.04000000000005,1.7347,2.3
229.93,-0.1772999999999999,0.9
225.29600000000016,1.5223999999999998,3.2
224.26000000000013,0.961,1.7
223.27200000000013,1.9133999999999995,1.9
193.24600000000007,2.2257,2.9
117.14799999999994,0.8818000000000001,0.8
155.2850000000002,2.708800000000001,2.9
297.2669999999997,3.325540000000003,3.8
212.2490000000001,0.9389999999999996,1.7
127.18699999999993,1.0871,1.1
116.16399999999994,0.4548,0.4
116.16399999999994,0.4532000000000002,0.0
201.22500000000008,2.5580000000000007,2.4
221.2560000000001,2.1183,2.3
90.08599999999996,-1.9670000000000003,-1.6
215.59200000000004,2.470200000000001,2.8
260.33400000000006,2.0227,1.9
223.27200000000013,1.1108,0.8
323.1319999999998,0.9089999999999998,1.1
223.65900000000008,2.910200000000001,3.1
211.64800000000008,2.2576,2.1
213.6670000000001,4.041400000000002,4.2
142.58900000000006,1.5044000000000002,1.3
142.58900000000006,1.5043999999999995,1.6
184.65100000000007,2.5319,2.7
153.57200000000003,1.6112999999999995,1.7
169.56700000000004,1.7744999999999995,1.8
170.0830000000001,1.7858999999999998,1.8
316.5709999999998,4.604700000000001,5.2
271.6999999999997,2.2748,2.1
217.568,1.7386,2.4
218.552,1.8620000000000003,1.7
270.54999999999995,3.175200000000001,2.5
157.60000000000008,1.9308,1.9
171.58300000000003,2.333600000000001,2.5
171.58300000000003,2.333600000000001,2.5
172.57100000000003,1.8304,2.1
172.57100000000003,1.8304,2.1
287.65799999999984,3.023600000000001,3.3
201.56500000000003,1.9464000000000004,2.0
201.565,1.9464,1.8
173.55500000000004,1.9538,2.5
158.54400000000004,1.6432,1.6
169.61100000000005,2.2984,1.3
248.7170000000001,2.5238000000000005,2.7
213.6640000000001,3.2969000000000017,3.5
128.56199999999998,1.3172,1.1
179.60600000000005,2.5938000000000003,2.9
145.55300000000005,-0.3106000000000001,-0.1
247.55,2.064600000000001,2.8
245.6620000000001,1.1749999999999998,1.2
315.8689999999996,5.188000000000004,5.2
212.6800000000001,2.7419200000000004,2.4
294.3979999999996,3.6094000000000026,3.0
253.3010000000001,3.139000000000001,4.0
312.3279999999998,3.676000000000001,4.0
255.7450000000001,3.4072000000000022,3.5
230.09800000000007,2.3645000000000005,1.6
192.00100000000003,2.0866,2.3
385.4159999999997,2.568600000000001,1.2
636.6100000000016,2.11934,-2.0
307.3489999999997,3.7573000000000025,4.2
240.6980000000001,1.6708799999999997,2.2
85.06199999999997,-0.01532,-0.8
147.13300000000004,1.25648,1.5
113.11599999999996,0.76488,-0.2
177.15900000000005,1.0216799999999997,0.9
110.141,1.01478,1.0
215.36200000000017,3.5141000000000027,4.1
114.19199999999994,0.215,-0.3
264.41899999999987,4.2257000000000025,4.4
411.62999999999937,5.001900000000005,3.5
573.7710000000023,2.826100000000002,1.9
227.69900000000013,1.9196,2.6
77.15199999999997,-0.1250999999999998,-0.4
507.6269999999996,2.917100000000001,2.7
527.5260000000006,1.0288999999999997,1.8
187.6340000000001,0.9275,1.5
300.31399999999974,3.8659000000000017,3.4
214.26500000000016,1.0914,0.8
208.21700000000007,0.4909999999999997,1.0
238.24600000000007,1.6263999999999998,2.6
238.24600000000007,1.6264,2.1
108.10399999999998,-0.8374400000000002,-1.0
216.30900000000008,3.0022,2.2
268.2719999999997,1.6349999999999998,2.6
283.24299999999977,1.5345999999999995,2.4
90.12599999999996,-1.7352999999999992,-2.3
613.9150000000004,3.1154,1.8
197.2810000000001,2.9764000000000017,2.7
240.3500000000001,2.5660000000000007,2.4
240.3060000000001,2.686000000000001,2.4
250.921,2.7938,2.9
250.921,2.7938,3.1
449.9239999999999,4.932000000000001,5.0
241.87,0.48138,0.6
276.9149999999999,2.788880000000001,3.5
295.91799999999995,2.702,3.2
302.9529999999999,3.4654000000000007,3.2
338.9829999999999,1.8716000000000008,-0.4
343.4709999999995,3.4853000000000023,4.4
263.425,4.048800000000004,4.7
162.01900000000003,2.5756,2.8
190.02900000000005,2.0923,0.8
177.03400000000005,2.1578000000000004,2.4
177.03400000000005,2.1578000000000004,2.4
253.1320000000001,3.8248000000000006,3.7
253.1320000000001,3.8248000000000006,3.5
227.006,1.17116,1.6
207.016,2.4838000000000005,2.9
192.001,2.9016,3.1
148.98000000000002,1.7834,1.7
163.99500000000003,1.3656,1.8
198.052,3.5416000000000007,3.6
214.05100000000004,3.2472000000000003,3.5
199.04000000000005,2.9366000000000003,3.1
255.026,3.8885,3.6
128.134,1.42996,1.0
128.134,1.42996,0.8
128.134,1.42996,0.9
224.34800000000016,2.9510000000000014,3.0
311.8089999999995,2.946300000000001,3.6
217.2210000000001,-0.3827000000000007,0.3
234.34300000000016,2.5837400000000006,2.3
171.24000000000012,1.0574,1.2
236.3150000000001,1.7674,1.9
268.3599999999998,4.159400000000003,3.6
171.1960000000001,1.0592,1.1
267.3249999999998,1.8999,2.2
239.27100000000013,1.98494,2.2
176.1720000000001,0.3935999999999998,0.6
223.2720000000001,1.8828,2.1
183.2510000000001,1.1277999999999997,0.8
194.2340000000001,2.4410000000000007,3.0
155.24100000000013,1.8542,1.8
239.3620000000001,4.117800000000004,4.2
169.22400000000013,0.8817999999999997,0.8
178.2350000000001,1.5636,0.3
167.2080000000001,1.0053999999999998,1.0
116.16399999999992,0.4069000000000001,-0.2
310.6869999999998,3.5801000000000007,3.9
204.088,1.7812,1.8
207.22900000000007,0.9896999999999998,1.2
133.15000000000003,1.1812,1.2
199.2090000000001,2.8466000000000014,3.9
162.1920000000001,1.0726000000000004,0.8
112.08799999999998,-0.9368,-0.8
114.10399999999996,-0.7841,-1.1
147.17700000000008,1.5713,1.1
162.14800000000005,0.2163999999999996,0.2
102.16199999999998,0.0479000000000001,-0.2
153.13700000000006,0.5111999999999997,0.9
291.26199999999983,2.6920000000000006,3.0
205.16900000000004,0.9318999999999996,0.9
344.9209999999999,2.478,2.5
390.90199999999993,2.5096000000000003,2.1
396.9529999999999,3.1496000000000004,3.1
432.9829999999999,1.5558,-0.5
266.43499999999983,4.422200000000004,4.5
323.39199999999965,3.8386200000000015,3.6
211.2610000000001,1.9576,1.2
209.2930000000001,1.48692,1.5
