Metric,Training,Test,Improvement
MAE,1.5461920121772137,2.5075862260297015,0.1652103270548273
RMSE,2.033330466166466,3.602722141007854,0.9613942138524878
R2,0.8949235406451876,0.7297132135903603,1.5693916748413876
MAPE,4.454687809626448,6.265955961062121,1.811268151435673
MPE,-0.5235255365967578,0.17757987630996488,0.7011054129067227
