Mol. wt.,JR Tm /K,CRC Tm /K
97.16099999999994,222.37,192.85
106.12799999999996,282.28,349.15
101.19299999999993,240.64,252.15
111.14799999999995,435.12,356.15
135.18800000000005,400.16,505.15
268.3599999999998,706.4399999999999,537.15
160.18000000000006,530.56,445.15
75.07099999999997,370.14,369.15
118.09599999999996,484.0,521.15
76.09899999999996,309.04,203.15
57.05200000000001,238.11,201.15
137.13800000000006,439.98,413.15
133.15000000000003,317.15000000000003,263.15
152.15300000000005,492.64,421.15
119.12299999999996,371.78,371.15
119.12299999999996,371.78,355.95
119.12299999999996,371.78,386.15
103.12099999999997,328.85,325.15
125.17099999999994,325.74,308.15
370.9149999999999,512.94,488.95
228.116,779.65,455.15
243.39100000000025,410.9500000000001,361.65
47.057000000000016,214.51,360.65
167.20800000000008,427.81,457.65
123.15499999999994,321.07000000000005,369.15
151.11800000000008,463.33,438.15
101.10499999999996,296.49,349.15
169.18000000000006,536.28,433.15
90.08199999999997,358.97,384.15
183.11900000000003,623.52,421.15
183.11900000000003,623.52,502.65
151.16500000000008,420.65,482.15
151.16500000000008,420.65,421.65
151.16500000000008,420.65,441.15
213.23600000000008,503.42,409.65
213.23600000000008,432.33,394.15
179.2190000000001,443.19,412.65
213.2800000000001,393.6700000000001,395.65
375.59699999999935,600.97,406.95
131.131,479.22,512.65
131.131,479.22,547.15
71.07899999999998,234.38,233.15
71.07899999999998,249.38,227.15
189.17,607.19,555.65
157.25700000000018,403.74,403.15
76.05499999999998,347.70000000000005,414.15
141.17000000000007,429.13,555.15
261.28099999999995,785.22,444.15
311.3409999999997,875.52,494.15
289.33499999999964,820.28,446.15
68.07899999999998,316.8,362.67
100.07699999999998,485.21,493.15
114.06,553.4300000000001,520.15
86.09399999999997,416.99,404.85
123.15899999999996,340.02,267.15
133.10300000000004,508.7,520.65
95.10499999999998,317.48,351.15
118.13899999999995,407.1,419.25
134.13800000000003,508.05,525.65
132.16600000000005,442.61,405.15
117.15099999999995,346.83000000000004,325.45
175.18700000000007,542.49,441.65
156.18800000000007,446.88,309.15
203.2410000000001,565.03,397.65
147.13300000000004,482.51,474.15
161.2040000000001,442.71,332.15
205.21300000000008,599.5799999999999,373.15
189.21400000000008,553.76,407.65
175.18700000000007,424.22,402.15
159.18800000000007,431.82,465.45
173.2150000000001,443.09,389.15
613.9590000000005,786.9399999999998,498.15
184.96400000000003,303.55,366.15
219.02500000000003,337.64,329.65
219.02500000000003,337.64,306.15
219.02500000000003,337.64,336.04999999999995
229.02000000000004,330.64,400.65
249.007,397.99,323.15
249.007,397.99,309.15
249.007,397.99,446.15
570.9340000000004,693.27,429.15
137.1860000000001,375.81000000000006,301.15
73.13899999999995,203.1,187.15
193.24600000000007,363.2600000000001,337.65
117.14799999999994,256.7,340.15
115.20099999999996,230.5,214.25
147.13300000000004,482.51,511.15
137.14200000000005,441.19,444.55
227.30700000000013,384.06,356.15
59.11200000000002,191.83,178.03099999999998
103.16499999999994,244.59,401.65
103.12099999999997,245.43,366.15
293.45399999999944,443.97,343.15
149.2370000000001,322.18,257.15
152.19700000000012,447.89,446.15
226.3230000000001,414.49,345.65
179.2190000000001,308.87,358.15
113.15999999999994,243.21,337.65
121.18299999999994,262.88,218.25
211.2610000000001,547.0699999999999,443.65
144.17700000000005,417.63,396.15
144.17700000000005,417.63,451.65
129.16199999999998,321.85,299.61
145.16100000000006,433.5700000000001,503.15
117.14799999999994,392.39,573.15
332.3999999999996,633.3600000000001,446.15
301.3859999999996,547.89,376.15
237.7300000000001,457.29,365.65
328.4119999999995,697.6399999999999,437.15
461.77599999999984,676.4199999999998,366.15
131.17499999999998,371.24,566.15
131.17499999999998,371.24,566.15
131.17499999999998,371.24,566.15
197.19000000000008,669.91,550.15
249.0970000000001,459.78,366.05
205.34800000000013,490.91,401.15
242.36600000000016,552.03,372.15
146.1900000000001,469.5,497.15
78.074,259.74,304.65
66.06299999999999,253.55,304.98
295.29099999999966,606.4499999999999,395.15
295.2979999999998,704.91,561.65
378.3159999999996,616.1800000000001,451.35
383.6199999999994,486.63,277.15
332.49999999999994,775.1200000000001,453.15
217.2930000000001,435.69,384.65
149.2150000000001,413.85,471.65
279.3359999999996,442.23,346.15
221.2560000000001,463.99,395.15
44.05700000000001,267.03,354.15
104.10899999999998,417.43,434.65
225.3130000000001,407.1,394.65
241.2430000000001,468.54,366.15
271.38999999999976,626.76,342.15
123.15499999999994,313.08000000000004,279.35
123.15499999999994,313.08000000000004,272.15
123.15499999999994,313.08000000000004,330.95
151.16500000000008,374.28,439.65
138.17000000000007,408.86,324.15
138.17000000000007,408.86,340.65
133.15000000000003,306.08000000000004,297.65
133.15000000000003,306.08000000000004,332.65
180.23200000000008,527.32,439.15
198.13400000000004,529.56,369.05
198.13400000000004,529.56,378.45
199.2090000000001,464.96,406.65
190.24600000000007,511.17,394.65
232.28300000000013,553.0400000000001,390.15
229.2790000000001,422.54,376.15
137.18200000000007,336.87,326.15
137.18200000000007,336.87,302.65
168.15200000000007,469.21,414.15
168.15200000000007,469.21,391.15
168.15200000000004,469.21,402.15
223.2280000000001,462.43,417.15
165.1920000000001,354.95000000000005,360.65
165.1920000000001,354.95000000000005,354.15
165.1920000000001,354.95000000000005,400.35
207.2290000000001,427.42,390.45
214.2680000000001,472.3,375.15
124.14299999999996,373.35,303.15
159.18800000000007,367.87,299.65
243.13100000000003,685.6899999999999,340.75
73.09499999999997,226.16,303.75
149.1930000000001,332.72,424.15
67.09099999999998,184.11,237.35
31.058,184.29,179.72999999999996
237.25800000000004,564.01,444.15
151.16500000000008,344.45000000000005,297.54999999999995
151.16500000000008,344.45000000000005,384.95
151.16500000000005,432.12,453.65
151.16500000000005,432.12,400.15
151.16500000000005,432.12,441.15
116.11999999999996,340.02,453.65
167.20800000000008,493.71,461.65
167.16400000000007,456.17,416.15
165.2360000000001,378.2600000000001,434.15
107.15599999999996,290.85,258.73999999999995
107.15599999999996,290.85,242.35
107.15599999999996,290.85,316.45
107.15599999999992,247.73,216.15
135.16600000000005,352.05000000000007,420.15
