Metric,Training,Test,Improvement
MAE,44.5732963004743,45.23710016844099,-0.0095490979149917
RMSE,57.11937591799257,57.29638177094654,0.663803867966692
R2,0.567793974001414,0.5773430719164057,0.1770058529539682
MAPE,12.501554484079527,12.301274067909143,-0.2002804161703846
MPE,-2.545027825897845,-1.7940048167666662,0.7510230091311787
