SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,Molecular Weight,EnthalpyVap,Log P
Nc1ccccc1Br,507.23,339.38,757.3603848692167,54.70746822590247,354.5,172.02500000000003,48.964,2.0313
NCCBr,384.05,255.36,589.8698375906562,60.65546724119524,238.5,123.98099999999997,37.122,0.3400000000000001
NC(=O)C#CC(N)=O,552.9200000000001,507.32,799.524507626977,69.21354038333227,291.5,112.08799999999998,61.42399999999999,-2.0396
Cc(ccc1Cl)cc1N,506.36,333.29,741.6183766226234,40.62132757810365,397.5,141.60100000000006,49.80200000000001,2.23062
NC(F)(F)C(F)Cl,349.46,214.67,526.5405613121875,44.56320042210263,262.5,133.50000000000003,30.937,1.0723
FC(Cl)C(F)(F)N(C(F)(F)F)C(F)(F)F,324.29,194.8,453.40243792906784,25.48185551736958,449.5,269.4939999999999,19.297,3.4552
FC(N(C(F)(F)F)C(F)(F)F)C(F)(F)Cl,324.29,194.8,453.40243792906784,25.48185551736958,449.5,269.494,19.297,3.4552000000000005
NCC(F)Cl,354.15,211.07,540.0566325206717,49.10797813123517,237.5,97.51999999999998,33.867000000000004,0.4794999999999999
NC(=O)C(Cl)=C,428.63,270.96000000000004,642.3642769990219,52.81571119524065,269.5,105.524,43.454,0.2242
Cc1ccc(N)c(Cl)c1,506.36,333.29,741.6183766226234,40.62132757810365,397.5,141.60100000000008,49.80200000000001,2.23062
NC(=O)c1ccc(cc1Cl)[N+]([O-])=O,712.0699999999999,526.8299999999999,978.5159900179192,44.802144768274346,485.5,200.58100000000005,73.139,1.3471
NC(=O)CCl,409.19,275.41,616.1742680993681,56.788206679542434,231.5,93.513,41.818,-0.2895000000000001
ClCC(=O)Nc1ccccc1,550.79,338.85,778.2727840809408,38.29281442995784,465.5,169.61100000000005,53.245000000000005,1.8639
Nc1ccccc1Cl,478.5,309.5,716.7695739060284,47.04191057897303,341.5,127.57399999999996,46.914,1.9222
NC(=O)c1ccccc1Cl,555.25,370.7000000000001,798.3541352573086,44.98261646786599,403.5,155.58400000000006,55.886,1.4389
NCCCl,355.32,225.48,547.6671402058706,51.75715542673773,225.5,79.52999999999997,35.072,0.1839
ClCCNCCCl,416.15,247.34,603.3036743941002,36.158924257539766,392.5,142.02900000000008,39.704,1.0536
CN(C)C(=O)CCl,394.86,247.16,580.7565381256607,40.15928779912646,332.5,121.56699999999996,37.672,0.3133999999999999
CN(C)CCCl,340.99,197.23,512.4529416142386,37.13494952060636,326.5,107.58399999999996,30.926,0.7867999999999999
ONC(=O)c1ccccc1Cl,625.0699999999999,400.92,839.6453600852446,48.024996049944086,428.5,171.58300000000006,68.36,1.459
CNCCCl,355.84,206.15,535.7116860647621,42.718612499466005,287.5,93.55699999999996,33.093,0.4445999999999999
NC(=O)CC#N,496.72,321.75,716.6504480594632,50.22801005162937,264.5,84.07799999999999,50.137,-0.6146200000000002
CCOc1ccccc1N,509.25,324.35,731.2636573449995,37.63784862057283,422.5,137.18200000000007,49.391000000000005,1.6675
CCOc1ccccc1C(N)=O,586.0,385.55,812.3935769612946,36.15892425753978,484.5,165.19200000000006,58.363,1.1842
CCOCCNC,386.59,221.0,557.5324963610906,34.52080292625943,368.5,103.16499999999994,35.57,0.2423
CCC(C)(CC)CN,429.06,254.33,619.5364955598875,30.389631543951303,445.5,115.21999999999991,40.521,1.7714
CCc1ccccc1N,486.83,302.12,711.2657864647246,38.43538761511879,404.5,121.18299999999994,46.981,1.8312
CCCCC(CC)CNCC(CC)CCCC,614.97,292.74,782.1545991643052,13.46687989226496,954.5,241.4630000000003,56.870000000000005,5.008800000000004
NC1CCCC1F,396.41,236.62,598.2707694328658,42.22044051963231,302.5,103.13999999999994,36.496,0.8356999999999999
CC(C)(F)CN,359.69,221.11,543.2387802743593,40.51796546329659,295.5,91.12899999999996,33.026,0.6932000000000001
NC(=O)CF,371.03,246.08,558.3174821357742,56.10963823310749,200.5,77.05799999999999,36.616,-0.5588000000000002
FCC(=O)Nc1ccccc1,512.63,309.52,723.9471661909174,37.9164745565289,434.5,153.15600000000006,48.043000000000006,1.5946
NC(=O)c1ccccc1F,517.09,341.37,743.0404602335909,44.50376301568178,372.5,139.12900000000005,50.684,0.9246
CCC(F)CN,362.48,203.69,538.349844555344,39.956463437438565,300.5,91.12899999999996,33.934,0.6932000000000001
NCCF,317.16,196.15,488.4797271364196,51.166493723917874,194.5,63.07500000000002,29.87,-0.0853999999999999
FCCNCCF,339.83,188.68,492.0514142253812,35.47305626275034,330.5,109.11899999999996,29.3,0.5150000000000001
CN(CCF)CCF,324.98,179.76,469.8262212590337,31.21001217190474,369.5,123.14599999999994,27.133000000000003,0.8572
ONC(=O)c1ccccc1F,586.9100000000001,371.59,788.044390056717,47.49689014111801,397.5,155.12800000000004,63.158,0.9447
CNCCF,317.67999999999995,176.82,477.9253993775446,42.275361412064704,256.5,77.10199999999996,27.891,0.1752999999999999
CCC(N)C(C)F,384.92,199.96,564.4233156684907,35.856430850873096,350.5,105.15599999999996,35.772000000000006,1.0817
CC(F)CN,339.6,192.42,515.6071678263071,45.28583513420004,244.5,77.10199999999996,31.708,0.3031000000000001
CC(C)(N)F,336.80999999999995,209.84,520.6544264878105,45.96380350474001,239.5,77.10199999999996,30.800000000000004,0.6507000000000001
CCCCC(C)N,408.97,225.64,593.2013500338484,33.45106994919786,394.5,101.19299999999993,39.203,1.5238
CN(C)C(=O)c1ccccc1O,579.1299999999999,411.73,806.3516219658518,42.110919319268575,421.5,165.19200000000006,59.70700000000001,1.094
CC(O)C(N)=O,486.38,302.58000000000004,678.1623537518094,60.46694997448293,251.5,89.09399999999997,55.95,-1.1475000000000002
Nc1ccccc1I,534.21,337.64,803.6783165496038,48.024996049944086,380.5,219.02500000000003,51.902,1.8734
CC(C)OCCN,408.51,236.6,593.8290533746217,36.73094582185493,356.5,103.16499999999996,39.387,0.3701000000000002
CNC(=O)C(C)(C(C)C)C(C)C,528.3299999999999,277.47,721.5814659779795,23.40556055264273,613.5,171.2840000000002,48.964,2.0507
COc1ccccc1S,476.7,266.28,714.7356878339183,42.88663047892787,391.5,140.20700000000005,43.261,1.9839000000000009
COC(C)CN,385.63,225.33,572.1531689181675,41.40930781857424,300.5,89.13799999999995,37.161,-0.0199999999999999
COC(C)(C)CN,405.72,254.02,599.0220048899756,37.22563312426177,351.5,103.16499999999994,38.479,0.3701000000000002
COC(C)(C)N,382.84,242.75,577.585311699562,42.00182371918589,295.5,89.13799999999995,36.253,0.3276000000000002
COc1ccc(C)cc1N,514.23,336.87,737.4611385529189,36.954573590413965,422.5,137.18200000000007,50.053,1.58582
COCCNCCOC,431.89,254.5,602.186642053269,30.356153571780915,442.5,133.191,40.206,-0.1312000000000002
COc1ccccc1C(=O)N(C)C,548.79,346.03000000000003,759.5753077277234,30.25605090762101,529.5,179.2190000000001,51.991,1.397
CC(C)C(N)N,435.3,271.36,642.2704805936049,46.15134688090737,305.5,88.15399999999994,45.004000000000005,-0.1140999999999999
Cc1c(N)cccc1N,541.46,386.63,781.6761460262164,45.96380350474001,377.5,122.17099999999996,56.05799999999999,1.15942
Cc1cc(N)ccc1N,541.46,386.63,781.6761460262164,45.96380350474001,377.5,122.17099999999996,56.05799999999999,1.15942
CC(=C)C(N)=O,414.08,252.31000000000003,617.9923653586146,48.56195898942562,276.5,85.10599999999997,41.295,0.0478000000000001
CC(C)(N)C#C,373.42,278.76,582.0315957648886,46.02619074358073,295.5,83.13399999999996,35.927,0.3569000000000001
Cc1c(N)cccc1Cl,506.36,333.29,741.6183766226234,40.62132757810365,397.5,141.60100000000006,49.80200000000001,2.23062
CC1OCCC1S,414.42,215.8,639.731483816439,44.68243301209644,330.5,118.20099999999994,37.919,1.0936
Cc1cc(Cl)ccc1N,506.36,333.29,741.6183766226234,40.62132757810365,397.5,141.60100000000006,49.80200000000001,2.23062
Cc1cccc(c1N)[N+]([O-])=O,620.77,446.98,879.2977470985737,43.28254847645428,430.5,152.15300000000008,62.008,1.48542
CNc1cnccn1,498.25,368.27,743.5265992630394,54.707468225902446,340.5,109.13199999999996,47.856,0.5182999999999998
CNc1ccccn1,467.43,308.0,697.7740257705414,47.62809695746954,347.5,108.14399999999996,43.872,1.1232999999999995
CCCC(C)CN,408.97,225.64,593.2013500338484,33.45106994919786,394.5,101.19299999999993,39.203,1.3813
Cc1ccccc1N,463.95,290.85,692.1042798493484,43.45390778820044,348.5,107.15599999999996,44.755,1.57722
Cc1ccccc1CN,486.83,302.12,711.2657864647246,38.43538761511879,404.5,121.18299999999994,46.981,1.45372
CCC(C)CN,386.09,214.37,571.4936075504004,37.499685940130256,338.5,87.16599999999994,36.977,0.9912
CC(C)C(N)=O,417.08,253.03,617.2279618591953,46.02619074358073,288.5,87.12199999999996,41.497,0.1277
Nc1ccc2ccccc2c1,551.5699999999999,357.36,800.8696325893494,41.0913872452334,438.5,143.18900000000005,53.07299999999999,2.4220000000000006
NC(=O)c1ccccc1[N+]([O-])=O,669.66,484.39,933.3003158219364,48.091628017028285,436.5,166.13600000000002,68.09200000000001,0.6937
Nc1ccccc1[N+]([O-])=O,592.91,423.19,856.6495865554315,50.370703190127735,374.5,138.12600000000003,59.120000000000005,1.177
O=N(=O)c1ccccc1Nc1ccccc1,734.51,486.63,1004.5384964751162,34.6836366764197,608.5,214.22400000000005,70.547,3.338400000000001
Cc1ccc(N)c(c1)[N+]([O-])=O,620.77,446.98,879.2977470985737,43.28254847645428,430.5,152.15300000000008,62.008,1.48542
CNCC(N)N,463.03,327.75,670.2990273693734,53.20164861268721,290.5,89.14199999999995,49.602,-1.550699999999999
CNC(N)(C)C,410.59,273.18,610.4209753486203,43.68397440293837,312.5,88.15399999999994,40.279,-0.0994000000000003
CCCC(C)N,386.09,214.37,571.4936075504004,37.499685940130256,338.5,87.16599999999994,36.977,1.1337
CCC=CC(N)=O,444.56,274.22,647.8612701330694,42.942856799314285,330.5,99.13299999999995,44.069,0.4379
NCCc1ccccc1,481.85,289.6,704.9658977044666,39.16033966112209,404.5,121.18299999999992,46.319,1.1878
NC(=O)NNc1ccccc1,613.1800000000001,433.58,847.8337169634109,50.085922399877006,424.5,151.16900000000007,63.711,0.6818
NCc1ccccn1,489.79,338.6,731.4877839344679,50.657919732526175,341.5,108.14399999999996,48.077,0.5403000000000001
NCC=C,337.45,205.07,523.5856035852014,50.51400526052851,213.5,57.09600000000001,32.243,0.1311
NC(=O)C=C,391.3200000000001,255.0,592.9178499227831,55.36068594104307,219.5,71.07899999999998,38.989,-0.3423
NCC#C,330.89,253.8,526.9544049949972,59.08066933671903,194.5,55.080000000000005,32.771,-0.4216999999999999
Nc1ncc2nccnc2n1,674.8499999999999,598.44,978.6514335514164,72.80224580367853,410.5,147.14100000000005,69.009,0.0019999999999998
Nc1ccccn1=O,410.6,309.85,610.5737454122208,64.8271319698891,296.5,110.11599999999996,47.128,-0.0977999999999998
Nc1sccn1,465.55,391.0,724.2151408830624,71.33400292184074,241.5,100.146,46.747,0.7253000000000001
NC(=O)c1sccc1,511.48,391.93,760.155995757168,57.91742828084855,310.5,127.16799999999996,51.735,0.847
OC(=O)c1sccc1,530.5899999999999,419.34,774.2137995952854,55.27839582095327,299.5,128.15199999999996,51.512,1.4463
Cc1ccccc1C(N)=O,540.7,352.05000000000007,774.654974090105,41.62330905306972,410.5,135.16600000000005,53.727,1.09392
NCCc1cccnc1,512.67,349.87,749.8165825519801,44.3852443918134,397.5,122.17099999999994,50.303,0.5828
CN(C)CCCn1c2ccccc2c2ccccc12,675.3599999999999,456.9100000000001,890.1245872600127,21.958929774464224,789.5,252.36100000000013,63.104,3.746200000000002
CCN(CC)c1cccc(O)c1,548.1399999999999,373.0700000000001,763.3362313669415,34.60207612456747,471.5,165.2360000000001,55.187,2.2384000000000004
CN(C)CCC(=O)c1ccccc1,544.27,322.55,752.8079083517127,28.23324272344635,567.5,177.2470000000001,51.145,1.821
CN(C)C1=CC(=O)CC(C)(C)C1,532.5899999999999,347.71000000000004,755.2502934555581,28.4748094750498,537.5,167.25200000000012,44.376000000000005,1.821
CN(C)c1cccc(O)c1,502.38,350.53000000000003,725.0373339096532,43.974136172069024,359.5,137.18200000000004,50.735,1.4582
CCNc1cccc(O)c1,540.1099999999999,370.72,766.277502039479,44.86218113643977,376.5,137.18200000000004,55.128,1.824
CNC(C)=CC(=O)c1ccccc1,586.04,323.7,810.9948561526173,30.524098775983635,565.5,175.23100000000008,55.57600000000001,1.9925
CNCCC#N,443.37,252.49,639.549140718986,38.387774875662,320.5,84.12199999999996,41.412000000000006,0.1194799999999999
CN(C)c1cccnc1,452.5799999999999,299.08000000000004,674.4506519861012,41.0913872452334,386.5,122.17099999999994,41.705,1.1476
Nc1cccc(c1)C(F)(F)F,458.53,295.04,665.0181194341101,37.499685940130256,391.5,161.12600000000003,41.008,2.2876000000000003
FC(F)(F)c1cc(ccc1)NC(C)=O,535.8,336.91,736.893932934125,30.65946046707848,515.5,203.16300000000007,48.001000000000005,2.6638
CN(C)CC(C(F)(F)F)C(F)(F)F,338.04,183.23,474.07093932239775,24.507401235173017,469.5,209.13300000000004,23.111,2.2888
CN(C)CCC(F)(F)F,321.02,182.77,466.9421958230942,30.32273088940208,376.5,141.13600000000008,25.020000000000003,1.5004
CNCC(C(F)(F)F)C(F)(F)F,352.89,192.15,495.5698743903311,27.44025501875404,430.5,195.10600000000005,25.278,1.9466
NCCC(F)(F)F,335.35,211.02,498.9569367356083,40.82924190305096,275.5,113.08199999999998,29.166,0.8975000000000002
CC(N)C(F)(F)C(F)(F)F,353.1,210.89000000000004,513.175419185183,33.64538304595689,350.5,163.08900000000006,28.074000000000005,1.5312
CC(C)(N)C(F)(F)C(F)(F)C(F)(F)F,391.38,254.45,550.5756440122894,25.61097542985461,482.5,227.12300000000005,28.688,2.5566000000000004
CC(N)C(F)(F)C(F)(F)C(F)(F)F,371.29,225.76,524.4414668010146,27.965136423723266,431.5,213.09600000000003,27.37,2.1665
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,767.3600000000001,554.28,1037.564889721412,33.489797668038406,647.5,253.1320000000001,79.558,3.8248000000000006
CC(F)(F)CCN,358.96,221.7,532.2850627326329,38.29281442995784,313.5,109.11899999999996,32.209,0.9904000000000002
CNCCC(F)F,339.39,173.68,495.1707032389845,35.81352755725597,324.5,109.11899999999996,28.912000000000003,0.861
CC(N)C(C)(C)C,405.74,228.06,602.5311595364226,34.198556820902155,383.5,101.19299999999993,37.907,1.3797
CC(C)(C)CCN,406.18,243.06,598.3192999042568,33.88080191792443,389.5,101.19299999999993,38.295,1.3813
N#CCCNCCC#N,591.21,340.02,799.5688352003307,29.82794347366088,458.5,123.15899999999996,56.342,0.40336
NCCCNCCCN,532.1099999999999,376.56,726.8018689425065,35.98560431884828,464.5,131.22299999999996,56.668000000000006,-0.7263999999999986
Nc1ccc(cc1N)C(O)=O,686.97,547.23,935.5887008417236,52.05632911260616,401.5,152.15300000000005,73.222,0.5491999999999999
Cc1ccc(N)c(N)c1,541.46,386.63,781.6761460262164,45.96380350474001,377.5,122.17099999999996,56.05799999999999,1.15942
Nc1ccc(Cl)c(Cl)c1,520.9100000000001,351.94,765.8997680672422,43.857725538353584,390.5,162.01900000000003,51.961,2.575600000000001
Nc1ccncc1N,544.42,423.11,802.6556724374615,62.294079134660485,314.5,109.13199999999996,57.154,0.2460000000000001
Cc1ccc(N)cc1C,491.81,314.64,717.5517945725124,37.73038171072569,404.5,121.18299999999994,47.643,1.88564
Nc1cc(N)cc(c1)C(O)=O,686.97,547.23,935.5887008417236,52.05632911260616,401.5,152.15300000000005,73.222,0.5491999999999999
Cc1cc(N)cc(N)c1,541.46,386.63,781.6761460262164,45.96380350474001,377.5,122.17099999999996,56.05799999999999,1.15942
Nc1cc(Br)cc(Br)c1,578.37,411.7,845.2767507139042,59.354085104261394,416.5,250.921,56.06100000000001,2.793800000000001
Nc1cc(Cl)cc(Cl)c1,520.9100000000001,351.94,765.8997680672422,43.857725538353584,390.5,162.01900000000003,51.961,2.575600000000001
Nc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,749.73,579.3199999999999,1034.3737748604003,50.1568907542794,456.5,183.123,76.37299999999999,1.0852
NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,826.48,640.52,1107.25544375585,47.89214688521451,518.5,211.133,85.345,0.6019
Cc1cc(C)cc(N)c1,491.81,314.64,717.5517945725124,37.73038171072569,404.5,121.18299999999994,47.643,1.88564
NCCNCCNCCNCCNCCN,774.1399999999999,579.6199999999999,966.8258368674792,24.702678560841704,793.5,232.37600000000023,84.88,-2.7377999999999965
CN(C)c1ccc(N(C)C)c2C(=O)NC(=O)c12,736.26,617.57,975.3660782340409,29.86055122577563,644.5,233.2710000000001,66.128,0.7021999999999999
Nc1ccc(N)c2C(=O)NC(=O)c12,764.9200000000001,674.07,1044.3791506466273,56.702714472347246,442.5,177.16300000000004,74.42,-0.2653999999999999
CC(=O)Nc1cccc2C(=O)NC(=O)c12,764.6800000000001,620.1599999999999,1023.22790777177,42.00182371918589,537.5,204.1850000000001,70.11,0.5285999999999998
NCCCO,432.95,267.65,610.119150583931,54.30506085153595,251.5,75.11099999999995,49.592,-0.6724999999999999
NC(CC(O)=O)c1ccccc1,649.8,446.4699999999999,885.8002055688996,39.20939739469239,478.5,165.19200000000006,65.321,1.1611
Cc1nnc(N)nc1C,584.27,495.4500000000001,851.6413683056448,55.94189650861031,383.5,124.14699999999996,59.595,0.0706399999999996
NC(=O)c1cccc(N)c1,590.3499999999999,424.04,837.475670860074,51.23977190103142,383.5,136.15400000000008,62.14200000000001,0.3677000000000002
Nc1cccc(S)c1,503.93,316.04,761.4460636352713,54.30506085153592,346.5,125.19599999999996,49.266000000000005,1.5575
Nc1cccc(c1)C(O)=O,609.46,451.45,851.3521728771542,49.03922353255029,372.5,137.13800000000003,61.919,0.967
CCOC(=O)c(ccc1)cc1N,567.93,355.72,791.9376831093566,34.439815733209905,486.5,165.1920000000001,56.614,1.4455
Nc1cccc(c1)C#N,566.03,355.84000000000003,812.9596596183304,42.05631845717237,374.5,118.13899999999995,55.233,1.1404800000000002
CC(N)CC(O)=O,508.72,363.7,718.4253796786054,47.69390433747443,306.5,103.12099999999994,51.915000000000006,-0.1917
Nc1cccc(c1)[N+]([O-])=O,592.91,423.19,856.6495865554315,50.370703190127735,374.5,138.12600000000003,59.120000000000005,1.177
Cc1ccc(O)cc1N,544.5699999999999,402.57,786.4059627238923,53.43524503265962,314.5,123.15499999999994,57.76899999999999,1.2828199999999998
Nc1cccc(O)c1,516.71,378.78,762.3043191840225,63.28917647490679,258.5,109.12799999999994,54.881,0.9744
Nc1cccnc1,466.91,327.33000000000004,713.1451058528897,58.360728832125936,285.5,94.11699999999996,45.851,0.6638000000000001
Nc1cccc(Br)c1,507.23,339.38,757.3603848692167,54.70746822590247,354.5,172.02500000000003,48.964,2.0313
CNC(CCl)C(F)(F)F,372.86,206.61,538.716440679122,33.25843533695451,380.5,161.55400000000006,31.184,1.3755
NC(CCl)C(F)(F)F,372.34,225.94,549.073224003457,39.35712497776322,318.5,147.52700000000004,33.163,1.1148
Nc1ccc(F)c(Cl)c1,482.75,322.61,709.3303827148551,43.39667512033899,359.5,145.56400000000002,46.759,2.0613
COc1ccc(N)cc1Cl,528.78,355.52,761.0581849261716,39.755171750293,415.5,157.60000000000008,52.21199999999999,1.9308
CC(=O)Nc1cccc(Cl)c1,555.77,351.37,784.3596620071334,37.59170967471518,465.5,169.61100000000008,53.907,2.2984
NC(=O)c1cccc(Cl)c1,555.25,370.7000000000001,798.3541352573086,44.98261646786599,403.5,155.58400000000003,55.886,1.4389
Nc1cccc(Cl)c1,478.5,309.5,716.7695739060284,47.04191057897303,341.5,127.57399999999996,46.914,1.9222
Cc1ccc(N)cc1Cl,506.36,333.29,741.6183766226234,40.62132757810365,397.5,141.60100000000006,49.80200000000001,2.23062
CN(C)C=CC#N,432.68,238.49,630.9475332011933,35.72795165579406,339.5,96.13299999999995,39.203,0.58528
CC(CN)CF,362.48,203.69,538.349844555344,39.956463437438565,300.5,91.12899999999996,33.934,0.5507000000000002
CC(N)C(C)(C)F,382.13,217.38,569.3987954547513,36.33349937742548,345.5,105.15599999999992,34.864,1.0817
CNCC(C)(C)CF,383.09,213.05,554.631997348121,30.625535755466124,413.5,119.18299999999992,33.273,1.2015
CNCCCF,340.55999999999995,188.09,501.4938792300956,37.45380073679116,312.5,91.12899999999996,30.117000000000004,0.5654000000000001
CCC(F)CCN,385.36,214.96,560.7044972062553,35.51534902354099,356.5,105.15599999999996,36.16,1.0833000000000002
NCCCF,340.04,207.42,511.8046730367514,44.802144768274346,250.5,77.10199999999996,32.096000000000004,0.3047000000000002
NCC(N)CF,412.13,275.67999999999995,605.2366206734514,48.97061322470999,273.5,92.11699999999996,42.349,-0.7581000000000004
CCCC(N)CC,408.97,225.64,593.2013500338484,33.45106994919786,394.5,101.19299999999993,39.203,1.5238
CNC(CO1)=Nc2ccccc2C1c1ccccc1,774.26,510.39,1038.8519715639598,27.671695259368185,747.5,252.3170000000001,74.79100000000001,3.055600000000002
NC(=O)c1ncccc1O,624.28,500.25,885.6090654773051,70.26177429248148,313.5,138.12600000000006,67.837,-0.1139000000000002
Nc1ccc(cc1O)C(O)=O,690.0799999999999,563.17,940.045034379796,61.13063555687868,338.5,153.13700000000003,74.93299999999999,0.6726
NC(=O)c1cccc(O)c1,593.46,439.98,842.1274176840884,60.09254251547383,320.5,137.13800000000006,63.85300000000001,0.4911
COc1cccc(N)c1,486.37,313.08000000000004,712.1881773453257,42.49612010423448,366.5,123.15499999999994,47.165000000000006,1.2774
Cc1cccnc1N,494.77,351.12,737.8278352705148,49.59333465582225,341.5,108.14399999999996,48.739,0.97222
Cc1cc(N)ccc1Br,535.09,363.17,781.3593354019665,46.720915879458175,410.5,186.05200000000008,51.852,2.33972
CNc1cccc2C(=O)NC(=O)c12,687.93,558.96,947.7660403715848,43.85772553835357,475.5,176.17500000000004,61.13799999999999,0.6118999999999999
Cc1cccc(N)c1,463.95,290.85,692.1042798493484,43.45390778820044,348.5,107.15599999999996,44.755,1.5772199999999998
Cc1cccc(c1)C(N)=O,540.7,352.05000000000007,774.654974090105,41.62330905306972,410.5,135.16600000000005,53.727,1.09392
Cc1cccc(CN)c1,486.83,302.12,711.2657864647246,38.43538761511879,404.5,121.18299999999994,46.981,1.45372
CC(C)CC(N)=O,439.96,264.3,638.0195372383216,40.56959714390036,344.5,101.14899999999994,43.723,0.5178000000000001
CCC(C)C(C)N,408.53,210.64,597.1223796565566,33.76278470046164,388.5,101.19299999999993,38.815,1.3797
Cc1cccc(CC(=O)Nc2ccccc2)c1,705.18,426.76,944.7468708592464,26.70779667354392,700.5,225.2910000000001,67.38,3.1762200000000016
Cc1cccc(NC(N)=O)c1,590.87,404.71,823.5636061518043,42.33038953694362,445.5,150.1810000000001,60.163,1.48562
CC(C)(C)[C@H](N)C(O)=O,551.25,388.66,767.3317162551106,38.05694917989177,407.5,131.17499999999998,55.07100000000001,0.4443999999999999
Cc1ccc(N)cc1[N+]([O-])=O,620.77,446.98,879.2977470985737,43.28254847645428,430.5,152.15300000000008,62.008,1.48542
NC(=O)c1cccc(c1)[N+]([O-])=O,669.66,484.39,933.3003158219364,48.091628017028285,436.5,166.13600000000002,68.09200000000001,0.6937
Nc1cccc(c1N)[N+]([O-])=O,670.4200000000001,518.97,940.71463217752,53.51345247925151,403.5,153.14100000000005,70.423,0.7591999999999999
Cc1c(N)cccc1[N+]([O-])=O,620.77,446.98,879.2977470985737,43.28254847645428,430.5,152.15300000000008,62.008,1.48542
CC(=O)CC(=O)Nc1ccccc1,612.99,381.4,835.7527383687499,34.27869400918119,534.5,177.2030000000001,60.05799999999999,1.6041999999999998
CCC(N)CC,386.09,214.37,571.4936075504004,37.499685940130256,338.5,87.16599999999994,36.977,1.1337
ClC(=O)C=Cc1ccccc1,527.66,292.38,762.2194322937203,35.72795165579406,466.5,166.60700000000006,48.993,2.4652000000000003
NCCCc1ccccc1,504.73,300.87,724.1964118006954,34.8476252737281,460.5,135.21,48.545,1.5779
OC(=O)c1cccnc1,562.77,415.94,808.7618700358751,53.04676762173835,336.5,123.11099999999996,54.6,0.7797999999999999
NCc1cccnc1,489.79,338.6,731.4877839344679,50.657919732526175,341.5,108.14399999999996,48.077,0.5403
Nc1cnc2ccccc2c1,582.3899999999999,417.63,845.3562429970052,46.72091587945816,431.5,144.17700000000005,57.057,1.817
Oc1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)cc1,971.95,754.48,1259.7124680208392,41.516101604846426,656.5,275.2199999999998,100.814,2.9522000000000004
NCCN1CCOCC1,468.75,314.82,677.6756760882886,42.44076860231939,381.5,130.19099999999997,46.71,-0.7227000000000003
NCCc1ccc(O)cc1,562.47,401.3200000000001,798.3039571376617,47.62809695746952,370.5,137.18200000000004,59.333,0.8934
CC(N)Cc1ccc(O)cc1,584.91,397.59,821.250562801153,42.33038953694362,420.5,151.2090000000001,61.17100000000001,1.2819
NCc1ccncc1,489.79,338.6,731.4877839344679,50.657919732526175,341.5,108.14399999999996,48.077,0.5403000000000001
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,649.39,476.3,868.650805880656,26.652672236897484,660.5,231.2990000000001,59.02199999999999,1.55042
CN(C)c1ccc(CO)cc1,541.8,323.4200000000001,735.4246150745079,35.600161767135056,468.5,151.2090000000001,57.28800000000001,1.2449
CN(C)c1ccc(cc1)C(=O)N(C)C,561.69,367.54,768.3691231642806,27.73001283067693,585.5,192.2620000000001,53.85,1.4544
CSc1ccc(N)cc1,532.73,325.25,784.2180579894462,44.44444444444444,402.5,139.22300000000007,51.572,1.9907
CN(C)c1ccncn1,483.3999999999999,359.35,720.1339562377841,46.720915879458175,379.5,123.15899999999996,45.68899999999999,0.5425999999999999
CN(C)c1c2ccccc2ncc1,568.06,389.38000000000005,807.6238347897864,34.0391232066488,532.5,172.23100000000008,52.911,2.3008000000000006
CC(C)(N)CC(F)(F)F,377.88,235.98,552.440883613609,33.105523193067434,376.5,141.1360000000001,32.322,1.6761
CC(CCN)C(F)(F)F,380.67,218.56,548.2186429650876,32.690411019806795,381.5,141.1360000000001,33.23,1.5336
CC(N)CC(F)(F)F,357.79,207.29,525.5490286391245,36.59774213889648,325.5,127.10899999999997,31.004,1.2860000000000005
NCCCC(F)(F)F,358.23,222.29,522.1067911922627,36.24605416392857,331.5,127.10899999999997,31.392,1.2876000000000003
CNCCCC(F)(F)F,358.75,202.96,512.7157727707151,30.82993253485863,393.5,141.13600000000008,29.413000000000004,1.5483
CNC(C)CC(F)(F)F,358.30999999999995,187.96,515.8092638658558,31.105660017002347,387.5,141.13600000000008,29.025,1.5467
CC(C)(N)CC(F)F,381.4,217.97,558.4215125167312,34.439815733209905,363.5,123.14599999999996,34.047,1.3789
NCCCC(F)F,361.75,204.28,528.0175219786655,37.77677627346456,318.5,109.11899999999996,33.117000000000004,0.9904000000000004
Nc1ccc(Oc2ccc(N)cc2)cc1,704.96,491.63,965.4423779244568,37.13494952060636,567.5,200.24100000000007,71.874,2.643300000000001
NC1=NCCS1,466.39,390.24,722.1626944802299,67.18624025799515,255.5,102.16199999999998,46.455,0.0479000000000001
CC(C)Cc1sc(C)c(C)n1,539.8199999999999,385.4,767.989756722151,29.568993480332622,542.5,169.29300000000012,50.39800000000001,2.9584400000000013
Nc1cnc2c(N)ncnc2n1,752.3599999999999,694.22,1059.1628823465944,78.31466833737959,439.5,162.15600000000006,80.312,-0.4158000000000004
NCCOCCN1CCOCC1,536.9300000000001,359.59,738.2049442696721,32.87812473697499,511.5,174.24400000000017,53.572,-0.7060999999999991
