SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,Molecular Weight,EnthalpyVap,Log P
C1=CN=C(N=C1)N,497.73,387.6,759.9384244215105,68.07611454214728,278.5,95.10499999999998,49.835,0.0587999999999999
C1CC(NC1)C2=CN=CC=C2,549.73,405.08,810.0401658975463,41.89315151705575,458.5,148.20900000000012,51.129000000000005,1.5061
C1CC(=O)NC1,427.44,323.23,659.830185421791,56.61741517720401,245.5,85.10599999999997,36.069,-0.1036
CC(=O)C1=CC=CN1,462.55,341.52000000000004,686.740584134073,48.49434749885553,328.5,109.12799999999996,44.266000000000005,1.2173
CC(=O)C#N,424.19,238.49,631.4252889348625,46.40319550965559,235.5,69.06299999999999,39.496,0.0989799999999999
C1=CC=C2C(=C1)C=NC=N2,535.7,382.12,803.7570156569528,50.44227789256198,395.5,130.15,49.738,1.6297999999999997
C1=CC(=C2C=CC=NC2=C1)N,582.3899999999999,417.63,845.3562429970052,46.72091587945816,431.5,144.17700000000005,57.057,1.8169999999999995
C1=CC2=C(C=CC(=C2)O)N=C1,585.5,433.5700000000001,850.1353769803727,54.385186345402495,368.5,145.16100000000006,58.768,1.9403999999999992
C1=CC2=C(C(=C1)O)N=CC=C2,585.5,433.5700000000001,850.1353769803727,54.385186345402495,368.5,145.16100000000006,58.768,1.9403999999999992
C1=CC=C2C(=C1)N=CC=N2,535.7,382.12,803.7570156569528,50.44227789256198,395.5,130.15,49.738,1.6297999999999997
C1=CC=C2C(=C1)NC(=O)C=N2,599.21,483.07,874.7115576561714,52.13152784475233,404.5,146.14900000000003,54.241,0.9230999999999996
C(CC(=O)N)C(=O)N,543.9200000000001,401.22,761.4277436540784,53.9070771367148,329.5,116.11999999999996,59.27199999999999,-1.2627999999999997
C1CC(=O)NC1=O,495.26,391.45,747.4573831874097,59.72160178113704,252.5,99.08899999999996,40.316,-0.5770000000000002
C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,788.9200000000001,565.21,1094.272174806582,35.557717464777404,698.5,233.2740000000001,75.104,3.2056000000000013
C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,685.04,497.17,956.4207013535872,36.33349937742549,541.5,260.891,68.005,4.2084
C1=C(C(=NC(=C1Cl)Cl)Cl)Cl,559.04,401.31,819.2134270346791,41.144119209325225,452.5,216.88200000000003,54.736,3.6952
C(#N)C(=C(C#N)C#N)C#N,749.1199999999999,384.34,1000.3715604749392,29.79538910394537,457.5,128.094,70.98,0.3773199999999998
CCCCCCCCCCCCCCN,592.45,330.79999999999995,762.0487600844764,15.936191489276936,848.5,213.40900000000028,57.399,4.646200000000003
C(CNCCNCCNCCN)N,678.21,504.42,870.5126852634376,29.76288800016905,646.5,189.30700000000024,73.992,-2.327399999999997
CCN(CC)CCN(CC)CC,453.28,267.4,613.3519554463564,21.00344372463309,631.5,172.3160000000002,41.94,1.67
CCN(CC)CN(CC)CC,430.4,256.13,591.1102105897421,22.981130653243238,575.5,158.2890000000002,39.714,1.6275
CCN(CC)C(=O)N(CC)CC,484.27,306.06,655.186939674258,24.434768818986985,581.5,172.27200000000016,46.46,1.79
C(C([N+](=O)[O-])(F)F)([N+](=O)[O-])(F)F,539.66,406.72,767.6147428002728,42.83051451440476,361.5,192.024,47.368,0.7254
C1CCC2=C(C1)C3=CC=CC=C3N2,590.5799999999999,435.61,841.8264803733468,35.77070122021015,530.5,171.2430000000001,54.23400000000001,3.0467000000000004
C1CC(OC1)CN,428.76,266.84000000000003,643.0066147078451,46.27701420704337,306.5,101.14899999999996,42.132000000000005,0.1241000000000002
C1CNCC2=CC=CC=C21,501.41,353.82,744.101061333481,41.46265313712652,418.5,133.194,45.718,1.3323
COC1=CC2=C(C=C1)NCCC2,551.6899999999999,399.84,787.6143267829815,35.38869706249042,492.5,163.2200000000001,51.016000000000005,2.0533
C1CCC2=C(C1)C=CC=C2N,553.25,355.84000000000003,797.4018923986391,37.5456555171088,466.5,147.2210000000001,52.489,2.1476
CCCC1=NCCCC1,464.7,276.36,681.8487847795152,33.56745514380968,452.5,125.21499999999992,41.304,2.4114000000000004
C1CNCC=C1,385.93,263.52,605.1026239500036,51.09337262754312,272.5,83.13399999999994,34.512,0.5359
C1CC2=CC=CC=C2NC1,501.41,353.82,744.101061333481,41.46265313712652,418.5,133.19400000000002,45.718,2.0447
C1CCC2=C(C1)C=CC=N2,506.56,320.33000000000004,754.0366212377564,40.21023519368665,430.5,133.19400000000002,45.17,1.9604
C1CNC2=CC=CC=C2N1,527.0799999999999,447.58,779.5816231484566,48.76564401860117,399.5,134.18200000000002,50.25,1.5239999999999998
CC1=C(C(=CC=C1)C)N(C)C,477.48,286.39,682.0681389327716,28.323468741228574,505.5,149.23700000000014,43.497,2.36944
CN(C)C1=CC=CC=C1N(C)C,484.94,306.34000000000003,685.6102878811065,28.719489849957903,523.5,164.25200000000012,44.878,1.8186
CN(C)C1=CC=C(C=C1)N(C)C,484.94,306.34000000000003,685.6102878811065,28.719489849957903,523.5,164.25200000000012,44.878,1.8186
CN(C)CCCCN(C)C,407.52,244.86,568.7589866487903,25.2518875785965,519.5,144.2620000000001,37.488,0.8897999999999999
CN(C)CCN(C)C,361.76,222.32,523.4280951939994,30.932899117917447,407.5,116.20799999999991,33.036,0.1095999999999999
CN(C)CCCCCCN(C)C,453.28,267.4,613.3519554463564,21.00344372463309,631.5,172.3160000000002,41.94,1.67
CN(C)CN(C)C,338.88,211.05,500.2814599910133,34.520802926259414,351.5,102.18099999999993,30.81,0.0670999999999999
CC1(CC(CC(N1)(C)C)N)C,537.29,426.18,772.4533827639857,31.883271516983744,532.5,156.2730000000002,50.536,1.2543000000000002
CC1(CCCC(N1)(C)C)C,469.43,347.16,694.0060983477737,31.03638239926754,504.5,141.2580000000001,40.20400000000001,2.3171
CC1(CC(=O)CC(N1)(C)C)C,537.25,415.38000000000005,778.7850854096395,32.28305785123968,511.5,155.24100000000016,44.451,1.4961
CN(C)CCCN(C)C,384.64,233.59,546.2248378391462,27.876615868038787,463.5,130.23499999999993,35.262,0.4996999999999998
CC1=C(N=C(C(=N1)C)C)C,531.66,386.98,767.2164372896453,34.6836366764197,473.5,136.19800000000006,50.084,1.71028
CN(C)C(=O)N(C)C,392.75,260.98,568.1507821110866,37.22563312426177,357.5,116.16399999999992,37.556,0.2296
C1=NN=CN=N1,481.86,412.36,764.7408051448173,88.99964400142397,235.5,82.066,46.5,-0.7334
C1=NSN=C1,418.86,355.49,679.0653346420058,78.45346258279783,205.5,86.11899999999999,39.428,0.5380999999999999
C1=NN=CS1,418.86,355.49,679.0653346420058,78.45346258279783,205.5,86.119,39.428,0.5381
C1=CSC=N1,388.04,295.22,629.3731246452031,66.53023533074841,212.5,85.13099999999999,35.444,1.1430999999999998
C1CSCN1,384.57,327.19,615.0045075862789,61.61140944724706,228.5,89.16299999999997,35.408,0.2803
C(CSCCN)N,504.96,335.76,724.6704493825025,46.21411647158917,371.5,120.22099999999996,52.597,-0.3630000000000001
C1CSCCN1,411.72,334.94,649.4370055332279,55.27839582095327,276.5,103.18999999999996,37.806,0.3228
C1=CSC(=C1)C#N,487.16,323.73,734.7105521543748,46.977447536761005,301.5,109.15299999999998,44.826,1.6197799999999998
C1=CSC=C1C#N,487.16,323.73,734.7105521543748,46.977447536761005,301.5,109.15299999999998,44.826,1.61978
C1=CN=NC=N1,451.04,352.09000000000003,716.1223701091056,74.70218107958097,242.5,81.07799999999999,42.516000000000005,-0.1284
C1=NC=NC=N1,451.04,352.09000000000003,716.1223701091056,74.70218107958097,242.5,81.07799999999999,42.516000000000005,-0.1284
C1=NNN=C1,419.58,377.07,669.5891679948442,82.94597562715451,196.5,69.06699999999998,40.374,-0.1953
C1=NC=NN1,419.58,377.07,669.5891679948442,82.94597562715451,196.5,69.06699999999998,40.374,-0.1953
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3,772.56,438.16,1019.5349500120255,19.87657047267876,905.5,287.40599999999955,71.211,4.889000000000004
C1=C(C=C(C(=C1Br)N)Br)Br,649.51,484.02,930.545870577518,64.61885216240528,478.5,329.8169999999999,63.158,3.5563
C(=O)(C(Cl)(Cl)Cl)N,480.82,337.67,716.6980494714237,52.35810430153241,318.5,162.40300000000002,49.292,0.8419000000000001
C(#N)C(Cl)(Cl)Cl,456.5,269.47,690.6012990626461,42.88663047892787,309.5,144.388,42.383,1.88018
C1=CC(=C(C(=C1N)Cl)Cl)Cl,563.3199999999999,394.38,813.8972948649974,40.98622698828286,439.5,196.46400000000003,57.008,3.229
C1=C(C(=CC(=C1Cl)Cl)Cl)N,563.3199999999999,394.38,813.8972948649974,40.98622698828286,439.5,196.46400000000003,57.008,3.229
C1=C(C=C(C(=C1Cl)N)Cl)Cl,563.3199999999999,394.38,813.8972948649974,40.98622698828286,439.5,196.46400000000003,57.008,3.229000000000001
C1=C(C(=CC(=C1Cl)Cl)Cl)[N+](=O)[O-],642.6300000000001,454.73,910.9497340253016,38.722933153762185,492.5,226.446,62.958,3.5550000000000006
C([N+](=O)[O-])(Cl)(Cl)Cl,483.38,336.82,736.4938780641428,51.46055342737578,309.5,164.37500000000003,46.27,1.5908
C1=C(N=C(N=C1Cl)Cl)Cl,547.45,419.14,816.8532256279766,50.299280720285694,396.5,183.425,53.673,2.4368
C1(=NC(=NC(=N1)Cl)Cl)Cl,578.27,479.41,862.5443598344086,58.005683396859226,389.5,184.413,57.657,1.8318
CCCCCCCCCCCCC#N,599.1199999999999,301.26,775.7331527674324,16.11582507947922,789.5,195.35000000000025,55.010000000000005,4.820980000000004
CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,898.44,460.33,1110.230652382846,5.948839976204641,1733.5,437.840999999999,84.41699999999999,10.710499999999993
CCCCCCCCCCCCCN,569.5699999999999,319.53,740.0982989628618,17.231631554632628,792.5,199.38200000000023,55.173,4.256100000000003
C(CO)N(CCO)CCO,625.8599999999999,372.31000000000006,782.3912685404453,43.28254847645428,446.5,149.19000000000014,81.03,-1.7347
C(=O)(C(F)(F)F)N,366.34,249.68,544.942663877107,50.58588572850757,225.5,113.038,33.68599999999999,0.0340000000000001
C(C(F)(F)F)N,312.47,199.75,475.3365919149789,46.34004043631926,219.5,99.055,26.94,0.5074000000000002
C1=CC(=CC(=C1)N)C(F)(F)F,458.53,295.04,665.0181194341101,37.499685940130256,391.5,161.12600000000003,41.008,2.2876
C1=CC(=CC(=C1)C(F)(F)F)C#N,510.96,288.04,722.803622505708,30.490398421085203,444.5,171.12100000000004,43.071,2.5770800000000005
CCCCCCN(CCCCCC)CCCCCC,623.8799999999999,325.09,782.5279966549523,11.506547685895182,1061.5,269.51699999999994,57.705,6.029300000000007
CC(C)CN(CC(C)C)CC(C)C,485.28,212.47000000000003,654.7872330090486,18.138602137743096,707.5,185.35500000000025,43.185,3.256400000000002
CC(C)CCN(CCC(C)C)CCC(C)C,553.9200000000001,246.28000000000003,720.2112359583872,14.39160359306532,875.5,227.4360000000003,49.863,4.426700000000004
CC1=CC(=C(C=C1C)N)C,519.6700000000001,338.43,742.770936515418,33.067459932985486,460.5,135.21000000000004,50.531000000000006,2.1940600000000003
CC1=CC(=C(C(=C1)C)N)C,519.6700000000001,338.43,742.770936515418,33.067459932985486,460.5,135.21000000000004,50.531000000000006,2.1940599999999995
CC1=CC(=C(C(=C1)C)[N+](=O)[O-])C,598.98,398.78,840.6243203907858,31.42029801524261,513.5,165.1920000000001,56.481,2.520060000000001
CC1CCNC(C1)(C)C,446.31,311.99,664.3518722848686,32.878124736975,450.5,127.23099999999992,39.129,1.7845
CC1=NC2=C(C=C1)C=C(C=C2)N(C)C,595.9200000000001,413.17,831.6276514184527,30.024394820791898,588.5,186.2580000000001,55.79899999999999,2.6092200000000005
CNC(=O)N(C)C,407.6,269.9,590.5426735104129,42.83051451440476,318.5,102.13699999999994,39.723,-0.1126
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],829.04,639.67,1126.0962677020857,47.10650639777017,509.5,213.105,82.323,1.4112000000000005
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])F,674.04,534.87,955.3840983826208,58.809138469645085,344.5,169.024,65.48,-0.6026999999999999
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],856.9000000000001,663.4599999999999,1146.7095578060987,40.6731570179092,565.5,227.13200000000003,85.211,1.7196200000000006
CCCCCCCCN(CCCCCCCC)CCCCCCCC,761.1599999999999,392.71,932.6692016947876,8.05245303487292,1397.5,353.67899999999906,71.061,8.369900000000007
CCCCCN(CCCCC)CCCCC,555.24,291.28000000000003,713.4981765472363,14.133077053536102,893.5,227.4360000000003,51.027,4.859000000000005
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,703.9200000000001,404.35,968.2715280301898,26.16414073691302,737.5,245.3250000000001,64.533,5.156400000000003
CCCN(CCC)CCC,417.96,223.66000000000005,579.8812666884435,23.025261474869307,557.5,143.27400000000011,37.67100000000001,2.5184000000000006
C(C(N(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F,373.56,257.83000000000004,474.5707701374247,12.242653306177496,836.5,521.0639999999999,8.850000000000001,6.659600000000002
CCCCCCCCCCCN,523.81,296.99,696.8058116166777,20.34551154617953,680.5,171.32800000000023,50.721,3.475900000000001
C=CC1=CC=CC=N1,436.82,264.85,667.2685658672073,43.51125375067007,349.5,105.13999999999996,38.992,1.7246
C=CC1=CN=CC=C1,436.82,264.85,667.2685658672073,43.51125375067007,349.5,105.13999999999996,38.992,1.7246
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,969.88,602.31,1188.264240327827,17.332212054761467,1042.5,336.4319999999995,103.939,2.3655
CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,1053.0300000000002,753.3399999999999,1315.5510545196803,24.65364099762437,909.5,353.3299999999998,108.138,3.517800000000004
CC(=O)NNC1=CC=CC=C1,563.53,361.59,786.0792127027431,40.77711392636304,451.5,150.18100000000007,55.29599999999999,1.1496
CC(=O)CC(=O)NC1=CC=CC=C1,612.99,381.4,835.7527383687499,34.27869400918119,534.5,177.2030000000001,60.05799999999999,1.6041999999999998
CC(=O)NN,421.93,298.15,625.1012161583947,61.322267525750746,217.5,74.08299999999997,43.869,-1.0037999999999998
CC(=O)NO,441.58,275.71000000000004,621.9366454753095,64.82713196988908,207.5,75.06699999999998,49.907,-0.4882999999999999
CC(C(=O)O)NC(=O)C,563.1099999999999,394.3,769.3279174484134,42.99919376511691,374.5,131.131,56.682,-0.4044000000000001
CC(=O)NC1=CC=CC=C1C(=O)O,686.73,493.32,916.864821377582,39.01371761325,496.5,179.17500000000007,68.912,1.3432
CC(=O)NC1=CC=C(C=C1)C(=O)O,686.73,493.32,916.864821377582,39.01371761325,496.5,179.17500000000007,68.912,1.3432
CC(=O)NC(C=O)C(C(C(CO)O)O)O,902.3,507.79,1105.101834956501,48.49434749885553,593.5,221.2090000000001,118.468,-3.2349999999999977
CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,718.01,481.02,959.6982472718988,29.15533495981228,674.5,223.2750000000001,68.58200000000001,3.216200000000001
CC(=O)NC1=CC=CC2=C1C3=CC=CC=C3C2,718.01,481.02,959.6982472718988,29.15533495981228,674.5,223.2750000000001,68.58200000000001,3.216200000000001
CC(=O)NCCCCCC(=O)O,632.1899999999999,443.11,826.239912708372,30.15644257715752,548.5,173.21200000000013,63.74799999999999,0.7674999999999998
CC(=O)NC(CS)C(=O)O,625.97,430.75999999999993,849.9360664015998,46.84891832874916,428.5,163.19800000000006,63.419,-0.4945
CC(=O)NCCO,487.34,298.25,664.5981219450412,48.62971197594189,319.5,103.12099999999997,54.359,-0.8852
CC(=O)NC(CCC(=O)O)C(=O)O,754.3800000000001,577.44,965.5767374826248,37.73038171072568,510.5,189.1670000000001,78.298,-0.5594999999999994
CC(=O)NCC(=O)O,540.67,398.03,745.6922333258268,48.426877110503845,324.5,117.10399999999996,54.844,-0.7929000000000002
CC(=O)NC(CCSC)C(=O)O,677.6499999999999,451.24,893.4837968925223,34.60207612456748,540.5,191.2520000000001,67.95100000000001,0.3287999999999999
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,1193.5800000000002,796.1499999999999,1509.1696298546472,44.98261646786601,748.5,309.2709999999997,155.906,-3.871799999999998
CC(=O)NC(CC1=CC=CC=C1)C(=O)O,727.0699999999999,488.3399999999999,952.4691472610156,31.919307989402792,602.5,207.2290000000001,72.314,0.8183999999999998
CCOC(=O)C(CC1=CC=CC=C1)NC(=O)C,685.54,392.61,896.9824301535153,23.888492339916045,716.5,235.28300000000013,67.009,1.2969
CC(=O)NC(CC1=CC=CC=C1)C(=O)OC,662.6599999999999,381.34,877.4017658514904,26.298487836949374,660.5,221.2560000000001,64.783,0.9067999999999998
CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,841.9100000000001,663.8899999999999,1078.1856662329003,31.991564464282053,695.5,246.2660000000001,85.362,1.2997
CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,807.69,600.06,1040.3482361853903,38.05694917989177,568.5,223.2280000000001,85.328,0.5239999999999998
CCOC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C,766.1600000000001,504.33,985.838999737302,27.78851495119364,682.5,251.28200000000007,80.023,1.0025
CC(C)C(C(=O)O)NC(=O)C,608.4300000000001,401.84,812.5513386864436,34.238590246589744,480.5,159.18500000000012,60.746,0.2316999999999998
C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,944.98,711.0099999999999,1193.1091275171395,24.290469318586755,819.5,361.659,90.76099999999998,4.757500000000002
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,697.87,507.93000000000006,970.4938685555496,38.24546628681269,577.5,194.23700000000008,68.263,2.970200000000001
C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,775.3800000000001,603.71,1051.8342045690697,40.31242126480221,606.5,209.2520000000001,79.56599999999999,2.5524000000000004
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2,683.87,513.1,955.8046934347328,37.36228262623967,557.5,195.2210000000001,61.463,2.6813
C(CCC(=O)O)CC(=O)N,608.79,451.17,815.7268502886178,39.805351829553466,430.5,145.15800000000007,63.50099999999999,0.1167000000000001
CC=CC=CCCC=CC(=O)NCC(C)C,636.0,319.89,828.736398119545,18.54708102329439,794.5,221.3440000000002,59.426,3.2273000000000023
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,682.72,433.55,885.9311251356434,19.68304006915833,802.5,269.77199999999976,65.942,2.9871000000000016
C1(C(=O)NC(=O)N1)NC(=O)N,715.71,678.0899999999999,981.2745219229324,73.17638949157775,358.5,158.11700000000008,70.588,-2.1798
C1=NNC2=C1C(=O)NC=N2,629.3899999999999,628.59,921.8089700262914,78.03818252194434,344.5,136.11400000000003,60.06700000000001,-0.3538
C=CCOC(=O)NCO,511.25,300.16,686.6537781248854,41.83897350588841,376.5,131.131,56.57599999999999,-0.1515999999999999
C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,840.75,706.93,1129.1197864278822,35.0957974888255,662.5,244.25000000000009,71.67299999999999,0.8664999999999999
C=CCNC(=O)N,464.37000000000006,318.93,667.2169790276737,49.10797813123518,310.5,100.12099999999997,47.651,-0.1592999999999999
CCNC1=NC(=NC(=N1)SC)NC(C)C,771.9399999999998,581.99,1024.3990477125726,33.528592680909384,696.5,227.33700000000016,77.159,1.8456
CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CN)C,783.76,507.28,1025.0056467772422,17.28899857797986,963.5,285.4749999999994,71.526,4.779000000000004
C(C(=O)N)N,444.29,328.75,658.5222786154417,65.77696740553935,211.5,74.08299999999997,48.074,-1.5695999999999994
C(C(C(=O)O)N)N,558.37,435.69,781.2364458547752,59.62940325874688,279.5,104.10899999999998,60.33,-1.6429999999999998
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N,803.53,583.34,1082.1224159989226,35.43083900226757,612.5,223.23100000000005,72.481,2.0442
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,803.53,583.34,1082.1224159989226,35.43083900226757,612.5,223.23100000000005,72.481,2.0442
C1=CC(=CC=C1C(=O)N)N,590.3499999999999,424.04,837.475670860074,51.23977190103142,383.5,136.15400000000005,62.14200000000001,0.3677000000000003
C1=CC(=CC=C1CC(=O)O)N,632.3399999999999,462.72,869.1662350319023,43.0556416668389,428.5,151.16500000000008,64.145,0.8959000000000001
C1=C(C=C(C=C1C(=O)O)N)C(=O)O,782.8299999999999,635.8399999999999,1026.32579482137,47.56242568370988,452.5,181.147,81.97099999999999,0.6652000000000002
C1=CC(=CC=C1CCO)N,579.01,362.94000000000005,787.0852390707695,43.22565390688588,423.5,137.18200000000007,63.66,0.8036000000000001
C1=CC(=CC=C1N)S,503.93,316.04,761.4460636352713,54.30506085153592,346.5,125.19599999999996,49.266000000000005,1.5575
C1=CC(=CC=C1C#N)N,566.03,355.84000000000003,812.9596596183304,42.05631845717237,374.5,118.13899999999995,55.233,1.1404800000000002
C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N,681.78,434.82,940.7832823232978,34.64282039672264,582.5,197.23700000000008,67.133,2.4998
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)N,972.97,755.9899999999999,1211.456563821749,33.220108131451966,711.5,266.2529999999998,103.007,0.3166
C1=CC(=CC=C1C(=O)NCC(=O)O)N,759.26,576.5799999999999,994.698643753304,41.94743483046523,525.5,194.19000000000008,79.553,0.0832000000000002
C1=CC=C(C=C1)C2=CC(=CC=C2)N,605.03,373.62,864.1014361939148,36.0288172892206,520.5,169.2270000000001,58.161,2.9358000000000004
C1=CC(=C(C=C1Br)C(=O)O)N,680.5999999999999,523.77,935.1170042137696,52.96958062923625,434.5,216.034,69.016,1.7295000000000005
CC(CC(=O)O)N,508.72,363.7,718.4253796786054,47.69390433747443,306.5,103.12099999999997,51.915000000000006,-0.1916999999999998
CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,608.75,392.65,814.8637138263425,26.11069000370511,622.5,208.2610000000001,59.566,1.77922
CC(=O)NC(=O)N,498.68,359.35,710.2122520329484,58.27166249053085,279.5,102.09299999999998,52.841,-0.7988
CCC(CC)(C(=O)NC(=O)N)Br,653.1300000000001,466.65,875.8881991535859,38.771170997923406,554.5,237.0970000000001,66.884,1.1350000000000002
CC(C)C(C(=O)NC(=O)N)Br,632.6000000000001,422.96,855.6746452849185,43.68397440293837,497.5,223.07000000000008,65.178,0.6008000000000002
C1=CC=C(C(=C1)C(=O)N)OCC(=O)O,731.51,546.15,965.9827518643444,40.363660435055685,508.5,195.1740000000001,75.527,0.2488999999999999
C1=CC2=C(C(=C1)N)C(=O)C3=C(C2=O)C(=CC=C3)Cl,845.94,625.78,1125.9361905072217,33.33528900362154,661.5,257.676,77.52799999999999,2.6976000000000004
C1=CC(=C(C=C1Cl)C(=O)O)N,651.8699999999999,493.89,897.7132171831677,45.65376186997809,421.5,171.58300000000006,66.966,1.6204000000000005
C1=CC(=C(C=C1N)C(=O)O)Cl,651.8699999999999,493.89,897.7132171831677,45.65376186997809,421.5,171.58300000000006,66.966,1.6204
C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)N,724.19,477.2600000000001,985.9704354003184,32.61577540255205,631.5,231.68200000000007,72.17999999999999,3.153200000000001
C1=CC(=C(C=C1Cl)N)O,559.1199999999999,421.22,810.4036275911242,58.360728832125936,307.5,143.57300000000006,59.928,1.6277999999999997
C(C(C(C(C(CO)O)O)O)O)N,868.55,484.74,1063.6698531409386,64.51508846631504,471.5,181.18800000000013,121.43399999999998,-3.618999999999998
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N,945.8100000000002,727.9800000000001,1240.910147194686,40.46643228509087,736.5,381.0229999999998,86.675,3.5692000000000013
C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,694.28,536.33,943.486993555892,42.60714845693951,470.5,206.028,72.013,2.2738
C1=CC=C(C(=C1)C(=O)C2=C(C=CC(=C2)Cl)N)Cl,766.6000000000001,519.7,1030.7307824776738,30.76157350370323,680.5,266.1269999999998,77.227,3.806600000000001
C1=C(C=C(C(=C1N)O)Cl)Cl,601.53,463.66,857.5178734377862,53.986323104904606,356.5,178.01800000000003,64.97500000000001,2.2812
C1=C(C=C(C(=C1Cl)O)Cl)N,601.53,463.66,857.5178734377862,53.986323104904606,356.5,178.01800000000006,64.97500000000001,2.2812
C1=CC2=C(C(=C1)N)C(=O)NNC2=O,740.23,679.8,1025.2438546587232,57.39210284664829,442.5,177.16300000000004,70.047,-0.2014000000000001
C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-],830.3499999999999,691.04,1118.8167487844162,62.6892824522041,422.5,199.12200000000004,89.387,0.7908
CC(N)O,409.63,241.38,592.144862950693,63.69390239164234,189.5,61.08400000000002,46.978,-0.7166
CC(=O)NCCN,467.69,320.69,666.2053223180093,46.34004043631928,329.5,102.13699999999996,48.321,-0.9187999999999992
CC(C(C1=CC=CC=C1)O)N,596.03,331.69000000000005,808.3531333716621,39.75517175029299,467.5,151.2090000000001,64.448,1.0672
C1=CC(=CC=C1CCN)O,562.47,401.3200000000001,798.3039571376617,47.62809695746952,370.5,137.18200000000007,59.333,0.8933999999999995
CCC(CO)(CO)N,567.66,353.43000000000006,744.228121927237,48.35954743201129,371.5,119.16399999999992,69.42699999999999,-0.9215000000000002
C(CCC(=O)O)CCN,554.92,401.24,754.1630125825164,36.82015270053728,424.5,131.17499999999998,56.755,0.5901000000000001
C(CCCO)CCN,501.59,301.46000000000004,674.6083024526213,36.95457359041399,419.5,117.19199999999992,56.27,0.4978000000000002
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)N,884.1500000000001,695.06,1166.3501895505392,42.66282587466259,578.5,239.23000000000005,85.49499999999999,1.7497999999999998
C1=CC(=C(C=C1N)O)C(=O)NN,721.1400000000001,588.4200000000001,972.8882117258596,65.56409710042777,384.5,167.1680000000001,81.592,-0.4221000000000001
C1=CC(=C(C(=C1)O)N)C(=O)O,690.0799999999999,563.17,940.045034379796,61.13063555687868,338.5,153.13700000000006,74.93299999999999,0.6725999999999996
C1=CC(=C(C=C1N)C(=O)O)O,690.0799999999999,563.17,940.045034379796,61.13063555687868,338.5,153.13700000000006,74.93299999999999,0.6725999999999999
C(C(CO)N)C(=O)O,600.9000000000001,424.52,797.0493812879309,54.385186345402495,325.5,119.11999999999996,68.594,-1.2192999999999998
C(C(CN)O)C(=O)O,600.9000000000001,424.52,797.0493812879309,54.385186345402495,325.5,119.11999999999996,68.594,-1.2192999999999998
C1=CN=C2C(=N1)C(=O)NC(=N2)N,738.3599999999999,699.39,1044.9738866211258,75.74604170122582,419.5,163.14000000000004,73.512,-0.7047000000000003
C1=NC(=C(N1)C(=O)N)N,620.53,569.56,882.898854035618,76.40960438163235,323.5,126.11899999999996,67.968,-0.9092000000000005
C1=CC2=C(C(=C1)N)C(=O)NC2=O,687.4100000000001,578.29,962.9891420561194,53.27934359848685,413.5,162.14800000000002,63.117,0.1524
CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,831.3900000000001,607.13,1103.882281448596,31.175169850119133,668.5,237.25800000000007,75.369,2.3526199999999995
