,SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,EnthalpyForm,GibbsEnergy,HeatCapacity,EnthalpyVap,EnthalpyFus,LiquidVisco,CrystalSolub_1,CrystalSolub_2,AmorphSolub_1,AmorphSolub_2,Molecular Weight,Log P,Molecular Refractivity,TPSA,LabuteASA,FractionCSP3,HallKierAlpha,HeavyAtomMolWt,Ipc,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,Num_of_Atoms,Num_Hetero_Atoms,Num_H_Donors,Num_H_Acceptors,Num_Rot_Bonds,Num_Valence_Electrons,Heavy_Atom_Count,NHOHCount,NOCount,RingCount,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_ArN,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_COO,fr_COO2,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_HOCCN,fr_imidazole,fr_imide,fr_Imine,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_NH0,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_SH,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
84,CC=NCN=C,437,NA,645.7754992,30.12334909,NA,46.76,NA,NA,30.498,NA,NA,NA,NA,NA,NA,84.122,0.7352,28.582,24.72,48.86448634,0.5,-0.66,76.058,412.8232988,259.0050695,4.89545109,0.660526729,4.34,3.34,14,2,0,2,3,34,6,0,2,0,0,0,0,0,0,0,0,0,0,11.5689141,10.89442719,2.894427191,6.044329304,5.144427191,1.144427191,0.435410197,0.435410197,0.155901699,0.155901699,0.05,0.05,26.33295824,0,0,0,0,0,0,9.984809465,10.96606845,0,0,0,9.984809465,0,0,0,0,19.71216377,4.112275669,6.853792781,6.620794467,0,0,0,0,10.96606845,0,0,9.984809465,6.851892117,6.620794467,0,0,0,12.86027165,0,19.48106612,0,0,17.81796057,9.984809465,0,0,0,0,0,0,53.97387897,5.635555556,0,0,0,0,-1.145833333,-6.630267857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,CNC=CN,395.1,254.41,593.5633664,52.20688964,247.5,119.23,210.44,98.92283869,39.307,13.934,NA,2882050.048,1444446.691,932801.4024,467508.1544,72.111,-0.3643,22.3871,38.05,43.083219,0.333333333,-0.66,64.047,358.4879077,205.9249038,4.78266324,0.376492695,3.34,3.34,13,2,2,2,3,30,5,3,2,0,0,0,0,0,0,0,0,0,0,10.80940108,10.39442719,2.394427191,5.675426481,4.76246118,0.920820393,0.335410197,0.335410197,0.105901699,0.105901699,0.025,0.025,19.32783996,11.02953033,0,0,0,0,0,0,11.08931902,0,0,11.02953033,0,0,0,0,0,0,23.44011563,2.741517112,0,4.235526235,0,0,0,11.08931902,0,5.309813353,5.719716976,0,6.9758269,12.35201306,0,0,0,11.02953033,6.9758269,0,0,6.853792781,12.35201306,4.235526235,0,0,0,0,0,53.89206019,0,-0.202962963,-0.240462963,0,0,-2.003587963,-2.861712963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,C\C=C/N,344.93,201.75,537.4153111,51.2397719,212.5,65.76,121.05,81.46324538,32.871,8.925,NA,1101300.113,551957.557,87115.94962,43661.4018,57.096,0.4787,19.0014,26.02,36.07032969,0.333333333,-0.46,50.04,136.6196901,167.0147246,4.673239348,0.250942341,2.54,1.54,11,1,1,1,2,24,4,2,1,0,0,0,0,0,0,0,0,0,0,9.232050808,8.947213595,1.947213595,4.764742878,4.118033989,0.723606798,0.236803399,0.236803399,0.055901699,0.055901699,0,0,19.07997039,5.719716976,0,0,0,0,0,0,9.677476938,0,0,5.719716976,0,0,0,0,6.052071746,13.02789865,4.112275669,2.741517112,0,2.823684157,0,0,0,9.677476938,0,0,5.719716976,6.851892117,0,12.22807828,0,0,0,5.719716976,0,0,0,13.7056849,12.22807828,2.823684157,0,0,0,0,0,46.44530093,0,0,-0.213587963,0,-0.997685185,-0.939814815,-2.71087963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CN(C)c1ccc(cc1)C(=O)c2ccccc2,667.45,406.57,905.7698619,26.29848784,683.5,63.61,272.47,249.6185123,62.987,26.919,NA,121.602875,60.9458085,1018.561608,510.4900744,225.291,2.9836,70.6435,20.31,122.5792369,0.133333333,-2.09,210.171,2917485.29,1045.760958,2.912320213,3.01949207,4.8294187,2.532975447,32,2,0,2,5,86,17,0,2,2,2,0,0,2,0,0,0,0,0,25.08290377,23.35546189,8.355461886,14.35085296,11.87494454,4.374944538,2.88814114,2.88814114,1.789534342,1.789534342,1.019767171,1.019767171,90.93095637,4.899909731,0,0,0,0,0,0,20.56137834,4.794537184,0,4.899909731,4.794537184,0,0,0,30.21209354,24.16967483,38.9904944,12.33682701,0,5.783244946,0,0,0,25.35591553,0,0,0,0,18.85156353,65.50867135,0,0,11.47063122,4.899909731,19.73489875,0,0,36.48281851,54.38176837,0,0,0,5.687386275,0,0,115.6010496,12.76393806,0,-3.010208989,-1.430678382,-8.968047616,0,-6.789386003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,NCc1cc(Cl)cc(Cl)c1,543.79,363.21,783.8464016,38.771171,446.5,48.09,143.8,158.3064346,54.187,20.74,NA,876.8517272,439.4668914,3007.080257,1507.110235,176.046,2.4521,44.3534,26.02,79.69367515,0.142857143,-0.24,168.99,3368.479354,433.0208113,3.664540481,2.66630607,3.239859671,1.872915765,17,3,1,1,2,54,10,2,1,1,1,0,0,1,0,0,0,0,0,13.54145188,11.70314254,6.215000434,7.618802154,5.745998462,3.107500217,1.489767872,2.245696818,0.800785635,1.178750108,0.46549552,0.891826017,40.23283393,5.719716976,0,0,0,0,0,0,32.87935672,0,0,5.719716976,0,0,0,0,23.20187978,23.69070761,19.28364342,4.112275669,2.823684157,0,0,0,0,9.677476938,0,0,5.719716976,6.496859684,0,33.73597424,0,0,23.20187978,5.719716976,0,6.496859684,0,12.41724427,18.12725612,12.86895078,0,0,0,0,23.20187978,51.31331349,0,-0.82087963,-0.886286218,0,-1.661548249,0,-2.713148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,NCc1cc(F)cc(F)c1,467.47,304.55,673.0195245,38.01003769,384.5,-312.65,-221.96,148.2169142,43.783,18.506,NA,29393.33582,14731.56467,34393.51568,17237.59098,143.136,1.4235,34.2494,26.02,67.4182135,0.142857143,-0.96,136.08,3368.479354,433.0208113,3.664540481,2.271285875,2.748833236,1.510397832,17,3,1,1,2,54,10,2,1,1,1,0,0,1,0,0,0,0,0,13.54145188,11.70314254,4.703142542,7.618802154,5.745998462,2.351571271,1.489767872,1.489767872,0.800785635,0.800785635,0.46549552,0.46549552,47.54172596,0,0,0,0,0,0,0,9.677476938,8.780830095,0,5.719716976,0,8.780830095,0,0,0,17.64828891,15.2807955,4.112275669,14.45812584,0,0,0,0,18.45830703,0,0,5.719716976,6.496859684,0,35.3251493,0,0,0,5.719716976,0,6.496859684,11.63444168,12.41724427,18.12725612,2.823684157,0,0,8.780830095,0,0,75.81519558,0,0,-1.588446712,-3.251435185,-3.701054422,0,-3.024259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Nc1cc(O[Si]2(OCC3)OCCN3CCO2)ccc1,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,282.372,0.4622,71.5324,66.18,138.4431824,0.5,-1.123116883,264.228,20291928.58,1040.838004,2.433256996,3.549178307,5.474372048,3.070724207,37,7,1,6,3,104,19,2,6,4,1,3,3,1,0,0,3,0,3,28.94722928,27.02742035,10.02742035,16.29658238,13.67184754,6.410413515,3.062985845,4.879482425,1.816361489,3.326671852,1.095034054,2.209026765,88.72197356,5.719716976,0,0,0,0,0,0,42.45984116,0,0,23.42373708,4.899909731,0,0,0,6.042418708,12.08483742,39.44493537,33.38454129,5.749511833,2.823684157,0,0,9.047956109,42.45984116,0,4.899909731,0,0,44.88725176,24.16967483,0,5.749511833,14.73534238,10.145722,53.11540062,13.27801508,0,21.9321369,24.16967483,2.823684157,0,0,5.687386275,5.749511833,0,163.8745582,-0.73286551,0,-1.307559813,-1.283098702,-4.436213913,0,-23.72152349,-6.198852356,-6.198852356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,NCc1cccc(Cl)c1,501.38,320.77,735.3516084,41.40930782,397.5,75.3,165.36,143.0999871,49.14,16.932,NA,8436.577889,4228.305133,13236.8268,6634.128607,141.601,1.7987,39.3434,26.02,70.79537942,0.142857143,-0.53,133.537,3368.479354,430.6722957,3.664540481,1.742358088,2.852566646,1.698902356,17,2,1,1,2,48,9,2,1,1,1,0,0,1,0,0,0,0,0,13.54145188,12.32517807,5.081107015,7.618802154,6.057016225,2.540553507,1.300785635,1.678750108,0.706294517,0.895276754,0.376770038,0.518506716,41.25261932,5.719716976,0,0,0,0,0,0,22.64917538,0,0,5.719716976,0,0,0,0,23.68577731,17.64828891,14.26101011,5.483034225,2.823684157,0,0,0,0,11.04823549,0,0,5.719716976,6.496859684,0,34.75575964,0,0,11.60093989,5.719716976,0,6.496859684,0,13.78800283,24.16967483,7.84631747,0,0,0,0,11.60093989,58.48481009,0,-0.46599537,-0.966533132,0,-2.527296706,0,-2.748703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,NCc1cccc(F)c1,463.22,291.44,678.9453836,40.98622699,366.5,-105.07,-17.52,138.0552269,43.938,15.815,NA,47875.9024,23994.79108,41338.00985,20718.0828,125.146,1.2844,34.2914,26.02,64.6576486,0.142857143,-0.89,117.082,3368.479354,430.6722957,3.664540481,1.579679473,2.596867015,1.504122761,17,2,1,1,2,48,9,2,1,1,1,0,0,1,0,0,0,0,0,13.54145188,12.32517807,4.325178069,7.618802154,6.057016225,2.162589034,1.300785635,1.300785635,0.706294517,0.706294517,0.376770038,0.376770038,47.76692382,0,0,0,0,0,0,0,11.04823549,4.390415048,0,5.719716976,0,4.390415048,0,0,12.08483742,17.64828891,9.238376797,5.483034225,8.640904998,0,0,0,0,15.43865054,0,0,5.719716976,6.496859684,0,35.55034716,0,0,0,5.719716976,0,6.496859684,5.817220841,13.78800283,24.16967483,2.823684157,0,0,4.390415048,0,0,70.70019558,0,0,-1.317613379,-1.438217593,-3.790105348,0,-2.904259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,CN(C)Cc1cccc(F)c1,448.89,263.19,643.9481832,30.42316493,467.5,-132.61,43.65,179.6845072,39.792,18.819,NA,28025.8482,14046.19733,8991.516348,4506.433205,153.2,1.8873,43.791,3.24,83.31124454,0.333333333,-0.89,141.104,30030.87503,575.4232048,3.799230916,1.716368061,3.486219293,2.679490336,23,2,0,1,4,60,11,0,1,1,1,0,0,1,0,0,0,0,0,18.54145188,17.32517807,5.325178069,10.04145188,8.60980263,2.60980263,1.636195832,1.636195832,0.818097916,0.818097916,0.488573437,0.488573437,60.89877038,0,0,0,0,0,0,0,16.44910267,4.390415048,0,4.899909731,0,4.390415048,0,0,12.08483742,31.59994271,17.46292813,5.483034225,5.817220841,0,0,0,0,20.83951772,0,4.899909731,0,6.496859684,13.9516538,35.55034716,0,0,0,0,18.85156353,6.496859684,5.817220841,22.01255417,24.16967483,0,0,0,4.390415048,0,0,102.2878007,-0.540761527,0,-1.233101852,-1.638047525,-4.660485166,0,-10.46540462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,COc1cccc(CN)c1,509.25,324.35,731.2636573,37.63784862,422.5,-61.82,80.71,167.7203947,49.391,16.513,NA,33219.80893,16649.34414,54616.27651,27372.98054,137.182,1.1539,40.8854,35.25,76.18551204,0.25,-1.02,126.094,16168.96536,552.3798147,3.681738916,1.432488525,3.224846567,1.481523026,21,2,1,2,4,54,10,2,2,1,1,0,0,1,0,0,0,0,0,16.74855867,15.85546189,4.855461886,9.303253565,7.776282279,2.381855088,1.417989617,1.417989617,0.815927544,0.815927544,0.43347929,0.43347929,54.73716727,0,0,0,0,0,0,4.736862954,15.16051116,0,0,10.45657993,0,0,0,0,12.08483742,17.64828891,9.238376797,16.63326235,8.57319599,0,0,0,0,19.89737412,0,0,5.719716976,6.496859684,7.037952459,29.73312632,0,5.749511833,0,10.45657993,7.037952459,6.496859684,0,17.9002785,24.16967483,2.823684157,0,0,0,5.749511833,0,84.70849561,0,0,-1.297793367,-0.891921296,-3.530390684,0,-2.953851096,-3.034539163,-3.034539163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,NCc1cccc(c1)[N+]([O-])=O,615.79,434.46,873.3165426,44.14962307,430.5,80.28,212.84,158.4180419,61.346,24.096,NA,3678.582663,1843.658669,29862.21601,14966.56143,152.153,1.0535,40.9878,69.16,75.14508892,0.142857143,-1.42,144.089,7792.039672,546.6343657,3.813562767,2.281930133,3.11504566,1.747527534,19,4,1,3,3,58,11,2,4,1,1,0,0,1,0,0,0,0,0,15.11880215,13.21092377,5.210923772,8.529485756,6.456789158,2.562361967,1.592519982,1.592519982,0.906180984,0.906180984,0.481041342,0.481041342,52.56040031,0,0,0,0,0,0,0,11.04823549,10.11431827,0,5.719716976,10.11431827,0,0,0,12.08483742,5.563451492,21.32321421,10.40634527,2.823684157,0,0,5.687386275,0,15.97154654,0,0,5.719716976,6.496859684,0,39.84744459,0,0,5.687386275,5.719716976,4.923311049,6.496859684,10.11431827,13.78800283,24.16967483,2.823684157,0,0,5.687386275,0,0,58.29422808,9.621300076,10.74634165,-2.530097789,0,-3.898068311,0,-2.983703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,CCC(=O)c1ccc(N)cc1,563.58,363.32,793.0367774,36.90968495,466.5,-62.82,65.21,175.9683386,55.953,19.514,NA,2887.675891,1447.266291,9218.772012,4620.330842,149.193,1.8615,45.4759,43.09,81.59843103,0.222222222,-1.31,138.105,25982.6646,591.9643527,3.683169106,1.709394682,3.191164646,1.802305551,22,2,1,2,4,58,11,2,2,1,1,0,0,1,0,0,0,0,0,17.61880215,16.35546189,5.355461886,9.746793686,8.072158134,2.677730943,1.677730943,1.677730943,0.952396508,0.952396508,0.481932736,0.481932736,54.42857456,5.719716976,0,0,0,0,0,0,15.16051116,4.794537184,0,5.719716976,4.794537184,0,0,0,6.851892117,24.16967483,24.47755545,5.483034225,0,8.606929103,0,0,0,19.95504835,0,0,0,13.22481702,5.719716976,29.73312632,0,0,11.47063122,5.719716976,5.783244946,0,0,35.9196327,24.16967483,2.823684157,0,0,5.687386275,0,0,80.29700231,12.09132322,0,-1.934580853,-1.710591459,-3.816079932,-3.402169548,-3.35823708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,CC(O)CN(C)C,418.18,224.4,582.2019994,39.0625,346.5,-236.51,-37.26,150.2634236,45.058,12.292,NA,4190177.134,2100063.286,483375.3455,242261.5522,103.165,-0.0712,30.2348,23.47,63.10437367,1,-0.08,90.061,4416.735093,326.1413533,6.145939513,0.677496793,2.992538341,5.92,20,2,1,2,6,44,7,1,2,0,0,0,0,0,0,0,0,0,0,16.78445705,16.35546189,3.355461886,8.426685576,7.783192829,1.374944538,0.776337741,0.776337741,0.213348645,0.213348645,0.101545246,0.101545246,38.28033336,0,0,0,0,0,0,5.108808191,17.88030233,0,0,10.00871792,0,0,0,0,0,20.80354592,21.5752038,7.450776583,0,0,1.431199657,0,0,21.55791087,1.431199657,4.899909731,0,12.93191014,20.44851348,0,0,0,0,0,37.96844909,0,0,23.30099479,0,0,0,0,0,0,0,92.226875,-0.735208333,3.575833333,0,0,0,-3.733333333,-14.58416667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
