Metric,Training,Test,Improvement
MAE,2.5500119827654615,2.383076038629529,0.1360336126408872
RMSE,3.8907468275109656,4.3410184119412065,-0.1669359441359326
R2,0.8613431149529915,0.7253095023121043,0.45027158443024096
MAPE,6.034505321405232,5.169148109699068,-0.8653572117061641
MPE,0.6156515974471692,-0.16087588420916124,-0.7765274816563305
