Metric,Training,Test,Improvement
MAE,45.00318629752122,45.28848069066398,-0.01964930420165123
RMSE,57.60762646622385,57.11445825475122,0.28529439314276317
R2,0.5603734889208232,0.5800227931224744,-0.49316821147262857
MAPE,12.593612691771987,12.286726736900516,-0.30688595487147197
MPE,-2.5426612783315283,-1.7806630875080536,0.7619981908234748
