Property,Train_R2,Train_RMSE,Test_R2,Test_RMSE,Combined_R2,Combined_RMSE,Overfitting_R2,N_Train,N_Test
logP,0.9897985096507415,0.1557329618016081,0.9106188316652077,0.43701934118291225,0.9752913404891405,0.2400196500677932,0.07917967798553371,2655,664
