property,method,n_train,n_test,n_features,lml,condition_number,train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,calibration_train,calibration_test,cv_test_r2_mean,cv_test_r2_std
Pc,4,64,11,5,-27.756955216268565,1.0000000627419854,0.8606089821804713,3.3911997130790397,5.008477925128098,0.7846949215128464,2.9192786215191897,3.3545411933442244,1.000036202171776,0.6532019772551935,0.486885991892378,0.5042408615473405
Vc,4,59,10,5,56.41381307455781,1.0000000250790952,0.9913501189840486,11.945272341362534,15.504743812929865,0.9849442600833201,9.307352535643531,11.680473406226382,1.0005871676614921,0.4727171654039183,0.979564935328046,0.007039840387904758
