Property,Method,Kernel,N_Original,N_Outliers_Removed,Outlier_Percentage,Outlier_Method,Outlier_Threshold,N_Train,N_Test,N_Total,LML,Condition_Number,Fit_Success,Train_R2,Test_R2,Combined_R2,Train_MAE,Test_MAE,Combined_MAE,Train_RMSE,Test_RMSE,Combined_RMSE,Train_MAPE,Test_MAPE,Combined_MAPE,Train_MPE,Test_MPE,Combined_MPE,R2_Improvement,MAE_Improvement,RMSE_Improvement,MAPE_Improvement,MPE_Improvement,CI_Train_Outside,CI_Test_Outside
logP,4,Matern32,3463,144,4.15824429685244,iqr,1.5,2655,664,3319,-767.1525827023647,1714.1737649130566,True,0.9897985096507415,0.9106188316652077,0.9752913404891405,0.0982178448811304,0.28802766152806314,0.13619124598193286,0.1557329618016081,0.43701934118291225,0.2400196500677932,13.159233418841707,36.73715727808421,17.87194020181511,1.7565369668715622,2.6335486686435,1.9318322566672959,0.07917967798553371,0.18980981664693275,0.2812863793813042,23.577923859242503,0.8770117017719377,0.013559322033898305,0.05421686746987952
