Mol. wt.,JR Tm /K,CRC Tm /K
119.12299999999996,328.64000000000004,302.51
211.22000000000008,546.9200000000001,396.65
193.20200000000008,477.07,438.65
226.23100000000005,523.4300000000001,472.15
240.26200000000009,505.56,511.15
140.56900000000005,274.92,272.65
188.27000000000007,320.0,332.65
179.17500000000007,480.8,464.65
313.35299999999967,587.0999999999999,392.65
149.1930000000001,320.20000000000005,334.15
108.13999999999994,255.89,257.65
240.3020000000001,468.52,363.15
212.24800000000008,342.71000000000004,292.15
244.3370000000001,395.67,358.15
160.22000000000008,433.87,340.15
211.3080000000001,344.12,308.15
208.21300000000008,309.81000000000006,318.25
182.2660000000001,312.90000000000003,243.15
428.44099999999975,761.05,395.15
209.20100000000008,484.47,394.15
152.1930000000001,300.66,198.15
184.23800000000008,400.83,357.15
175.27500000000012,363.83,289.95
169.22700000000006,349.38,285.54999999999995
149.21800000000005,305.73,316.15
328.27299999999974,819.19,511.15
354.45199999999977,639.0400000000001,594.45
296.3719999999998,721.46,632.15
110.15599999999992,269.23,371.15
119.16699999999994,273.79,286.15
152.23700000000014,292.48,260.15
342.13399999999984,618.47,359.25
582.6570000000017,1536.34,573.15
254.33200000000008,458.44,461.25
86.08999999999996,223.86,275.15
154.21200000000007,277.84000000000003,342.08
179.2220000000001,366.62,361.15
184.2420000000001,469.4,327.65
186.2100000000001,501.28,386.75
186.2100000000001,501.28,370.65
218.20800000000008,724.72,583.15
196.24900000000008,362.83,394.15
156.18800000000007,398.38000000000005,332.85
156.18800000000005,398.38000000000005,377.55
380.4439999999997,745.66,485.15
210.36500000000024,409.07,288.15
103.16899999999994,354.02,234.15
248.3760000000001,538.2,366.15
212.2960000000001,491.94,410.15
263.95999999999987,338.46,368.15
263.95999999999987,338.46,417.65
338.48799999999943,452.7000000000001,352.15
311.1199999999998,469.9200000000001,414.15
218.12700000000007,321.19000000000005,318.15
159.08100000000007,229.08,286.65
175.05800000000008,278.7,373.15
155.0240000000001,270.84,292.15
173.0390000000001,330.01,356.15
279.12199999999984,485.12,470.95
267.15499999999975,448.50000000000006,343.15
237.12900000000008,373.99,328.65
421.75199999999984,428.06,389.65
324.4679999999995,519.1800000000001,368.45
254.37700000000007,424.1700000000001,364.65
270.3759999999997,469.99,375.15
234.3830000000002,425.58,299.15
222.2400000000001,397.42,315.65
370.5739999999993,392.36,205.35
426.6819999999992,437.44,218.15
706.148,743.12,309.04999999999995
154.25600000000009,325.28,299.15
287.4439999999994,474.12,311.85
119.16399999999992,300.22,252.15
195.2620000000001,406.78,337.65
254.23800000000008,470.24,382.65
256.34500000000014,585.09,413.15
242.31800000000013,548.78,393.65
228.2910000000001,537.51,433.15
364.4409999999996,482.49000000000007,346.15
270.2839999999997,492.28,406.15
246.4000000000001,394.22,320.65
392.4579999999998,779.22,505.15
214.33300000000008,359.82000000000005,330.45
308.33999999999986,658.9,357.15
272.25999999999976,612.6400000000001,454.95
354.8319999999999,577.3600000000001,469.15
356.0569999999999,705.44,461.15
394.5109999999996,472.88,471.15
196.29000000000016,339.01,300.15
153.26900000000018,357.4,436.15
527.4140000000007,854.7499999999999,478.15
298.756,400.76,319.15
138.94800000000004,332.70000000000005,323.15
199.04700000000005,316.07000000000005,324.15
275.1449999999997,422.63,400.15
289.12899999999973,677.54,454.15
172.02500000000003,339.38,291.65
187.03600000000003,289.62,274.45
215.04600000000005,439.26,389.15
196.04700000000005,343.65,321.15
189.00800000000004,467.04,384.65
201.019,427.99,429.85
201.01900000000003,427.99,527.15
182.02,332.38,312.65
219.46500000000003,347.24,284.15
219.46500000000003,347.24,310.15
249.933,327.19,315.15
249.93300000000005,327.19,336.15
277.94299999999987,388.39,384.15
196.98400000000004,500.84,434.15
135.00400000000005,189.56,172.84999999999997
135.00400000000005,178.92000000000002,139.74999999999997
229.1170000000001,310.91,314.15
213.11800000000008,303.62,292.15
191.455,286.04,251.75
165.364,194.35,113.64999999999998
143.41100000000003,202.02,256.45
205.48200000000003,297.31,315.15
157.43800000000005,213.29,214.35
163.05800000000008,224.56,216.87
221.18200000000016,262.26,243.85
225.9,328.48,298.15
163.829,205.67,217.15
130.919,147.01,127.99999999999996
185.06400000000008,291.17999999999995,256.15
262.0189999999999,651.64,426.65
247.13500000000008,333.91,318.15
249.23600000000025,284.8,263.54999999999995
108.96599999999997,172.1,154.74999999999997
201.06300000000007,300.89000000000004,275.15
167.00200000000007,236.97,259.35
185.06400000000005,278.66,229.75
194.0720000000001,352.79,340.15
175.00000000000003,256.71000000000004,255.75
179.10100000000014,228.45,217.05
335.3259999999994,475.48,325.95
165.0740000000001,217.18,188.25
203.03500000000005,439.93,386.15
282.9059999999999,314.18,263.85
282.9059999999999,314.18,363.52
208.05800000000005,394.17,314.65
186.05200000000008,363.17,299.15
171.03700000000006,254.87,271.65
196.04700000000005,343.65,369.65
151.0470000000001,190.91,161.14999999999998
185.06400000000005,278.66,294.15
221.0970000000001,345.17,329.15
216.03400000000005,411.0,332.45
187.03600000000003,379.11,328.45
137.02000000000007,179.64,155.34999999999997
137.02000000000007,197.06,256.35
223.069,445.62000000000006,357.15
202.007,399.73,311.65
202.007,399.73,327.15
199.98800000000003,451.04,404.65
193.12800000000013,239.72,218.15
291.3169999999994,318.61,291.75
151.0470000000001,205.91,185.15
151.0470000000001,190.91,177.64999999999998
181.02900000000008,366.51,313.15
173.00900000000004,355.32,278.75
249.10700000000008,372.39,291.85
199.04700000000005,328.59000000000003,280.65
199.04700000000005,328.59000000000003,323.65
301.1389999999998,550.8700000000001,411.15
122.99299999999997,168.37,184.25
152.97500000000002,343.97,335.65
120.97699999999998,178.29,160.14999999999998
120.97699999999998,181.61,153.84999999999997
215.0900000000001,299.64,283.85
157.99800000000005,303.87,233.05
208.05800000000005,394.17,286.45
277.2899999999996,307.34000000000003,278.85
205.076,392.26,367.65
171.03700000000006,267.39,235.05
198.274,253.01,267.54999999999995
148.909,165.02,98.76999999999998
225.007,271.58000000000004,274.15
323.23299999999966,445.37,426.15
190.984,566.04,583.15
183.04800000000003,250.42,229.15
183.04800000000003,261.06000000000006,280.15
183.04800000000003,276.9,278.15
54.09200000000001,139.59,136.95
130.18999999999997,222.04,275.45
224.26000000000013,642.97,411.65
87.12199999999996,268.03,389.15
88.15399999999995,301.36,295.04999999999995
90.12199999999994,241.48,196.15
174.1960000000001,264.58,285.15
154.98000000000005,294.54,289.85
122.25799999999995,207.76,219.25
234.16000000000005,792.3199999999999,509.65
90.19099999999996,171.3,157.48999999999998
74.12299999999995,195.66,184.55
74.12299999999995,180.66,184.71
106.55199999999996,214.69,184.15
56.10800000000002,133.08,87.81999999999996
56.10800000000002,129.76,167.63
78.074,259.74,369.15
67.09099999999998,194.75,221.65
67.09099999999998,198.07,186.15
86.08999999999996,290.36,344.45
132.206,223.8,230.05
132.206,227.12000000000003,203.15
223.27200000000013,449.58,427.15
295.3389999999996,638.8199999999999,332.45
116.15999999999993,199.71,196.15
116.15999999999993,320.4,279.15
128.17099999999994,209.22,209.55
73.13899999999995,220.52,206.23
193.24600000000007,378.26,330.15
238.3810000000001,532.6,381.15
149.23700000000014,281.54,258.75
134.222,228.88,185.34
134.222,231.3,215.31
166.2200000000001,454.74,401.15
178.2310000000001,415.69,400.45
178.2310000000001,415.69,437.15
117.14799999999994,271.70000000000005,326.15
360.4469999999995,482.85,253.15
140.27000000000007,212.26,231.95
156.26900000000018,268.84000000000003,355.15
156.26900000000018,268.84000000000003,356.15
126.2429999999999,202.09,165.2
162.27600000000015,278.88,255.15
178.27500000000015,390.6,295.45
178.27500000000015,390.6,344.35
240.2150000000001,655.28,399.15
366.7179999999991,367.78,293.95
102.17699999999992,182.03,179.14999999999998
160.25700000000018,315.25,316.15
118.24499999999992,191.78,178.04999999999998
186.2950000000002,256.06,205.15
172.26800000000017,244.79,223.15
90.12199999999994,220.31,279.15
194.2300000000001,394.2000000000001,341.65
116.20399999999992,178.3,184.85
180.24700000000013,389.04,338.15
148.24900000000014,255.09,231.79
148.24900000000014,255.09,220.66
164.24800000000013,366.81,319.65
164.24800000000013,366.81,300.65
104.21799999999992,180.51,175.33999999999995
214.34900000000025,278.6,235.15
338.5759999999992,374.95,246.75
158.24100000000016,233.52,189.38
150.22100000000012,325.6,291.15
150.22100000000012,340.6,295.15
150.22100000000012,343.02,373.15
176.25900000000013,316.29,290.85
150.22100000000012,251.11,253.75
130.18699999999995,210.98,183.65
179.2190000000001,473.54,370.15
311.5919999999997,443.30000000000007,301.65
116.16399999999994,331.96000000000004,369.45
160.26000000000013,264.6,236.25
100.16099999999992,177.85,181.15
54.09200000000001,181.81,147.45
114.05599999999998,562.14,439.15
84.07399999999997,401.54,351.15
70.09099999999997,242.63,209.65
86.08999999999997,199.35,229.79
548.6290000000017,1004.05,541.15
532.6300000000008,947.47,494.15
152.23700000000014,346.6,450.85
152.23700000000014,346.6,453.15
200.2340000000001,573.88,460.15
310.4369999999995,613.0,350.15
340.4629999999995,605.37,423.15
305.4179999999995,548.02,338.15
201.22500000000008,391.63,415.85
221.2560000000001,439.86,426.35
168.19900000000007,497.4,498.15
90.08599999999996,422.8,427.15
215.59200000000004,434.72,305.95
82.461,181.47,125.14999999999998
80.046,303.48,237.15
235.30800000000008,501.45,369.15
179.1970000000001,569.97,479.15
260.33400000000006,433.0,365.15
536.8880000000007,536.4000000000001,460.65
536.8880000000007,553.1600000000001,456.15
536.8880000000007,362.84,450.15
568.8860000000026,649.56,469.15
552.8870000000016,423.66,441.15
478.71799999999934,681.3,394.15
150.22100000000012,275.62,288.15
504.4379999999997,1057.07,481.15
223.27200000000013,438.23,367.15
304.2169999999996,539.3900000000001,340.04999999999995
208.984,538.52,556.65
269.1959999999998,408.39,344.15
293.54799999999983,489.66,370.35
409.7819999999998,572.66,374.25
268.1869999999997,411.49,328.15
78.49799999999999,184.22,256.85
211.64800000000008,423.84,405.15
154.59600000000003,286.19000000000005,329.65
112.943,222.07,251.45
213.6670000000001,454.59,394.15
127.57399999999996,309.5,262.85
127.57399999999996,309.5,343.54999999999995
142.58500000000006,259.74,255.15
242.66100000000003,530.0,483.05
112.55899999999995,213.72000000000003,227.95
170.59500000000006,409.38,367.35
170.59500000000006,409.38,377.95
151.59600000000006,313.77,302.15
142.58900000000006,405.28,349.15
142.58900000000006,405.28,337.15
144.55700000000004,437.16,363.65
142.58500000000006,298.33000000000004,346.15
142.58500000000006,298.33000000000004,348.15
156.568,398.11,413.55
156.56800000000004,398.11,427.35
137.56900000000002,302.5,314.15
137.56900000000002,302.5,364.75
169.63600000000002,427.96,297.15
168.58300000000006,466.86000000000007,457.65
153.56800000000004,371.08,280.15
175.01400000000004,317.36,269.15
188.61700000000005,382.2600000000001,369.15
188.65700000000007,320.28000000000003,304.92999999999995
188.65700000000007,320.28000000000003,348.54999999999995
88.53699999999998,147.28,143.14999999999998
122.55099999999996,310.36,289.15
90.55299999999995,145.72,155.84999999999997
170.0830000000001,249.69,239.15
156.0560000000001,238.42,213.15
124.99799999999998,178.96,259.15
189.04100000000005,328.63,374.65
182.60600000000005,415.57,485.15
182.60600000000005,415.57,438.15
118.60699999999994,194.68,228.15
176.7310000000002,232.38,241.85
316.5709999999998,630.74,520.15
100.495,145.82,142.71999999999997
98.479,124.36,134.64999999999998
86.468,117.13,115.73
271.6999999999997,515.88,380.15
140.61300000000008,261.29999999999995,273.95
140.61300000000008,261.29999999999995,267.15
156.61200000000005,373.02,356.15
136.57800000000006,339.05000000000007,314.15
217.568,621.76,420.15
202.55300000000005,525.98,361.15
252.61300000000003,616.28,419.65
270.54999999999995,553.96,330.15
230.69400000000007,365.23,341.65
204.78500000000025,254.92,263.85
62.49900000000001,140.46,119.30999999999996
156.61200000000005,271.01000000000005,290.25
140.61300000000008,248.78,218.15
140.61300000000008,248.78,210.65
130.549,226.83,230.15
68.478,131.54,137.99999999999997
216.483,266.19,234.05
134.65,198.57,203.75
322.87599999999946,582.1300000000001,462.15
172.567,509.83,444.15
232.66600000000005,493.2,368.45
238.45500000000004,284.3,326.72
305.50199999999995,546.59,451.65
50.48800000000001,130.95,175.51
157.60000000000008,355.52,325.15
141.60100000000006,333.29,280.15
141.60100000000006,333.29,274.15
141.60100000000006,333.29,303.45
126.58599999999996,224.99,233.75
170.59500000000006,336.62,293.65
106.59599999999996,178.45,200.55
184.6660000000001,380.56,336.15
80.51399999999998,164.45,169.64999999999998
176.64600000000007,315.29,321.65
171.58300000000006,381.12,319.15
171.58300000000003,381.12,344.15
171.58300000000006,393.64,315.65
171.58300000000006,393.64,339.65
142.58500000000006,349.23,328.65
142.58500000000006,349.23,328.15
228.6750000000001,477.94,373.55
92.56899999999996,167.18,247.55
162.61900000000006,304.02,331.17
207.05600000000007,348.20000000000005,404.35
172.57100000000003,465.63,381.55
172.57100000000003,465.63,376.15
172.57100000000003,465.63,398.95
157.55600000000004,369.85,316.75
157.55600000000004,369.85,355.35
201.56500000000003,554.24,414.95
173.55500000000004,481.57,380.65
173.555,481.57,312.15
123.53899999999996,299.52,251.65
225.553,397.83,295.15
162.70400000000015,221.11,233.75
148.67700000000016,209.84,215.35
182.475,211.21,140.14999999999998
106.59599999999996,161.03,168.14999999999998
136.57800000000006,336.63,291.15
128.55799999999996,325.44,316.25
233.72300000000004,559.5,471.65
186.59400000000005,431.61,383.15
200.62100000000007,427.88,386.15
169.61100000000005,351.37,349.75
169.61100000000005,351.37,451.55
182.6500000000001,308.73,292.65
198.65300000000008,395.11,441.45
256.68800000000005,520.99,418.65
211.64800000000008,423.84,379.65
184.62200000000007,420.65,350.15
168.62300000000008,297.46000000000004,322.65
78.54199999999997,153.49,150.24999999999997
78.54199999999997,138.49,156.04999999999998
108.52399999999996,314.09000000000003,314.15
76.52599999999998,137.77,135.74999999999997
76.52599999999998,151.73,137.14999999999998
152.62400000000005,242.45,281.65
213.6640000000001,351.31,315.65
128.56199999999998,369.77,410.15
319.8799999999994,548.3699999999999,363.15
163.60700000000003,364.29,308.04999999999995
163.60700000000006,364.29,253.15
138.5970000000001,247.02,210.05
138.5970000000001,247.02,289.04999999999995
136.47500000000002,132.0,156.14999999999998
265.914,518.5999999999999,526.25
118.58799999999998,277.39,201.3
126.58599999999996,237.51,225.35
126.58599999999996,237.51,280.54999999999995
118.485,146.41,167.64999999999998
104.458,135.14,91.99999999999996
195.57100000000003,337.48,309.65
180.55600000000004,241.7,240.15
132.51200000000006,157.68,179.41999999999996
247.55,682.1099999999999,355.15
290.74999999999966,523.9000000000001,425.15
245.6620000000001,464.96,363.15
315.8689999999996,564.9200000000001,370.25
212.6800000000001,418.9,420.15
368.64899999999926,471.5700000000001,353.15
384.6479999999993,544.91,423.65
372.6809999999992,453.29,345.15
388.6799999999992,509.87,414.65
386.6639999999993,527.39,405.15
428.7009999999993,531.4399999999999,387.75
651.1170000000033,706.68,321.04999999999995
384.6479999999993,539.03,354.65
408.5789999999994,764.8199999999999,471.15
228.29400000000007,442.18,528.15
258.3610000000001,584.9499999999999,327.15
132.162,254.53000000000003,265.65
148.16100000000006,373.13,407.15
253.3010000000001,455.95,337.15
250.29400000000007,368.19000000000005,248.15
312.3279999999998,854.9200000000001,663.15
175.18800000000013,572.0899999999999,495.15
303.1519999999998,710.36,455.15
315.7159999999998,795.95,510.65
192.04500000000007,464.9600000000001,593.15
218.68300000000008,443.27,321.65
285.3429999999996,724.3499999999999,493.65
536.4450000000012,1255.68,554.15
358.3899999999997,647.8899999999999,468.65
550.6450000000018,1012.5,511.15
300.3599999999998,664.3,710.45
108.13999999999994,306.79,285.35
108.13999999999994,306.79,307.92
171.63100000000009,425.58,360.15
356.37399999999974,658.53,404.65
368.3849999999997,761.9099999999999,456.15
307.3489999999997,608.6000000000001,365.15
240.6980000000001,659.92,438.75
85.06199999999997,349.16,339.15
99.09299999999998,374.41,387.65
147.13300000000004,444.45,493.15
113.11599999999996,371.7,318.15
61.471,195.94,266.6
45.016000000000005,166.61,191.15
160.17600000000007,385.19,472.65
110.141,384.0,331.15
276.3759999999996,418.72,325.15
56.10800000000002,153.5,182.45
144.12600000000006,516.9,431.15
70.09099999999998,221.72,222.25
168.23600000000013,336.44,314.15
168.3240000000002,215.5,333.95
162.27600000000015,217.78,256.15
94.15699999999994,178.27,162.74999999999997
126.15499999999992,313.19,233.15
92.14099999999996,179.03,197.97
106.12399999999997,247.25,268.15
80.12999999999995,170.52,224.15
84.16199999999994,169.0,279.85
109.17199999999994,241.02,285.15
172.1800000000001,504.26,585.65
144.21400000000014,304.7,316.15
116.15999999999993,282.16,368.15
112.12799999999996,305.44,378.15
112.12799999999996,305.44,351.54999999999995
156.22500000000014,359.17,289.15
98.14499999999994,237.22,245.22
110.15599999999992,218.79,274.15
126.15499999999992,337.39,290.15
96.12899999999996,237.98,220.15
124.18299999999992,254.75,346.15
281.3519999999995,620.5999999999999,392.15
99.17699999999994,248.02,255.45
160.26000000000013,258.8,280.17
204.2690000000001,312.4,263.15
266.2529999999998,682.78,378.65
116.15999999999993,247.81,253.15
176.25900000000013,370.52,403.75
126.2429999999999,192.25,283.85
108.18399999999993,186.02,220.15
112.21599999999992,184.5,287.97
128.21499999999992,241.08,298.25
106.16799999999994,186.78,187.15
110.19999999999992,185.26,214.15
210.40500000000023,238.75,337.15
224.38800000000023,306.97,338.35
70.13499999999998,161.25,179.74999999999997
114.14399999999992,328.88,266.15
102.13299999999994,274.41,303.15
86.13399999999994,217.83,256.15
68.11899999999999,162.01,138.12999999999997
280.45199999999954,464.88,341.15
85.14999999999995,240.27,190.46
42.08100000000002,145.75,145.54999999999998
86.08999999999996,313.38,291.65
118.17899999999992,235.55,242.15
84.11799999999995,213.98,204.95
434.2939999999997,604.8800000000001,333.15
416.3039999999996,591.77,343.15
166.1880000000001,660.58,493.15
479.6169999999996,816.7499999999999,492.15
507.6269999999996,919.4199999999998,543.15
160.1730000000001,453.0400000000001,425.85
527.5260000000006,1249.6700000000003,481.15
498.662,702.24,579.15
334.1119999999999,408.94000000000005,340.45
156.26900000000018,244.46,269.25
172.31600000000023,368.98,332.85
202.2500000000001,523.66,404.15
239.1420000000001,362.16,271.85
153.26900000000015,267.45,258.75
158.2850000000002,263.28,280.15
158.2850000000002,248.28,262.15
158.2850000000002,248.28,281.85
156.26900000000018,252.39,275.15
190.71400000000017,282.31,238.65
140.27000000000007,197.38,161.14999999999998
170.25200000000015,361.3,299.65
157.3010000000002,285.72,288.15
210.40500000000023,269.71,251.04
312.5379999999992,357.49,283.15
268.44399999999985,386.8,288.15
138.25400000000005,308.56,199.15
505.2059999999997,651.53,373.55
392.57999999999936,708.2399999999999,450.15
164.1570000000001,397.66,419.65
134.13100000000003,340.57000000000005,363.15
187.6340000000001,574.3,409.15
213.3100000000001,570.72,358.15
392.46699999999953,785.74,535.15
116.15999999999993,270.55,226.15
162.18800000000007,341.26000000000005,386.15
118.08799999999997,219.5,303.15
137.22600000000006,218.38,367.15
114.21299999999994,188.26,188.15
188.31400000000016,328.04,517.88
238.24600000000007,679.12,541.15
152.15300000000008,547.23,501.15
108.10399999999998,398.34,451.65
200.2410000000001,491.63,465.35
216.30900000000008,503.80000000000007,381.65
90.12599999999996,335.91,315.95
328.4079999999996,544.96,559.15
279.3419999999997,592.75,499.75
278.3539999999997,532.48,542.15
278.3539999999997,532.48,471.35
267.33099999999973,617.73,494.45
168.19500000000005,358.67,355.30999999999995
302.3759999999997,606.52,591.15
302.3759999999997,606.52,556.75
274.36599999999976,469.04,407.65
246.4000000000001,369.18000000000006,341.75
240.3500000000001,428.24,299.15
274.3629999999996,468.56,390.65
217.844,377.5,322.15
250.921,411.7,352.65
235.906,315.92,279.15
235.906,315.92,360.45
312.0039999999998,422.48,437.15
449.9239999999999,720.38,499.55
215.91600000000005,254.44,252.05
310.02899999999977,485.86,334.15
276.277,268.43,323.15
256.752,294.16,247.15
256.752,261.74,247.15
209.815,224.23,131.61
187.862,216.9,210.15
187.862,231.9,282.95
185.846,226.82,266.65
257.99700000000007,288.25,314.85
295.9139999999999,612.03,501.15
276.9149999999999,516.4200000000001,463.65
249.93300000000005,339.71,263.15
249.93300000000005,299.67,274.15
265.93199999999985,451.43,331.15
295.91799999999995,567.83,480.15
272.0239999999997,299.52,288.65
229.9430000000001,250.71,238.75
251.905,427.64,313.15
201.88900000000004,243.17,238.15
215.872,293.1,299.15
302.9529999999999,578.21,469.15
259.822,239.1,163.01
241.935,379.59,255.65
327.912,835.47,423.15
343.4709999999995,628.1500000000001,337.15
222.32800000000017,330.94000000000005,318.65
160.25700000000018,235.65,214.15
205.3450000000002,306.43,240.95
220.31200000000013,427.0,425.65
220.31200000000013,427.0,342.15
178.36600000000016,253.56,270.65
234.3830000000002,438.1,317.15
228.28800000000007,304.58,255.15
142.2420000000001,245.96,247.95
216.27700000000016,298.39,178.14999999999998
220.3560000000002,426.83,335.25
220.3560000000002,426.83,343.25
146.23000000000016,229.22,233.15
206.3290000000001,368.2,231.15
206.3290000000001,403.04,361.15
314.4659999999994,377.28,263.95
230.30400000000017,309.66,243.95
146.29900000000015,214.32,198.18
262.302,401.30000000000007,295.15
126.96999999999998,233.34,318.15
94.928,278.24,207.15
162.01900000000003,351.94,336.15
162.01900000000003,351.94,345.15
247.12400000000005,436.7600000000001,486.65
277.1059999999999,572.44,475.65
147.00400000000002,256.16,256.15
147.00400000000002,256.16,248.35
177.03400000000005,447.72,443.15
179.00200000000004,479.6,356.65
