Mol. wt.,CRC Tb /K
112.17199999999993,453.55
96.17299999999992,388.15
80.12999999999995,362.65
142.19800000000012,518.15
146.6170000000001,456.15
128.17099999999994,506.15
144.21400000000014,556.15
128.21499999999992,481.15
156.22500000000014,549.65
100.16099999999992,434.05
113.15999999999994,481.15
110.15599999999992,437.15
126.15499999999992,510.15
96.12899999999996,445.45
124.18299999999992,475.15
142.19800000000012,447.15
99.17699999999994,406.75
160.26000000000013,512.15
170.25200000000015,486.15
155.28500000000017,465.15
126.19899999999993,453.65
125.17099999999994,445.15
113.20399999999992,420.15
176.25900000000013,567.15
126.2429999999999,446.15
108.18399999999993,422.15
112.21599999999992,424.25
104.15199999999994,413.15
110.19999999999992,418.15
108.18399999999993,431.15
70.13499999999998,322.35
98.14499999999994,406.65
102.13299999999994,499.15
102.20199999999994,405.35
84.11799999999995,403.65
68.11899999999999,317.35
82.10199999999998,409.15
146.23300000000012,496.15
42.08100000000002,242.15
104.53599999999996,392.15
86.08999999999996,455.35
40.06500000000001,237.15
118.17899999999992,445.15
84.11799999999995,384.15
138.25400000000005,437.15
138.25400000000005,468.95
156.26900000000018,485.15
172.31600000000023,535.15
153.26900000000015,514.15
172.26800000000017,543.15
158.2850000000002,490.15
158.2850000000002,489.15
156.26900000000018,485.15
190.71400000000017,492.15
140.27000000000007,444.15
140.27000000000007,446.55
140.27000000000007,444.45
200.3220000000002,522.15
218.3840000000002,571.15
210.40500000000023,552.15
138.25400000000005,447.15
116.15999999999993,441.05
98.14499999999995,367.15
137.22600000000006,423.15
200.2410000000001,573.15
168.19500000000005,558.3499999999999
198.2650000000001,571.15
198.845,442.15
235.906,487.15
312.0039999999998,630.65
215.91600000000005,431.15
215.91600000000005,449.55
215.91600000000005,431.15
226.27,353.45
276.277,365.95
256.752,468.15
223.842,365.65
229.9430000000001,458.15
187.862,404.45
185.846,380.15
257.99700000000007,501.15
309.82899999999995,345.95
173.835,370.15
215.91600000000005,412.15
286.05099999999965,542.15
272.0239999999997,544.15
229.9430000000001,495.45
251.905,528.15
201.88900000000004,437.15
217.8880000000001,492.15
199.87300000000005,404.65
236.89400000000003,495.15
241.935,491.65
241.935,490.15
174.2840000000002,471.15
129.24699999999993,435.15
205.3450000000002,547.95
178.36600000000016,509.15
130.23099999999994,414.75
130.23099999999994,380.25
234.3830000000002,545.15
142.2420000000001,425.15
216.27700000000016,526.15
220.3560000000002,542.15
202.2500000000001,517.15
206.3290000000001,530.65
278.3479999999996,611.15
230.30400000000017,542.15
146.29900000000015,440.15
262.302,593.15
127.95799999999998,507.15
126.96999999999998,393.15
109.943,385.65
94.928,306.15
162.01900000000003,518.15
162.01900000000003,546.15
147.00400000000002,453.35
147.00400000000002,447.05
191.01300000000003,574.15
251.11200000000005,626.15
209.45900000000003,515.15
223.1020000000001,590.15
127.01399999999995,388.15
127.01399999999995,406.85
127.01399999999995,375.15
124.99799999999998,389.15
124.99799999999998,405.15
124.99799999999998,428.55
195.47600000000008,514.15
153.05200000000008,464.15
134.94000000000003,319.74
132.924,289.2
132.924,295.15
164.96600000000004,378.15
175.05800000000008,495.15
98.95999999999998,330.29999999999995
114.95899999999996,420.15
96.944,333.15
143.0130000000001,417.15
116.95,346.92
102.923,282.01
128.961,351.15
244.949,363.85
220.927,319.4
155.0680000000001,478.15
177.03000000000006,505.15
141.0410000000001,402.15
127.01399999999995,381.15
163.00700000000006,492.15
197.06400000000005,564.15
197.06400000000005,558.65
213.06300000000005,453.15
192.00100000000003,528.65
192.001,531.65
157.9840000000001,418.15
183.12200000000016,519.15
202.93700000000004,323.15
141.0410000000001,456.05
163.003,483.15
163.00300000000004,499.15
163.003,506.15
112.98699999999998,361.55
112.98699999999998,393.95
142.96900000000005,460.65
128.986,444.15
110.971,378.15
110.971,377.15
110.971,366.15
148.98000000000002,471.15
170.92,276.32
153.03300000000002,438.15
161.03100000000006,473.15
161.03100000000006,467.15
264.366,556.25
152.93000000000004,300.97
181.3230000000002,524.15
110.15599999999992,434.15
446.67199999999934,736.15
166.2200000000001,492.15
147.21800000000016,402.15
118.17599999999992,375.15
104.14899999999992,359.15
132.20299999999995,374.15
128.17099999999994,412.15
216.2330000000001,528.15
73.13899999999995,328.54999999999995
161.24500000000015,494.65
131.21899999999994,462.65
149.2370000000001,524.15
134.222,456.55
134.222,457.15
250.29400000000007,573.15
143.23000000000013,479.15
135.59400000000005,459.15
98.14899999999994,460.15
140.27000000000007,451.15
251.2820000000001,574.15
106.12099999999994,518.65
218.33700000000024,528.15
242.27100000000013,473.15
162.22900000000016,505.15
288.4279999999994,543.15
176.21200000000013,491.15
120.14799999999993,467.15
116.20799999999991,417.15
74.12299999999995,307.6
172.1800000000001,487.15
142.2860000000001,433.15
88.15399999999994,358.65
200.2340000000001,449.65
174.15200000000007,483.15
160.1690000000001,473.15
163.26400000000012,482.15
148.24900000000014,478.15
186.2070000000001,501.15
199.2970000000001,558.15
146.14200000000008,459.15
128.2589999999999,419.35
186.2070000000001,510.15
236.2670000000001,564.15
129.20299999999995,464.15
132.20299999999995,517.15
258.3580000000001,578.15
90.19099999999996,365.25
222.2400000000001,576.15
96.032,406.15
114.09399999999998,367.05
114.09399999999998,362.05
120.14199999999995,372.65
66.05,249.13
64.034,187.58
64.034,220.05
150.04600000000002,302.4
80.07699999999998,273.15
134.08700000000005,542.15
214.39300000000023,531.15
230.46100000000024,568.15
186.33900000000023,493.15
334.4559999999995,652.15
180.25000000000009,578.15
120.15099999999994,460.15
148.16100000000006,545.15
86.08999999999996,367.25
133.19400000000002,521.15
132.162,516.15
133.15000000000003,611.15
100.11699999999996,473.15
84.12199999999996,469.65
98.14499999999994,391.15
130.18999999999997,483.35
146.18900000000008,510.15
84.11799999999995,368.15
69.10699999999997,363.15
86.15899999999996,395.55
173.25900000000013,533.15
277.83,520.15
329.9059999999999,558.15
281.8619999999999,473.15
295.8889999999999,495.15
130.23099999999994,395.85
278.3479999999996,569.65
390.56399999999945,643.15
158.2850000000002,445.15
174.35300000000018,484.15
101.19299999999993,357.15
162.27600000000015,477.85
162.27600000000015,483.45
150.31200000000013,450.15
102.17699999999994,341.54999999999995
118.24499999999992,393.15
84.07399999999997,400.15
138.16600000000008,479.15
138.16600000000008,486.15
90.12199999999994,358.15
76.09499999999997,315.45
152.1930000000001,517.15
119.16399999999992,377.15
154.16500000000008,534.15
104.14899999999994,350.54999999999995
178.2310000000001,543.65
90.12199999999994,336.15
45.085000000000015,280.45
137.18200000000004,539.65
103.16499999999994,423.45
103.16499999999994,397.65
121.18299999999994,496.15
121.18299999999994,487.15
121.18299999999994,501.15
121.18299999999994,480.65
121.18299999999994,488.15
136.19400000000005,456.15
206.2880000000001,633.15
136.19800000000004,537.15
149.23700000000014,480.65
135.21000000000004,469.65
136.19400000000005,475.15
150.17700000000008,550.15
210.2760000000001,612.15
135.21,452.15
166.26400000000015,508.15
182.2660000000001,562.75
82.14599999999994,342.15
101.19299999999993,374.15
86.17799999999993,331.15
118.24499999999992,399.25
102.17699999999992,410.15
102.17699999999992,391.85
134.60600000000002,402.15
84.16199999999994,314.39
82.14599999999994,311.15
107.53999999999996,427.15
112.21599999999992,392.65
112.21599999999992,397.55
155.2850000000002,478.15
126.19899999999993,445.15
126.19899999999993,453.15
110.19999999999992,399.15
98.18899999999992,360.95
98.18899999999992,365.05
98.18899999999992,363.85
96.17299999999992,378.15
70.13499999999998,294.15
185.35500000000025,507.15
240.3060000000001,623.15
108.18399999999993,398.15
88.15399999999994,393.15
46.06900000000002,248.37
130.18699999999995,425.15
96.12899999999996,369.15
124.2269999999999,416.15
128.2589999999999,413.75
128.2589999999999,408.15
128.2589999999999,410.15
128.2589999999999,408.15
188.22300000000013,518.15
144.25800000000012,466.15
142.2420000000001,430.15
110.19999999999992,387.15
114.2319999999999,379.95
114.2319999999999,382.55
114.2319999999999,385.05
144.26200000000014,457.15
146.23000000000016,506.15
112.21599999999992,375.15
112.21599999999992,386.15
112.21599999999992,374.05
142.19800000000012,479.15
60.10000000000002,355.15
146.23300000000012,467.15
194.1860000000001,558.25
142.2860000000001,430.15
144.12600000000006,475.15
158.15300000000008,483.65
146.14200000000008,450.15
160.1690000000001,469.15
156.2280000000001,540.15
156.2280000000001,537.15
156.2280000000001,536.15
156.2280000000001,549.15
156.2280000000001,526.15
171.24300000000008,523.15
166.18000000000006,555.65
151.16500000000008,524.15
151.16500000000008,547.15
151.16500000000008,516.15
152.23700000000014,502.15
142.2860000000001,437.15
142.2860000000001,430.15
142.2860000000001,433.15
142.2860000000001,433.95
174.2840000000002,538.15
158.2850000000002,497.15
158.2850000000002,478.25
154.25300000000016,478.15
156.26900000000018,497.15
118.08799999999997,436.55
72.10699999999997,324.15
72.10699999999997,329.15
96.17299999999992,367.15
100.20499999999991,362.95
100.20499999999991,359.15
116.20399999999992,409.15
116.20399999999992,415.15
114.18799999999992,398.15
98.18899999999992,357.15
98.18899999999992,350.15
98.18899999999992,345.65
98.18899999999992,356.45
98.18899999999992,364.15
98.18899999999992,349.85
96.17299999999992,356.15
148.2050000000001,501.15
162.2320000000001,493.15
114.19199999999994,437.15
113.20399999999992,417.15
101.14899999999994,449.15
102.18099999999993,402.15
83.13399999999996,378.35
102.13299999999994,437.35
120.57899999999997,377.15
148.24900000000014,464.15
172.26800000000017,461.15
124.13899999999994,518.15
108.14399999999996,434.15
108.14399999999996,428.75
122.17099999999996,508.15
107.15599999999996,434.25
107.15599999999996,430.15
107.15599999999992,417.15
107.15599999999996,452.25
107.15599999999996,445.05
108.14399999999996,432.15
95.14499999999995,438.15
95.14499999999995,440.58
157.2160000000001,540.15
157.2160000000001,541.25
157.2160000000001,533.15
230.30400000000017,562.15
146.14200000000008,470.15
62.137000000000015,310.47
178.14000000000007,553.15
194.1860000000001,561.15
114.17299999999996,475.65
113.18499999999996,418.75
113.18499999999996,431.15
112.19699999999996,414.15
112.19699999999996,410.15
112.19699999999996,412.15
112.19699999999996,418.15
88.10999999999996,542.15
168.108,592.15
168.108,569.15
168.108,570.15
244.20600000000005,578.15
120.06399999999998,458.65
106.037,442.15
218.16800000000003,644.15
134.0910000000001,467.15
134.0910000000001,459.15
270.5009999999999,591.15
418.61799999999937,686.15
241.4630000000003,580.8499999999999
242.4470000000003,562.15
390.56399999999945,688.15
390.56399999999945,698.15
88.10599999999995,378.15
88.10599999999995,374.35
74.07899999999997,348.45
136.23800000000003,449.15
157.30100000000022,477.15
158.2850000000002,460.15
306.40199999999953,614.15
178.2340000000001,573.15
169.2270000000001,578.25
206.2880000000001,625.15
210.3200000000001,560.15
210.3200000000001,564.15
210.3200000000001,589.15
208.3040000000001,584.15
222.2870000000001,615.65
194.23700000000008,604.15
218.3460000000001,583.15
182.2660000000001,558.95
182.2660000000001,553.15
240.26200000000009,633.15
214.2640000000001,573.15
180.25000000000009,550.15
170.21100000000007,531.15
220.27100000000007,617.15
194.2330000000001,540.65
168.2390000000001,537.3499999999999
196.2530000000001,523.15
184.23800000000008,575.15
221.25900000000007,633.15
196.2930000000001,573.15
196.2930000000001,554.15
210.2760000000001,633.15
210.2760000000001,580.15
210.2760000000001,602.15
194.2770000000001,562.15
270.2839999999997,603.15
186.27900000000005,567.3499999999999
197.832,401.15
210.3650000000002,602.15
214.2170000000001,473.15
146.23000000000016,434.15
132.20299999999995,413.65
143.23000000000013,500.15
101.19299999999993,380.65
150.31200000000013,469.15
102.17699999999994,363.25
174.1960000000001,485.15
250.29400000000007,592.15
202.2500000000001,521.15
118.24499999999992,415.95
120.24199999999996,472.65
474.7259999999993,711.15
108.18399999999993,385.65
70.09099999999997,301.15
86.15899999999996,357.15
310.6099999999991,642.15
340.5919999999992,693.15
326.6089999999991,680.15
308.59399999999914,640.15
170.34000000000023,489.45
200.37000000000023,572.15
230.30400000000017,621.15
181.3230000000002,549.25
202.40700000000024,550.15
200.3220000000002,572.15
186.33900000000023,537.25
186.33900000000023,522.15
184.3230000000002,520.15
168.3240000000002,486.55
228.37600000000023,538.15
185.35500000000025,528.15
246.43800000000024,602.15
252.4860000000003,604.15
166.3080000000002,488.15
166.3080000000002,486.15
450.88,743.15
282.5559999999996,617.25
312.5379999999992,673.15
298.55499999999915,629.15
184.491,329.95
165.2360000000001,498.15
165.2360000000001,498.15
92.52499999999998,385.14
72.10699999999996,336.54999999999995
140.1820000000001,500.15
142.15400000000008,462.15
30.07,184.57
60.100000000000016,390.05
62.06800000000002,470.65
146.14200000000008,441.15
146.14200000000008,457.15
198.2180000000001,533.15
104.10499999999996,461.15
94.20399999999998,417.15
62.137000000000015,308.15
46.06900000000002,351.39
61.08400000000002,443.45
144.60100000000008,454.15
104.10499999999996,479.65
164.2040000000001,541.15
70.09099999999997,323.15
137.18200000000007,506.15
137.18200000000007,521.15
137.18200000000007,527.15
122.16699999999992,442.95
152.1970000000001,568.15
193.29000000000013,559.15
128.17099999999994,405.15
89.13799999999995,381.15
90.12199999999994,407.85
132.159,429.75
144.1700000000001,447.15
104.14899999999992,361.15
136.19400000000005,465.15
136.19400000000005,468.15
116.20399999999992,374.65
172.2270000000001,555.15
167.16400000000007,540.15
167.16400000000007,556.15
138.16600000000008,490.15
138.16600000000008,524.15
138.16600000000008,521.15
179.2190000000001,572.15
102.13299999999994,408.35
99.13299999999995,444.15
87.12199999999994,478.15
88.10599999999995,350.25
130.14299999999997,453.15
186.2510000000001,494.65
172.22400000000013,493.15
172.22400000000013,497.15
170.2080000000001,481.15
100.11699999999996,372.05
45.085000000000015,289.75
103.12099999999997,422.15
165.1920000000001,544.15
165.1920000000001,567.15
165.1920000000001,583.15
89.13799999999993,451.15
121.18299999999994,486.15
121.18299999999994,487.15
121.18299999999994,490.35
121.18299999999992,477.15
106.16799999999994,409.35
164.2040000000001,544.15
145.2050000000001,514.15
136.19400000000005,492.15
150.17700000000008,485.65
218.2520000000001,569.15
167.00200000000004,432.15
229.0730000000001,536.15
195.05600000000007,450.15
195.05600000000007,465.15
209.0830000000001,459.15
195.05600000000007,451.15
209.0830000000001,464.15
181.02900000000008,425.15
181.02900000000008,436.15
116.15999999999993,394.25
116.15999999999993,466.15
102.17699999999992,428.15
134.60600000000002,413.15
84.16199999999994,337.85
114.14399999999992,409.15
114.14399999999992,413.15
114.14399999999992,392.15
144.21400000000014,434.15
145.20200000000014,494.15
112.12799999999994,436.15
89.09399999999997,458.15
122.55099999999996,417.15
184.62200000000007,510.65
150.6050000000001,457.15
140.54100000000005,402.15
108.52399999999996,364.15
136.53400000000002,410.15
136.57800000000006,420.15
136.57800000000006,435.15
124.59199999999996,409.15
176.2150000000001,543.15
113.11599999999996,489.15
169.1800000000001,463.65
99.08899999999996,388.65
84.16199999999994,343.15
112.21599999999992,404.95
156.22500000000014,469.15
110.19999999999992,409.15
154.20900000000012,467.65
170.25200000000015,484.15
98.18899999999992,376.65
156.1810000000001,494.15
96.17299999999992,379.35
70.13499999999998,309.15
200.3220000000002,515.15
245.898,467.15
259.92499999999995,487.65
156.99600000000004,428.15
171.02300000000008,456.15
176.21200000000013,472.15
216.27700000000016,503.15
124.08599999999996,373.15
114.14399999999992,491.15
73.13899999999995,309.65
134.222,461.15
134.222,457.15
134.222,459.15
134.222,467.15
134.222,462.15
116.20799999999991,407.65
128.2589999999999,407.15
128.2589999999999,415.15
128.2589999999999,396.15
130.18699999999995,391.45
136.19800000000006,453.65
123.19899999999993,470.15
167.2080000000001,564.15
167.2080000000001,564.15
158.15300000000008,487.15
228.37600000000023,549.15
28.053999999999995,169.38
43.06900000000001,327.15
88.15399999999994,402.15
132.159,431.15
146.18600000000012,441.15
158.19700000000012,470.15
117.14799999999993,449.15
106.09599999999996,393.15
168.16700000000006,483.15
96.12899999999996,365.15
140.13800000000006,469.95
242.09,368.15
128.2589999999999,416.25
128.2589999999999,414.15
158.24100000000016,461.15
144.25800000000012,452.15
284.48399999999947,607.15
140.1820000000001,468.65
128.21499999999992,434.15
114.2319999999999,391.65
146.23000000000016,516.15
144.21400000000014,438.15
144.21400000000014,500.65
130.23099999999994,459.35
126.19899999999993,448.15
142.19800000000012,439.65
172.26800000000017,473.15
129.24699999999993,445.15
130.23099999999994,415.15
174.2840000000002,504.15
549.9230000000007,652.15
60.100000000000016,374.15
174.1960000000001,558.15
62.06800000000002,368.15
104.10499999999996,429.15
166.17600000000007,570.65
132.159,458.15
89.13799999999993,404.15
196.20200000000008,565.15
110.19999999999992,410.15
120.19499999999992,419.15
214.00200000000004,452.15
71.07899999999997,329.15
116.20399999999992,385.15
87.16599999999993,341.15
148.24900000000014,466.15
88.14999999999993,327.15
129.2469999999999,387.15
104.21799999999992,380.45
144.1700000000001,478.95
120.17299999999994,430.15
114.14399999999992,389.15
136.19400000000005,469.15
180.2030000000001,535.15
180.2030000000001,539.15
152.1930000000001,509.65
144.1700000000001,460.15
99.17699999999992,377.85
59.112000000000016,307.35
135.21000000000004,504.15
135.21,489.15
135.21,494.15
135.21,490.15
135.21,477.15
164.2040000000001,500.15
164.2040000000001,509.15
130.18699999999995,408.15
130.18699999999995,480.15
98.18899999999992,359.45
128.17099999999994,429.15
128.17099999999994,426.65
103.12099999999997,442.15
126.2429999999999,420.15
